"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"11:40:00 03/09/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,65,NA,NA,10.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,9,65,NA,NA
"11:40:00 05/02/2019",NA,NA,NA,NA,NA,NA,NA,NA,36,1,46.8,1,NA,NA,8.71,1,6.88,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.087,1,0.01,1,2,1,2.5,1,20.5,1,NA,NA
"11:40:00 06/04/2020",NA,NA,NA,NA,NA,NA,NA,NA,70,1,45.7,1,NA,NA,10.9,1,6.6,1,0.003,1,0.48,1,NA,NA,NA,NA,NA,NA,0.21,1,0.026,1,30,1,19,1,11,1,NA,NA
"11:43:00 11/04/2007",NA,NA,NA,NA,NA,NA,NA,NA,35,65,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.06,65,0.01,65,1,65,NA,NA,NA,NA,NA,NA
"11:43:00 12/04/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,65,NA,NA,9.7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,11.5,65,NA,NA
"11:43:00 16/06/2005",NA,NA,NA,NA,NA,NA,NA,NA,40,65,48,65,NA,NA,10.1,65,7.2,65,0.005,65,0.15,65,NA,NA,NA,NA,NA,NA,0.17,65,0.009,65,2,65,2.2,65,NA,NA,NA,NA
"11:43:00 19/05/2005",NA,NA,NA,NA,NA,NA,NA,NA,25,65,493,65,NA,NA,10.5,65,7.5,65,0.003,65,0.11,65,NA,NA,NA,NA,NA,NA,0.2,65,0.005,65,1,65,1.8,65,NA,NA,NA,NA
"11:45:00 01/10/2019",NA,NA,NA,NA,NA,NA,NA,NA,20,1,42.9,1,NA,NA,11.9,1,6.74,1,0.003,1,0.11,1,NA,NA,NA,NA,NA,NA,0.28,1,0.009,1,6,1,3.8,1,8.8,1,NA,NA
"11:45:00 03/07/2019",NA,NA,NA,NA,NA,NA,NA,NA,30,1,48.7,1,NA,NA,12,1,7.3,1,0.003,1,0.11,1,NA,NA,NA,NA,NA,NA,0.15,1,0.006,1,2,1,2.6,1,7.9,1,NA,NA
"11:45:00 06/02/2013",NA,NA,NA,NA,NA,NA,NA,NA,40,1,55,1,NA,NA,10.1,1,7.1,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.15,1,0.011,1,3,1,2.7,1,18.3,1,NA,NA
"11:45:00 07/01/2015",NA,NA,NA,NA,NA,NA,NA,NA,45,1,59,1,NA,NA,11.5,1,7.5,1,0.004,1,0.18,1,NA,NA,NA,NA,NA,NA,0.13,1,0.009,1,2,1,2.7,1,21.1,1,NA,NA
"11:45:00 09/10/2014",NA,NA,NA,NA,NA,NA,NA,NA,40,1,47,1,NA,NA,11.8,1,7.1,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.21,1,0.017,1,4,1,4.5,1,11.5,1,NA,NA
"11:45:00 15/05/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,65,NA,NA,11,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,65,10.5,65,NA,NA
"11:45:00 26/11/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,65,NA,NA,10,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,13.3,65,NA,NA
"11:47:00 06/07/2016",NA,NA,NA,NA,NA,NA,NA,NA,100,1,71.1,1,NA,NA,11.1,1,7.7,1,0.058,1,1.2,1,NA,NA,NA,NA,NA,NA,0.4,1,0.14,1,150,1,107,1,8.9,1,NA,NA
"11:48:00 11/07/2017",NA,NA,NA,NA,NA,NA,NA,NA,28,1,44,1,NA,NA,11.9,1,6.6,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.18,1,0.005,1,4,1,2.9,1,6.6,1,NA,NA
"11:49:00 10/08/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,12.2,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,65,6.5,65,NA,NA
"11:50:00 03/04/2013",NA,NA,NA,NA,NA,NA,NA,NA,45,1,52,1,NA,NA,10,1,7.3,1,0.003,1,0.24,1,NA,NA,NA,NA,NA,NA,0.13,1,0.022,1,8,1,8.4,1,12.8,1,NA,NA
"11:50:00 09/06/2004",NA,NA,NA,NA,NA,NA,NA,NA,25,65,41,65,NA,NA,11.4,65,7.3,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.13,65,0.005,65,2,65,1.4,65,8.3,65,NA,NA
"11:50:00 15/09/2004",NA,NA,NA,NA,NA,NA,NA,NA,50,65,50,65,NA,NA,11.9,65,6.5,65,0.003,65,0.21,65,NA,NA,NA,NA,NA,NA,0.33,65,0.01,65,4,65,7.7,65,7.9,65,NA,NA
"11:51:00 14/07/2005",NA,NA,NA,NA,NA,NA,NA,NA,35,65,47,65,NA,NA,10.1,65,7.4,65,0.006,65,0.2,65,NA,NA,NA,NA,NA,NA,0.21,65,0.01,65,3,65,3.9,65,NA,NA,NA,NA
"11:52:00 05/01/2016",NA,NA,NA,NA,NA,NA,NA,NA,36,1,54,1,NA,NA,10.1,1,6.5,1,0.016,1,0.18,1,NA,NA,NA,NA,NA,NA,0.084,1,0.013,1,2,1,2.9,1,16.4,1,NA,NA
"11:53:00 24/08/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,11.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,7,65,NA,NA
"11:56:00 13/05/2015",NA,NA,NA,NA,NA,NA,NA,NA,45,1,47,1,NA,NA,11.4,1,6.8,1,0.003,1,0.25,1,NA,NA,NA,NA,NA,NA,0.18,1,0.025,1,8,1,9.3,1,8.4,1,NA,NA
"12:00:00 03/03/2020",NA,NA,NA,NA,NA,NA,NA,NA,35,1,47.3,1,NA,NA,10.3,1,6.7,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.19,1,0.011,1,4,1,3.4,1,13.8,1,NA,NA
"12:00:00 05/01/2011",NA,NA,NA,NA,NA,NA,NA,NA,25,1,45,1,NA,NA,9.4,1,7.3,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.22,1,0.006,1,2,1,3,1,15.8,1,NA,NA
"12:00:00 06/07/1995",NA,NA,NA,NA,NA,NA,NA,NA,37,65,53,65,NA,NA,12.4,65,7,65,0.004,65,0.1,65,NA,NA,NA,NA,NA,NA,0.3,65,0.01,65,6,65,3.1,65,7,65,NA,NA
"12:00:00 06/10/2010",NA,NA,NA,NA,NA,NA,NA,NA,25,1,44,1,NA,NA,9.9,1,7.7,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.15,1,0.012,1,3,1,4.4,1,12.5,1,NA,NA
"12:00:00 09/01/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,65,NA,NA,9.2,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,16.5,65,NA,NA
"12:00:00 09/08/2005",NA,NA,NA,NA,NA,NA,NA,NA,40,65,435,65,NA,NA,11.4,65,7,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.17,65,0.01,65,4,65,6,65,NA,NA,NA,NA
"12:00:00 12/05/2004",NA,NA,NA,NA,NA,NA,NA,NA,30,65,44,65,NA,NA,11.3,65,7.4,65,0.003,65,0.1,65,NA,NA,NA,NA,NA,NA,0.12,65,0.005,65,2,65,1.8,65,8.7,65,NA,NA
"12:00:00 15/09/2005",NA,NA,NA,NA,NA,NA,NA,NA,40,65,51,65,NA,NA,11.9,65,7.1,65,0.003,65,0.22,65,NA,NA,NA,NA,NA,NA,0.46,65,0.01,65,6,65,7.9,65,NA,NA,NA,NA
"12:00:00 17/08/2006",NA,NA,NA,NA,NA,NA,NA,NA,30,65,45,65,NA,NA,10.8,65,6.6,65,0.003,65,0.15,65,NA,NA,NA,NA,NA,NA,0.18,65,0.005,65,2,65,3,65,7.9,65,NA,NA
"12:03:00 04/12/2013",NA,NA,NA,NA,NA,NA,NA,NA,30,1,38,1,NA,NA,10.6,1,7.1,1,0.004,1,0.14,1,NA,NA,NA,NA,NA,NA,0.19,1,0.014,1,2,1,4.8,1,15.3,1,NA,NA
"12:04:00 05/07/1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,NA,NA,13.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,7.5,65,NA,NA
"12:05:00 14/06/2006",NA,NA,NA,NA,NA,NA,NA,NA,30,65,45,65,NA,NA,13.3,65,7,65,0.003,65,0.12,65,NA,NA,NA,NA,NA,NA,0.14,65,0.007,65,1,65,1.8,65,6.3,65,NA,NA
"12:09:00 03/08/2017",NA,NA,NA,NA,NA,NA,NA,NA,28,1,44,1,NA,NA,12.1,1,7.3,1,0.003,1,0.08,1,NA,NA,NA,NA,NA,NA,0.21,1,0.006,1,2,1,2.8,1,4.8,1,NA,NA
"12:10:00 03/11/2009",NA,NA,NA,NA,NA,NA,NA,NA,25,1,44.6,1,NA,NA,10.4,1,7,1,0.001,1,0.05,1,NA,NA,NA,NA,NA,NA,0.225,1,0.008,1,2,1,3.6,1,16.1,1,NA,NA
"12:10:00 11/11/2014",NA,NA,NA,NA,NA,NA,NA,NA,30,1,46,1,NA,NA,11.9,1,7.2,1,0.003,1,0.16,1,NA,NA,NA,NA,NA,NA,0.21,1,0.011,1,2,1,3.3,1,12.8,1,NA,NA
"12:10:00 14/07/2004",NA,NA,NA,NA,NA,NA,NA,NA,25,65,45,65,NA,NA,12.1,65,6.5,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.18,65,0.01,65,4,65,4.1,65,7.4,65,NA,NA
"12:10:00 24/10/2006",NA,NA,NA,NA,NA,NA,NA,NA,25,65,NA,NA,NA,NA,11.6,65,6.3,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.15,65,0.01,65,5,65,3.4,65,12.9,65,NA,NA
"12:15:00 04/06/2013",NA,NA,NA,NA,NA,NA,NA,NA,56,1,46,1,NA,NA,11.1,1,6.5,1,0.003,1,0.22,1,NA,NA,NA,NA,NA,NA,0.13,1,0.02,1,8,1,7.8,1,9.7,1,NA,NA
"12:15:00 07/02/2018",NA,NA,NA,NA,NA,NA,NA,NA,36,1,45,1,NA,NA,9.1,1,6.7,1,0.004,1,0.15,1,NA,NA,NA,NA,NA,NA,0.14,1,0.009,1,3,1,2.9,1,19.6,1,NA,NA
"12:15:00 11/04/2017",NA,NA,NA,NA,NA,NA,NA,NA,80,1,33,1,NA,NA,10.8,1,7.1,1,0.003,1,0.77,1,NA,NA,NA,NA,NA,NA,0.12,1,0.075,1,46,1,33.2,1,11.2,1,NA,NA
"12:15:00 13/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,35,65,NA,NA,NA,NA,NA,NA,NA,NA,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.14,65,0.005,65,3,65,NA,NA,NA,NA,NA,NA
"12:15:00 18/05/2006",NA,NA,NA,NA,NA,NA,NA,NA,45,65,44,65,NA,NA,12.1,65,7,65,0.003,65,0.14,65,NA,NA,NA,NA,NA,NA,0.12,65,0.02,65,2,65,2.5,65,9.1,65,NA,NA
"12:15:00 26/04/2006",NA,NA,NA,NA,NA,NA,NA,NA,45,65,41,65,NA,NA,12.4,65,6.2,65,0.003,65,0.24,65,NA,NA,NA,NA,NA,NA,0.1,65,0.01,65,2,65,2.3,65,8.1,65,NA,NA
"12:20:00 02/12/2020",NA,NA,NA,NA,NA,NA,NA,NA,30,1,47.2,1,NA,NA,10.3,1,6.9,1,0.003,1,0.13,1,NA,NA,NA,NA,NA,NA,0.22,1,0.012,1,4,1,3.7,1,13.9,1,NA,NA
"12:20:00 12/10/2005",NA,NA,NA,NA,NA,NA,NA,NA,45,65,44,65,NA,NA,15.6,65,7.2,65,0.003,65,0.17,65,NA,NA,NA,NA,NA,NA,0.21,65,0.01,65,6,65,5.5,65,NA,NA,NA,NA
"12:20:00 25/07/2006",NA,NA,NA,NA,NA,NA,NA,NA,30,65,48,65,NA,NA,12.4,65,6.6,65,0.003,65,0.18,65,NA,NA,NA,NA,NA,NA,0.2,65,0.005,65,2,65,2.5,65,6.7,65,NA,NA
"12:24:00 09/08/2018",NA,NA,NA,NA,NA,NA,NA,NA,60,1,37,1,NA,NA,10.4,1,6.2,1,0.004,1,0.31,1,NA,NA,NA,NA,NA,NA,0.24,1,0.025,1,10,1,12.5,1,6.4,1,NA,NA
"12:25:00 11/07/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,65,NA,NA,11.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,6,65,NA,NA
"12:26:00 08/09/2015",NA,NA,NA,NA,NA,NA,NA,NA,24,1,50,1,NA,NA,11.8,1,6.7,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.31,1,0.008,1,8,1,5.6,1,6.9,1,NA,NA
"12:30:00 02/07/2013",NA,NA,NA,NA,NA,NA,NA,NA,20,1,47,1,NA,NA,12.3,1,7.5,1,0.003,1,0.11,1,NA,NA,NA,NA,NA,NA,0.22,1,0.009,1,2,1,2.6,1,8.1,1,NA,NA
"12:30:00 02/07/2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,180,53,1,NA,NA,12.1,1,7.1,1,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.55,1,0.017,1,8,1,9.9,1,8,1,NA,NA
"12:30:00 03/04/2019",NA,NA,NA,NA,NA,NA,NA,NA,50,1,42.8,1,NA,NA,10.8,1,7.49,1,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.049,1,0.013,1,2,1,2.7,1,12.3,1,NA,NA
"12:30:00 03/07/2012",NA,NA,NA,NA,NA,NA,NA,NA,60,1,51,1,NA,NA,11.7,1,7.4,1,0.003,1,0.28,1,NA,NA,NA,NA,NA,NA,0.45,1,0.023,1,11,1,15.4,1,8.2,1,NA,NA
"12:30:00 03/07/2014",NA,NA,NA,NA,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.55,1,0.017,1,8,1,NA,NA,NA,NA,NA,NA
"12:30:00 03/09/2019",NA,NA,NA,NA,NA,NA,NA,NA,25,1,46,1,NA,NA,11.85,1,6.84,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.33,1,0.013,1,5,1,4.5,1,9.9,1,NA,NA
"12:30:00 05/10/2009",NA,NA,NA,NA,NA,NA,NA,NA,45,1,43.8,1,NA,NA,9.5,1,7.1,1,0.002,1,0.11,1,NA,NA,NA,NA,NA,NA,0.233,1,0.051,1,6,1,8.6,1,9.7,1,NA,NA
"12:30:00 06/12/2011",NA,NA,NA,NA,NA,NA,NA,NA,30,1,95,1,NA,NA,10.7,1,7.6,1,0.008,1,0.22,1,NA,NA,NA,NA,NA,NA,0.37,1,0.015,1,7,1,5.9,1,12.7,1,NA,NA
"12:30:00 07/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,44,1,47,1,NA,NA,8.4,1,7.5,1,0.025,1,0.2,1,NA,NA,NA,NA,NA,NA,0.15,1,0.013,1,6,1,5.3,1,14.7,1,NA,NA
"12:30:00 07/05/2012",NA,NA,NA,NA,NA,NA,NA,NA,35,1,45,1,NA,NA,10.9,1,7.4,1,0.003,1,0.2,1,NA,NA,NA,NA,NA,NA,0.2,1,0.015,1,5,1,5.6,1,9.8,1,NA,NA
"12:30:00 07/07/2010",NA,NA,NA,NA,NA,NA,NA,NA,25,1,40,1,NA,NA,12.6,1,7.2,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.14,1,0.007,1,2,1,2,1,5.6,1,NA,NA
"12:30:00 09/01/2020",NA,NA,NA,NA,NA,NA,NA,NA,35,1,47,1,NA,NA,9.4,1,7.14,1,0.003,1,0.19,1,NA,NA,NA,NA,NA,NA,0.16,1,0.012,1,2,1,2.7,1,18.5,1,NA,NA
"12:30:00 09/10/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,65,NA,NA,9.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,10.8,65,NA,NA
"12:30:00 12/08/2014",NA,NA,NA,NA,NA,NA,NA,NA,35,1,54,1,NA,NA,13.4,1,7,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.3,1,0.01,1,6,1,5.1,1,6.2,1,NA,NA
"12:30:00 14/06/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,65,NA,NA,11.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,12,65,NA,NA
"12:30:00 14/12/2006",NA,NA,NA,NA,NA,NA,NA,NA,30,65,47,65,NA,NA,8.2,65,6.2,65,0.003,65,0.7,65,NA,NA,NA,NA,NA,NA,0.02,65,0.08,65,2,65,2.5,65,18.6,65,NA,NA
"12:30:00 15/04/2003",0.003,65,NA,NA,NA,NA,NA,NA,70,65,42,65,NA,NA,9.8,65,8,65,0.003,65,0.33,65,NA,NA,NA,NA,NA,NA,0.15,65,0.02,65,14,65,5,65,12.7,65,NA,NA
"12:32:00 08/08/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,NA,NA,8.9,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,8.2,65,NA,NA
"12:35:00 15/03/2006",NA,NA,NA,NA,NA,NA,NA,NA,100,65,60,65,NA,NA,10.5,65,7.4,65,0.04,65,0.28,65,NA,NA,NA,NA,NA,NA,0.11,65,0.05,65,8,65,15,65,NA,NA,NA,NA
"12:42:00 11/05/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,65,NA,NA,9.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,9,65,NA,NA
"12:45:00 01/06/2020",NA,NA,NA,NA,NA,NA,NA,NA,25,1,46.3,1,NA,NA,11.3,1,7.03,1,0.003,1,0.1,1,NA,NA,NA,NA,NA,NA,0.32,1,0.005,1,5,1,3.7,1,8.9,1,NA,NA
"12:45:00 05/01/2010",NA,NA,NA,NA,NA,NA,NA,NA,45,1,45.1,1,NA,NA,8.6,1,6.6,1,0.003,1,0.04,1,NA,NA,NA,NA,NA,NA,0.169,1,0.017,1,1,1,2.3,1,20.2,1,NA,NA
"12:45:00 10/04/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,10,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,12,65,NA,NA
"12:45:00 11/06/2014",NA,NA,NA,NA,NA,NA,NA,NA,35,1,49,1,NA,NA,12.9,1,7.1,1,0.003,1,0.14,1,NA,NA,NA,NA,NA,NA,0.19,1,0.013,1,2,1,3.4,1,7.2,1,NA,NA
"12:45:00 13/12/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,65,NA,NA,9.6,65,5.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,18.1,65,NA,NA
"12:46:00 21/03/1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,65,NA,NA,10.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,65,13,65,NA,NA
"12:48:00 07/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,30,1,46,1,NA,NA,11.9,1,6.8,1,0.003,1,0.06,1,NA,NA,NA,NA,NA,NA,0.22,1,0.008,1,2,1,2.9,1,7.3,1,NA,NA
"12:50:00 18/10/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,65,NA,NA,9.1,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,11.2,65,NA,NA
"12:55:00 03/09/2014",NA,NA,NA,NA,NA,NA,NA,NA,60,1,46,1,NA,NA,11.8,1,7,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.26,1,0.015,1,11,1,8.8,1,8.3,1,NA,NA
"12:55:00 14/05/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,7.5,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,6.5,65,NA,NA
"13:00:00 01/12/2010",NA,NA,NA,NA,NA,NA,NA,NA,45,1,60,1,NA,NA,9.8,1,7.3,1,0.003,1,0.24,1,NA,NA,NA,NA,NA,NA,0.28,1,0.016,1,6,1,6.6,1,16.2,1,NA,NA
"13:00:00 02/03/2010",NA,NA,NA,NA,NA,NA,NA,NA,37,1,42.6,1,NA,NA,9.9,1,7.3,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.063,1,0.005,1,2,1,1.8,1,15.7,1,NA,NA
"13:00:00 03/11/2010",NA,NA,NA,NA,NA,NA,NA,NA,32,1,48,1,NA,NA,10.2,1,7.3,1,0.003,1,0.34,1,NA,NA,NA,NA,NA,NA,0.25,1,0.009,1,6,1,7.4,1,11.2,1,NA,NA
"13:00:00 03/12/1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,65,NA,NA,9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,15,65,NA,NA
"13:00:00 04/01/2012",NA,NA,NA,NA,NA,NA,NA,NA,35,1,57,1,NA,NA,9.3,1,7.2,1,0.008,1,0.21,1,NA,NA,NA,NA,NA,NA,0.22,1,0.018,1,3,1,4.2,1,18.1,1,NA,NA
"13:00:00 04/05/2011",NA,NA,NA,NA,NA,NA,NA,NA,35,1,51,1,NA,NA,11.4,1,7.3,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.21,1,0.011,1,5,1,5,1,10.7,1,NA,NA
"13:00:00 04/09/2013",NA,NA,NA,NA,NA,NA,NA,NA,25,1,49,1,NA,NA,11.2,1,6.8,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.26,1,0.01,1,3,1,4.4,1,11.2,1,NA,NA
"13:00:00 05/04/2011",NA,NA,NA,NA,NA,NA,NA,NA,40,1,54,1,NA,NA,11.1,1,7.3,1,0.003,1,0.26,1,NA,NA,NA,NA,NA,NA,0.17,1,0.005,1,4,1,5.4,1,12.7,1,NA,NA
"13:00:00 06/05/2014",NA,NA,NA,NA,NA,NA,NA,NA,60,1,49,1,NA,NA,11.6,1,7.4,1,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.11,1,0.016,1,8,1,7.2,1,9.5,1,NA,NA
"13:00:00 06/07/2011",NA,NA,NA,NA,NA,NA,NA,NA,50,1,59,1,NA,NA,12.5,1,7.1,1,0.003,1,0.17,1,NA,NA,NA,NA,NA,NA,0.26,1,0.01,1,9,1,8.7,1,6.8,1,NA,NA
"13:00:00 07/05/2019",NA,NA,NA,NA,NA,NA,NA,NA,50,1,7.1,1,NA,NA,11.32,1,7.08,1,0.003,1,0.27,1,NA,NA,NA,NA,NA,NA,0.1,1,0.012,1,5,1,4.3,1,9.6,1,NA,NA
"13:00:00 07/08/2012",NA,NA,NA,NA,NA,NA,NA,NA,30,1,51,1,NA,NA,10.9,1,7.4,1,0.003,1,0.18,1,NA,NA,NA,NA,NA,NA,0.3,1,0.009,1,6,1,5.7,1,6.9,1,NA,NA
"13:00:00 07/08/2013",NA,NA,NA,NA,NA,NA,NA,NA,55,1,50,1,NA,NA,11.9,1,7.3,1,0.003,1,0.21,1,NA,NA,NA,NA,NA,NA,0.24,1,0.019,1,6,1,6.5,1,7.8,1,NA,NA
"13:00:00 07/11/2011",NA,NA,NA,NA,NA,NA,NA,NA,30,1,61,1,NA,NA,10.5,1,7.1,1,0.013,1,0.16,1,NA,NA,NA,NA,NA,NA,0.24,1,0.017,1,7,1,6.5,1,16.1,1,NA,NA
"13:00:00 09/01/2017",NA,NA,NA,NA,NA,NA,NA,NA,48,1,48,1,NA,NA,9.1,1,7.4,1,0.006,1,0.15,1,NA,NA,NA,NA,NA,NA,0.14,1,0.008,1,2,1,3,1,19.7,1,NA,NA
"13:00:00 10/07/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,65,NA,NA,11.8,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,7,65,NA,NA
"13:00:00 11/03/2014",NA,NA,NA,NA,NA,NA,NA,NA,40,1,52,1,NA,NA,8.4,1,6.8,1,0.003,1,0.12,1,NA,NA,NA,NA,NA,NA,0.12,1,0.025,1,2,1,2.3,1,18,1,NA,NA
"13:00:00 13/10/2004",NA,NA,NA,NA,NA,NA,NA,NA,30,65,46,65,NA,NA,10.3,65,7.2,65,0.003,65,0.19,65,NA,NA,NA,NA,NA,NA,0.19,65,0.01,65,6,65,5,65,13.1,65,NA,NA
"13:00:00 19/10/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,10.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65,11,65,NA,NA
"13:02:00 22/04/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,65,NA,NA
"13:10:00 06/07/2009",NA,NA,NA,NA,NA,NA,NA,NA,50,1,39.4,1,NA,NA,11.3,1,7.1,1,0.001,1,0.44,1,NA,NA,NA,NA,NA,NA,0.085,1,0.015,1,7,1,7.6,1,7.2,1,NA,NA
"13:15:00 04/06/2019",NA,NA,NA,NA,NA,NA,NA,NA,60,1,49.1,1,NA,NA,11.9,1,6.85,1,0.003,1,0.51,1,NA,NA,NA,NA,NA,NA,0.24,1,0.041,1,24,1,19.1,1,7.2,1,NA,NA
