"Date","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"11:05:00 06/11/1980",NA,NA,NA,NA,NA,NA,55,65,NA,NA,10.6,65,5.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,65,9.4,65,NA,NA
"11:05:00 22/07/1983",NA,NA,NA,NA,NA,NA,92,65,NA,NA,11.1,65,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,65,7,65,NA,NA
"11:05:00 26/09/1979",NA,NA,NA,NA,NA,NA,69,65,NA,NA,8.1,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,10,65,NA,NA
"11:05:00 31/05/1979",NA,NA,NA,NA,NA,NA,74,65,NA,NA,10.9,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,65,9,65,NA,NA
"11:10:00 18/07/1978",NA,NA,NA,NA,NA,NA,72,65,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,7.5,65,NA,NA
"11:10:00 18/07/1985",NA,NA,NA,NA,NA,NA,87,65,NA,NA,12.1,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,5,65,NA,NA
"11:10:00 21/03/1977",NA,NA,NA,NA,NA,NA,82,65,NA,NA,8.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65,11.5,65,NA,NA
"11:15:00 09/12/1983",NA,NA,NA,NA,NA,NA,73,65,NA,NA,11.1,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,9.8,65,NA,NA
"11:15:00 15/11/1979",NA,NA,NA,NA,NA,NA,69,65,NA,NA,8.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,13.2,65,NA,NA
"11:15:00 20/02/1979",NA,NA,NA,NA,NA,NA,74,65,NA,NA,9.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,14.2,65,NA,NA
"11:15:00 24/06/1983",NA,NA,NA,NA,NA,NA,77,65,NA,NA,12.6,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,6.2,65,NA,NA
"11:20:00 05/08/1983",NA,NA,NA,NA,NA,NA,72,65,NA,NA,11.3,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,3.5,65,NA,NA
"11:20:00 13/11/1978",NA,NA,NA,NA,NA,NA,51,65,NA,NA,7.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,65,9.9,65,NA,NA
"11:25:00 16/06/1978",NA,NA,NA,NA,NA,NA,68,65,NA,NA,11.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,8.5,65,NA,NA
"11:30:00 15/08/1978",NA,NA,NA,NA,NA,NA,64,65,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,8,65,NA,NA
"11:30:00 17/05/1978",NA,NA,NA,NA,NA,NA,84,65,NA,NA,10.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65,8,65,NA,NA
"11:30:00 22/06/1977",NA,NA,NA,NA,NA,NA,63,65,NA,NA,9.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,65,7.5,65,NA,NA
"11:35:00 12/12/1977",NA,NA,NA,NA,NA,NA,72,65,NA,NA,9.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,15.5,65,NA,NA
"11:35:00 20/04/1977",NA,NA,NA,NA,NA,NA,84,65,NA,NA,8.9,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,11.5,65,NA,NA
"11:40:00 21/02/1978",NA,NA,NA,NA,NA,NA,77,65,NA,NA,7,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,15.5,65,NA,NA
"11:44:00 19/12/1979",NA,NA,NA,NA,NA,NA,69,65,NA,NA,7,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,11.8,65,NA,NA
"11:45:00 04/04/1985",NA,NA,NA,NA,NA,NA,88,65,NA,NA,9.2,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,12.5,65,NA,NA
"11:45:00 06/04/1987",NA,NA,NA,NA,NA,NA,71,65,NA,NA,9.2,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,13,65,NA,NA
"11:45:00 10/08/1987",NA,NA,NA,NA,NA,NA,61,65,NA,NA,10.8,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,65,7.5,65,NA,NA
"11:45:00 18/01/1983",NA,NA,NA,NA,NA,NA,77,65,NA,NA,8.9,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,13.3,65,NA,NA
"11:45:00 18/06/1985",NA,NA,NA,NA,NA,NA,96,65,NA,NA,12.5,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,7,65,NA,NA
"11:50:00 04/06/1986",NA,NA,NA,NA,NA,NA,73,65,NA,NA,9.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,6.5,65,NA,NA
"11:50:00 10/09/1985",NA,NA,NA,NA,NA,NA,75,65,NA,NA,8.9,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,65,9,65,NA,NA
"12:00:00 20/07/1977",NA,NA,NA,NA,NA,NA,53,65,NA,NA,9.7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,5.5,65,NA,NA
"12:20:00 05/11/1986",NA,NA,NA,NA,NA,NA,59,65,NA,NA,8.7,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,14,65,NA,NA
"12:30:00 06/01/1987",NA,NA,NA,NA,NA,NA,60,65,NA,NA,9.6,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,14.5,65,NA,NA
"12:30:00 12/01/1988",NA,NA,NA,NA,NA,NA,56,65,NA,NA,8.7,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,19,65,NA,NA
"12:40:00 08/12/1987",NA,NA,NA,NA,NA,NA,59,65,NA,NA,9.5,65,5.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,65,12.5,65,NA,NA
"12:40:00 09/12/1986",NA,NA,NA,NA,NA,NA,66,65,NA,NA,8.9,65,5.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,65,12.5,65,NA,NA
"12:55:00 03/10/1985",NA,NA,NA,NA,NA,NA,66,65,NA,NA,10.5,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,65,10.5,65,NA,NA
"13:00:00 10/01/1989",NA,NA,NA,NA,NA,NA,62,65,NA,NA,8.6,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,15,65,NA,NA
"13:00:00 15/07/1986",NA,NA,NA,NA,NA,NA,55,65,NA,NA,10.2,65,5.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,65,7.5,65,NA,NA
"13:15:00 04/12/1985",NA,NA,NA,NA,NA,NA,79,65,NA,NA,8.9,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,15,65,NA,NA
"13:15:00 09/06/1982",NA,NA,NA,NA,NA,NA,70,65,NA,NA,12.2,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,6,65,NA,NA
"13:15:00 18/02/1986",NA,NA,NA,NA,NA,NA,67,65,NA,NA,10.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,65,12,65,NA,NA
"13:23:00 11/07/1989",NA,NA,NA,NA,NA,NA,72,65,NA,NA,NA,180,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,8.5,65,NA,NA
"13:24:00 06/04/1988",NA,NA,NA,NA,NA,NA,94,65,NA,NA,9.4,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,13.5,65,NA,NA
"13:30:00 08/09/1986",NA,NA,NA,NA,NA,NA,56,65,NA,NA,10.4,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,65,8.5,65,NA,NA
"13:30:00 16/02/1988",NA,NA,NA,NA,NA,NA,68,65,NA,NA,11,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,12.5,65,NA,NA
"13:30:00 18/09/1978",NA,NA,NA,NA,NA,NA,73,65,NA,NA,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,8,65,NA,NA
"13:35:00 08/05/1986",NA,NA,NA,NA,NA,NA,74,65,NA,NA,11,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,8.5,65,NA,NA
"13:40:00 29/08/1979",NA,NA,NA,NA,NA,NA,77,65,NA,NA,10.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,65,8.2,65,NA,NA
"13:45:00 06/05/1987",NA,NA,NA,NA,NA,NA,110,65,NA,NA,9.8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,65,10.5,65,NA,NA
"13:50:00 06/03/1986",NA,NA,NA,NA,NA,NA,65,65,NA,NA,9.1,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,16.5,65,NA,NA
"13:50:00 12/04/1989",NA,NA,NA,NA,NA,NA,71,65,NA,NA,8.5,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,65,13,65,NA,NA
"13:58:00 09/01/1990",NA,NA,NA,NA,NA,NA,62,65,NA,NA,9.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,16.5,65,NA,NA
"14:00:00 06/08/1986",NA,NA,NA,NA,NA,NA,59,65,NA,NA,11,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,65,8,65,NA,NA
"14:00:00 23/04/1979",NA,NA,NA,NA,NA,NA,72,65,NA,NA,10.9,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,11,65,NA,NA
"14:05:00 07/07/1987",NA,NA,NA,NA,NA,NA,66,65,NA,NA,11.2,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,7,65,NA,NA
"14:05:00 15/11/1977",NA,NA,NA,NA,NA,NA,84,65,NA,NA,11,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,65,10.5,65,NA,NA
"14:05:00 21/04/1980",NA,NA,NA,NA,NA,NA,81,65,NA,NA,13.1,65,8.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,13.8,65,NA,NA
"14:10:00 15/11/1988",NA,NA,NA,NA,NA,NA,61,65,NA,NA,10.8,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,11,65,NA,NA
"14:10:00 18/10/1979",NA,NA,NA,NA,NA,NA,60,65,NA,NA,9.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,65,10.5,65,NA,NA
"14:15:00 29/05/1985",NA,NA,NA,NA,NA,NA,100,65,NA,NA,8.7,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,11.8,65,NA,NA
"14:18:00 14/02/1989",NA,NA,NA,NA,NA,NA,62,65,NA,NA,9,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,16.5,65,NA,NA
"14:25:00 13/12/1988",NA,NA,NA,NA,NA,NA,59,65,NA,NA,8.3,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,15.5,65,NA,NA
"14:30:00 05/12/1989",NA,NA,NA,NA,NA,NA,58,65,NA,NA,11.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,14.5,65,NA,NA
"14:30:00 22/12/1982",NA,NA,NA,NA,NA,NA,70,65,NA,NA,8.9,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,13.6,65,NA,NA
"14:35:00 10/04/1986",NA,NA,NA,NA,NA,NA,99,65,NA,NA,10.3,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,13,65,NA,NA
"14:38:00 15/03/1989",NA,NA,NA,NA,NA,NA,72,65,NA,NA,9.2,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,14,65,NA,NA
"14:40:00 06/10/1986",NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,180,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,65,10,65,NA,NA
"14:40:00 28/02/1983",NA,NA,NA,NA,NA,NA,50,65,NA,NA,9.4,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,15,65,NA,NA
"15:00:00 13/09/1988",NA,NA,NA,NA,NA,NA,63,65,NA,NA,10.4,65,5.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,65,9,65,NA,NA
"15:07:00 09/05/1989",NA,NA,NA,NA,NA,NA,76,65,NA,NA,8.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,11,65,NA,NA
"15:30:00 01/06/1987",NA,NA,NA,NA,NA,NA,66,65,NA,NA,10.9,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,65,8.5,65,NA,NA
"15:45:00 25/05/1988",NA,NA,NA,NA,NA,NA,68,65,NA,NA,9.6,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,11,65,NA,NA
"15:50:00 11/10/1988",NA,NA,NA,NA,NA,NA,60,65,NA,NA,9.6,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,11.5,65,NA,NA
