"Date","Conductivity","Conductivity_Qual","WaterTemperature","WaterTemperature_Qual"
"00:00:00 09/05/2015",309,2,13.1,2
"00:00:00 09/05/2016",445.7,2,14,2
"00:00:00 09/06/2015",328.2,2,9.6,2
"00:00:00 09/06/2016",509.9,2,11.6,2
"00:00:00 09/07/2015",314.3,2,9.3,2
"00:00:00 09/07/2016",208.7,2,10.6,2
"00:00:00 09/08/2015",221.4,2,9.5,2
"00:00:00 09/09/2015",245.1,2,11.3,2
"00:00:00 09/10/2015",252.5,2,18,2
"00:00:00 09/11/2015",253,2,18.2,2
"00:00:00 09/12/2014",199.9,2,17.8,2
"00:00:00 09/12/2015",257.4,2,21.3,2
"00:00:00 10/01/2015",259,2,25.3,2
"00:00:00 10/01/2016",256.2,2,22.1,2
"00:00:00 10/02/2015",266,2,23,2
"00:00:00 10/02/2016",279.7,2,24.9,15
"00:00:00 10/03/2015",403,2,20.4,2
"00:00:00 10/03/2016",395.2,2,24.8,2
"00:00:00 10/04/2015",293,2,16.2,2
"00:00:00 10/04/2016",462.1,2,16.2,2
"00:00:00 10/05/2015",331,2,13.1,2
"00:00:00 10/05/2016",739.2,2,14.1,2
"00:00:00 10/06/2015",337.3,2,9.9,2
"00:00:00 10/06/2016",628.4,2,11.6,2
"00:00:00 10/07/2015",306.6,2,9.2,2
"00:00:00 10/07/2016",187.2,2,11,2
"00:00:00 10/08/2015",224.4,2,9.7,2
"00:00:00 10/09/2015",242.5,2,11.5,2
"00:00:00 10/10/2015",254.8,2,17.9,2
"00:00:00 10/11/2015",244.2,2,19.2,2
"00:00:00 10/12/2014",146.4,2,17.4,2
"00:00:00 10/12/2015",270.2,2,22.1,2
"00:00:00 11/01/2015",262,2,24.3,2
"00:00:00 11/01/2016",280,2,22.8,2
"00:00:00 11/02/2015",263,2,23.7,2
"00:00:00 11/02/2016",279.2,2,24.6,15
"00:00:00 11/03/2015",389,2,20.7,2
"00:00:00 11/03/2016",474.9,2,24.5,2
"00:00:00 11/04/2015",305,2,16.4,2
"00:00:00 11/04/2016",613.1,2,16.4,2
"00:00:00 11/05/2015",452,2,12.9,2
"00:00:00 11/05/2016",345.7,2,14,2
"00:00:00 11/06/2015",331.4,2,9.9,2
"00:00:00 11/06/2016",558.9,2,11.7,2
"00:00:00 11/07/2015",296.9,2,9.1,2
"00:00:00 11/07/2016",211.8,2,10.8,2
"00:00:00 11/08/2015",221.3,2,9.9,2
"00:00:00 11/09/2015",235,2,12,2
"00:00:00 11/10/2015",249.1,2,18.1,2
"00:00:00 11/11/2015",248.5,2,18.9,2
"00:00:00 11/12/2014",150,2,18.2,2
"00:00:00 11/12/2015",265,2,22.4,2
"00:00:00 12/01/2015",259,2,23.1,2
"00:00:00 12/01/2016",324.9,2,23.3,2
"00:00:00 12/02/2015",258,2,23.6,2
"00:00:00 12/02/2016",272.6,2,24.9,15
"00:00:00 12/03/2015",471,2,20.9,2
"00:00:00 12/03/2016",523.5,2,24.8,2
"00:00:00 12/04/2015",335,2,16.5,2
"00:00:00 12/04/2016",521.2,2,16.6,2
"00:00:00 12/05/2015",387,2,12.9,2
"00:00:00 12/05/2016",254.2,2,13.8,2
"00:00:00 12/06/2015",336.5,2,9.6,2
"00:00:00 12/06/2016",617.4,2,11.3,2
"00:00:00 12/07/2015",308.2,2,9.3,2
"00:00:00 12/07/2016",237.3,2,10.8,2
"00:00:00 12/08/2015",228.3,2,9.9,2
"00:00:00 12/09/2015",241.4,2,12.4,2
"00:00:00 12/10/2015",238.5,2,18.2,2
"00:00:00 12/11/2015",238.7,2,18,2
"00:00:00 12/12/2014",174,2,19.1,2
"00:00:00 12/12/2015",287.8,2,21.6,2
"00:00:00 13/01/2015",260,2,23,2
"00:00:00 13/01/2016",286.7,2,25,2
"00:00:00 13/02/2015",329,2,23.8,2
"00:00:00 13/02/2016",261.1,2,25.2,15
"00:00:00 13/03/2015",419,2,20.5,2
"00:00:00 13/03/2016",381.1,2,24.3,2
"00:00:00 13/04/2015",331,2,16.7,2
"00:00:00 13/04/2016",511.3,2,16.7,2
"00:00:00 13/05/2015",349,2,12.5,2
"00:00:00 13/05/2016",319.6,2,14,2
"00:00:00 13/06/2015",338.6,2,9.5,2
"00:00:00 13/06/2016",558.9,2,10.8,2
"00:00:00 13/07/2015",310.5,2,9.3,2
"00:00:00 13/07/2016",250.8,2,10.4,2
"00:00:00 13/08/2015",244.3,2,9.9,2
"00:00:00 13/09/2015",239.8,2,12.6,2
"00:00:00 13/10/2015",267.8,2,17.9,2
"00:00:00 13/11/2015",251.9,2,18.1,2
"00:00:00 13/12/2014",198,2,20.2,2
"00:00:00 13/12/2015",276.6,2,20.7,2
"00:00:00 14/01/2015",256,2,23,2
"00:00:00 14/01/2016",270.5,2,25.5,2
"00:00:00 14/02/2015",258,2,24.1,2
"00:00:00 14/02/2016",293.6,2,25,15
"00:00:00 14/03/2015",392,2,20.1,2
"00:00:00 14/03/2016",376.7,2,24.1,2
"00:00:00 14/04/2015",355,2,16.7,2
"00:00:00 14/04/2016",505.4,2,16.5,2
"00:00:00 14/05/2015",323,2,12.1,2
"00:00:00 14/05/2016",329.1,2,14.2,2
"00:00:00 14/06/2015",321.7,2,9.3,2
"00:00:00 14/06/2016",537.4,2,10.2,2
"00:00:00 14/07/2015",321.8,2,9.5,2
"00:00:00 14/07/2016",267.3,2,9.4,2
"00:00:00 14/08/2015",255.2,2,10,2
"00:00:00 14/09/2015",246.3,2,13.3,2
"00:00:00 14/10/2015",255.1,2,17.6,2
"00:00:00 14/11/2015",269.2,2,18.5,2
"00:00:00 14/12/2014",209,2,21.3,2
"00:00:00 14/12/2015",272.5,2,20.3,2
"00:00:00 15/01/2015",244,2,22.5,2
"00:00:00 15/01/2016",264.3,2,23.6,2
"00:00:00 15/02/2015",226,2,23.2,2
"00:00:00 15/02/2016",303.1,2,24.9,15
"00:00:00 15/03/2015",413,2,19.8,2
"00:00:00 15/03/2016",394.3,2,23.5,2
"00:00:00 15/04/2015",365,2,16.4,2
"00:00:00 15/04/2016",422.5,2,16.9,2
"00:00:00 15/05/2015",289,2,11.9,2
"00:00:00 15/05/2016",356.6,2,14.2,2
"00:00:00 15/06/2015",314.8,2,9.1,2
"00:00:00 15/06/2016",470.9,2,9.5,2
"00:00:00 15/07/2015",329.1,2,9.6,2
"00:00:00 15/07/2016",284.8,2,9.1,2
"00:00:00 15/08/2015",260.2,2,10.4,2
"00:00:00 15/09/2015",250.7,2,14.2,2
"00:00:00 15/10/2015",267.4,2,18.5,2
"00:00:00 15/11/2015",258.4,2,18,2
"00:00:00 15/12/2014",220,2,22.1,2
"00:00:00 15/12/2015",297.3,2,20.4,2
"00:00:00 16/01/2015",267,2,22.4,2
"00:00:00 16/01/2016",294.1,2,22.5,2
"00:00:00 16/02/2015",228,2,23.2,2
"00:00:00 16/02/2016",314.5,2,24.9,15
"00:00:00 16/03/2015",408,2,19.4,2
"00:00:00 16/03/2016",484.9,2,22.4,2
"00:00:00 16/04/2015",350,2,16.4,2
"00:00:00 16/04/2016",414.6,2,17.2,2
"00:00:00 16/05/2015",272.1,2,11.8,2
"00:00:00 16/05/2016",291.1,2,14,2
"00:00:00 16/06/2015",303.8,2,9,2
"00:00:00 16/06/2016",436.4,2,8.8,2
"00:00:00 16/07/2015",346.3,2,9.7,2
"00:00:00 16/07/2016",291.3,2,9.2,2
"00:00:00 16/08/2015",259.2,2,10.9,2
"00:00:00 16/09/2015",252.1,2,14.4,2
"00:00:00 16/10/2015",266.7,2,19.5,2
"00:00:00 16/11/2015",264.7,2,18.3,2
"00:00:00 16/12/2014",226,2,22.3,2
"00:00:00 16/12/2015",294.1,2,21.3,2
"00:00:00 17/01/2015",291,2,22.8,2
"00:00:00 17/01/2016",262.9,2,21.9,2
"00:00:00 17/02/2015",257,2,23.7,2
"00:00:00 17/02/2016",476,2,23.4,15
"00:00:00 17/03/2015",400,2,19.1,2
"00:00:00 17/03/2016",416.5,2,22.2,2
"00:00:00 17/04/2015",345,2,16.8,2
"00:00:00 17/04/2016",414.7,2,17.3,2
"00:00:00 17/05/2015",292.2,2,11.8,2
"00:00:00 17/05/2016",340.6,2,13.8,2
"00:00:00 17/06/2015",301.9,2,9.3,2
"00:00:00 17/06/2016",426.9,2,8.6,2
"00:00:00 17/07/2015",268.6,2,9.4,2
"00:00:00 17/07/2016",217.9,2,9.1,2
"00:00:00 17/08/2015",271.1,2,11.1,2
"00:00:00 17/09/2015",257.6,2,14.5,2
"00:00:00 17/10/2015",255,2,19.7,2
"00:00:00 17/11/2015",266.9,2,19,2
"00:00:00 17/12/2014",235,2,23,2
"00:00:00 17/12/2015",303.9,2,22.2,2
"00:00:00 18/01/2015",286,2,22.5,2
"00:00:00 18/01/2016",261.7,2,22.1,2
"00:00:00 18/02/2015",274,2,23.2,2
"00:00:00 18/02/2016",482.5,2,22.5,15
"00:00:00 18/03/2015",351,2,19,2
"00:00:00 18/03/2016",314.1,2,22.3,2
"00:00:00 18/04/2015",383,2,17,2
"00:00:00 18/04/2016",442.7,2,17.3,2
"00:00:00 18/05/2015",298.3,2,11.9,2
"00:00:00 18/05/2016",339,2,13.5,2
"00:00:00 18/06/2015",314,2,9.6,2
"00:00:00 18/06/2016",425.4,2,8.8,2
"00:00:00 18/07/2015",248.9,2,9.4,2
"00:00:00 18/07/2016",190.4,2,9,2
"00:00:00 18/08/2015",263.1,2,10.8,2
"00:00:00 18/09/2015",264,2,13.9,2
"00:00:00 18/10/2015",240.4,2,19.7,2
"00:00:00 18/11/2015",290.2,2,19.9,2
"00:00:00 18/12/2014",239,2,22.1,2
"00:00:00 18/12/2015",271.7,2,23.3,2
"00:00:00 19/01/2015",267,2,22.2,2
"00:00:00 19/01/2016",250.5,2,23.4,2
"00:00:00 19/02/2015",264,2,22.7,2
"00:00:00 19/02/2016",370.9,2,22,15
"00:00:00 19/03/2015",403,2,19.6,2
"00:00:00 19/03/2016",709.7,2,21.2,2
"00:00:00 19/04/2015",450,2,16.8,2
"00:00:00 19/04/2016",406.8,2,17.2,2
"00:00:00 19/05/2015",292.4,2,11.6,2
"00:00:00 19/05/2016",375.5,2,13.5,2
"00:00:00 19/06/2015",318,2,9.9,2
"00:00:00 19/06/2016",445.9,2,9.1,2
"00:00:00 19/07/2015",258.2,2,9.1,2
"00:00:00 19/07/2016",188.9,2,9.5,2
"00:00:00 19/08/2015",257.1,2,10.5,2
"00:00:00 19/09/2015",226.4,2,13.5,2
"00:00:00 19/10/2015",231.7,2,19.4,2
"00:00:00 19/11/2015",303.4,2,20.6,2
"00:00:00 19/12/2014",234,2,21.9,2
"00:00:00 19/12/2015",253.5,2,24.9,2
"00:00:00 20/01/2015",269,2,22.5,2
"00:00:00 20/01/2016",263.3,2,23.3,2
"00:00:00 20/02/2015",305,2,22.8,2
"00:00:00 20/02/2016",500.4,2,21.9,15
"00:00:00 20/03/2015",612,2,20.3,2
"00:00:00 20/03/2016",280.3,2,20.3,2
"00:00:00 20/04/2015",431,2,16.3,2
"00:00:00 20/04/2016",422.9,2,17.1,2
"00:00:00 20/05/2015",293.5,2,11.4,2
"00:00:00 20/05/2016",686,2,13.5,2
"00:00:00 20/06/2015",324.1,2,9.9,2
"00:00:00 20/06/2016",429.4,2,9.6,2
"00:00:00 20/07/2015",271.5,2,8.8,2
"00:00:00 20/07/2016",184.4,2,10.1,2
"00:00:00 20/08/2015",257,2,10.3,2
"00:00:00 20/09/2015",225.9,2,14,2
"00:00:00 20/10/2015",235,2,19.3,2
"00:00:00 20/11/2015",283.9,2,21.4,2
"00:00:00 20/12/2014",249,2,21,2
"00:00:00 20/12/2015",605.3,2,25.5,2
"00:00:00 21/01/2015",287,2,22.2,2
"00:00:00 21/01/2016",284.1,2,23.8,2
"00:00:00 21/02/2015",298,2,23.3,2
"00:00:00 21/02/2016",400.9,2,22.3,15
"00:00:00 21/03/2015",382,2,20.2,2
"00:00:00 21/03/2016",310,2,19,2
"00:00:00 21/04/2015",408,2,15.5,2
"00:00:00 21/04/2016",475,2,17.1,2
"00:00:00 21/05/2015",308.6,2,11.5,2
"00:00:00 21/05/2016",359.5,2,13.3,2
"00:00:00 21/06/2015",284.2,2,9.4,2
"00:00:00 21/06/2016",488.9,2,10.1,2
"00:00:00 21/07/2015",264.8,2,8.3,2
"00:00:00 21/08/2015",248.8,2,10.2,2
"00:00:00 21/09/2015",229.3,2,14.2,2
"00:00:00 21/10/2015",242.3,2,19.8,2
"00:00:00 21/11/2015",281.7,2,21.1,2
"00:00:00 21/12/2014",246,2,21.2,2
"00:00:00 21/12/2015",294.1,2,25.9,2
"00:00:00 22/01/2015",266,2,22.9,2
"00:00:00 22/01/2016",263.8,2,23.9,15
"00:00:00 22/02/2015",284,2,24,2
"00:00:00 22/02/2016",320.4,2,22.5,15
"00:00:00 22/03/2015",364,2,19.7,2
"00:00:00 22/03/2016",318.6,2,18.1,2
"00:00:00 22/04/2015",379,2,15,2
"00:00:00 22/04/2016",506.1,2,17,2
"00:00:00 22/05/2015",301.7,2,11.6,2
"00:00:00 22/05/2016",458.9,2,13.1,2
"00:00:00 22/06/2015",268.3,2,9.4,2
"00:00:00 22/06/2016",376.4,2,10.3,2
"00:00:00 22/07/2015",252.1,2,8.2,2
"00:00:00 22/08/2015",247.2,2,10.2,2
"00:00:00 22/09/2015",240.1,2,14.2,2
"00:00:00 22/10/2015",236.6,2,19.5,2
"00:00:00 22/11/2015",286.5,2,20.5,2
"00:00:00 22/12/2014",250,2,22,2
"00:00:00 22/12/2015",280.9,2,25.1,2
"00:00:00 23/01/2015",281,2,24.5,2
"00:00:00 23/01/2016",302.2,2,23.4,15
"00:00:00 23/02/2015",300,2,24.9,2
"00:00:00 23/02/2016",330.8,2,22.5,15
"00:00:00 23/03/2015",339,2,19.4,2
"00:00:00 23/03/2016",307.2,2,17.9,2
"00:00:00 23/04/2015",386,2,15.2,2
"00:00:00 23/04/2016",534.2,2,16.8,2
"00:00:00 23/05/2015",287.8,2,11.7,2
"00:00:00 23/05/2016",498.4,2,13,2
"00:00:00 23/06/2015",284.4,2,8.5,2
"00:00:00 23/06/2016",417.9,2,10.7,2
"00:00:00 23/07/2015",254.4,2,8.5,2
"00:00:00 23/08/2015",239.6,2,10.6,2
"00:00:00 23/09/2015",248.5,2,13.7,2
"00:00:00 23/10/2015",239.9,2,18.9,2
"00:00:00 23/11/2015",280.4,2,20.6,2
"00:00:00 23/12/2014",274,2,23.7,2
"00:00:00 23/12/2015",312.7,2,24.1,2
"00:00:00 24/01/2015",285,2,24.9,2
"00:00:00 24/01/2016",315.7,2,22.9,15
"00:00:00 24/02/2015",283,2,24.8,2
"00:00:00 24/02/2016",498.3,2,23.9,15
"00:00:00 24/03/2015",397,2,19,2
"00:00:00 24/03/2016",290.6,2,18.1,2
"00:00:00 24/04/2015",390,2,15.5,2
"00:00:00 24/04/2016",562.3,2,16.2,2
"00:00:00 24/05/2015",316.9,2,11.7,2
"00:00:00 24/05/2016",730.9,2,12.7,2
"00:00:00 24/06/2015",262.5,2,8.1,2
"00:00:00 24/06/2016",432.4,2,10.6,2
"00:00:00 24/07/2015",253,2,9,2
"00:00:00 24/08/2015",240.1,2,11,2
"00:00:00 24/09/2015",243.8,2,13.2,2
"00:00:00 24/10/2015",246.3,2,18.3,2
"00:00:00 24/11/2015",271.2,2,20.4,2
"00:00:00 24/12/2014",270,2,23.6,2
"00:00:00 24/12/2015",253.5,2,24.1,2
"00:00:00 25/01/2015",282,2,25.3,2
"00:00:00 25/01/2016",271.2,2,22.7,15
"00:00:00 25/02/2015",304,2,24.5,2
"00:00:00 25/02/2016",453.7,2,24.4,2
"00:00:00 25/03/2015",379,2,18.7,2
"00:00:00 25/03/2016",279.7,2,18.2,2
"00:00:00 25/04/2015",385,2,15.6,2
"00:00:00 25/04/2016",587.4,2,15.9,2
"00:00:00 25/05/2015",328.9,2,11.1,2
"00:00:00 25/05/2016",500.4,2,12.3,2
"00:00:00 25/06/2015",281.6,2,8,2
"00:00:00 25/06/2016",361.9,2,10.1,2
"00:00:00 25/07/2015",264.9,2,9.1,2
"00:00:00 25/08/2015",235.5,2,11.1,2
"00:00:00 25/09/2015",242.1,2,13,2
"00:00:00 25/10/2015",254.6,2,17.8,2
"00:00:00 25/11/2015",282,2,20.6,2
"00:00:00 25/12/2014",273,2,23.3,2
"00:00:00 25/12/2015",248.3,2,24.1,2
"00:00:00 26/01/2015",256,2,24.6,2
"00:00:00 26/01/2016",253.6,2,23.1,15
"00:00:00 26/02/2015",370,2,24,2
"00:00:00 26/02/2016",389.3,2,24.8,2
"00:00:00 26/03/2015",397,2,18.6,2
"00:00:00 26/03/2016",322.7,2,18.6,2
"00:00:00 26/04/2015",375,2,15.7,2
"00:00:00 26/04/2016",264.4,2,15.8,2
"00:00:00 26/05/2015",325,2,10.6,2
"00:00:00 26/05/2016",463.9,2,12.1,2
"00:00:00 26/06/2015",276.7,2,8.3,2
"00:00:00 26/06/2016",308.4,2,9.6,2
"00:00:00 26/07/2015",264.9,2,9.1,2
"00:00:00 26/08/2015",239.9,2,11.3,2
"00:00:00 26/09/2015",245.4,2,13,2
"00:00:00 26/10/2015",259.9,2,18.4,2
"00:00:00 26/11/2014",263.9,2,19.8,2
"00:00:00 26/11/2015",286.8,2,20.8,2
"00:00:00 26/12/2014",265,2,23.2,2
"00:00:00 26/12/2015",240.2,2,24.7,2
"00:00:00 27/01/2015",290,2,23.8,2
"00:00:00 27/01/2016",311.1,2,22.8,15
"00:00:00 27/02/2015",290,2,23.3,2
"00:00:00 27/02/2016",425.9,2,24.5,2
"00:00:00 27/03/2015",590,2,18.1,2
"00:00:00 27/03/2016",399.8,2,18.8,2
"00:00:00 27/04/2015",266,2,15.4,2
"00:00:00 27/04/2016",224.5,2,15.5,2
"00:00:00 27/05/2015",315,2,10.2,2
"00:00:00 27/05/2016",588.4,2,11.9,2
"00:00:00 27/06/2015",292.8,2,8.4,2
"00:00:00 27/06/2016",336.9,2,9.1,2
"00:00:00 27/07/2015",274.9,2,9,2
"00:00:00 27/08/2015",210.4,2,11.4,2
"00:00:00 27/09/2015",251.7,2,13.3,2
"00:00:00 27/10/2015",252.2,2,18.2,2
"00:00:00 27/11/2014",269.4,2,19.4,2
"00:00:00 27/11/2015",295.6,2,19.7,2
"00:00:00 27/12/2014",268,2,22.8,2
"00:00:00 27/12/2015",243,2,23.5,2
"00:00:00 28/01/2015",296,2,22.4,2
"00:00:00 28/01/2016",236.6,2,23.2,15
"00:00:00 28/02/2015",314,2,22.9,2
"00:00:00 28/02/2016",350.5,2,24.2,2
"00:00:00 28/03/2015",708,2,17.3,2
"00:00:00 28/03/2016",383.9,2,18.5,2
"00:00:00 28/04/2015",261,2,15,2
"00:00:00 28/04/2016",193.5,2,15.3,2
"00:00:00 28/05/2015",296.1,2,10,2
"00:00:00 28/05/2016",502.9,2,11.6,2
"00:00:00 28/06/2015",312.9,2,8.6,2
"00:00:00 28/06/2016",356.1,2,8.8,2
"00:00:00 28/07/2015",264.8,2,9,2
"00:00:00 28/08/2015",196.8,2,10.8,2
"00:00:00 28/09/2015",257,2,13.8,2
"00:00:00 28/10/2015",237.5,2,18,2
"00:00:00 28/11/2014",258.9,2,19.4,2
"00:00:00 28/11/2015",285.4,2,19,2
