"Date","AmmoniaasN","AmmoniaasN_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","FlourideasF","FlourideasF_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"14:35:00 01/11/1982",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,9.9,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,65,17.5,65,NA,NA
"14:35:00 08/06/2000",NA,NA,NA,NA,NA,NA,20,65,69,65,NA,NA,NA,NA,11,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,13,65,10.5,65,NA,NA
"14:35:00 30/04/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,1,NA,NA,NA,NA,NA,NA,7.09,1
"14:40:00 01/08/1979",NA,NA,NA,NA,NA,NA,NA,NA,71,65,NA,NA,NA,NA,10.4,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,10,65,NA,NA
"14:40:00 02/04/1980",NA,NA,NA,NA,NA,NA,NA,NA,75,65,NA,NA,NA,NA,8.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,21,65,NA,NA
"14:40:00 05/02/1986",NA,NA,2.5,65,8,65,60,65,65,65,NA,NA,NA,NA,9,65,NA,180,NA,NA,NA,NA,16,65,1.1,65,0.3,65,2,65,0.02,65,NA,NA,0.07,65,1,65,6.1,65,6.1,65,1.7,65,17,65,56,65,NA,NA,5,65,0.01,65,5,65,12,65,21,65,NA,NA
"14:40:00 05/10/2010",NA,NA,NA,NA,NA,NA,25,1,38,1,NA,NA,NA,NA,10.6,1,6.9,1,0.003,1,NA,NA,NA,NA,NA,NA,0.18,1,NA,NA,NA,NA,NA,NA,0.081,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,1,9,1,39.1,1,13.5,1,NA,NA
"14:40:00 05/12/1977",NA,NA,2.8,65,5.9,65,15,65,52,65,NA,NA,NA,NA,8.9,65,7.8,65,NA,NA,NA,NA,31,65,NA,NA,0.23,65,1.8,65,NA,NA,NA,NA,0.003,65,0.6,65,NA,NA,4,65,2,65,5.5,65,NA,NA,NA,NA,NA,NA,NA,NA,2,65,3.8,65,21,65,NA,NA
"14:40:00 07/01/1985",NA,NA,NA,NA,NA,NA,NA,NA,49,65,NA,NA,NA,NA,8.6,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,23.5,65,NA,NA
"14:40:00 09/03/1988",NA,NA,NA,NA,NA,NA,NA,NA,220,65,NA,NA,NA,NA,8.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,21.5,65,NA,NA
"14:40:00 13/01/1998",NA,NA,NA,NA,NA,NA,8,65,53,65,NA,NA,NA,NA,7.6,65,7.6,65,0.008,65,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,8,65,24,65,NA,NA
"14:41:00 14/02/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,6.53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,1,NA,NA,0.016,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:45:00 02/07/1979",NA,NA,4.2,65,8.1,65,20,65,82,65,NA,NA,NA,NA,11.5,65,7.1,65,NA,NA,0.03,65,24,65,0.36,65,0.4,65,3,65,0.02,65,2e-04,65,0.07,65,NA,NA,2.2,65,6.3,65,2,65,22,65,29,65,NA,NA,3,65,0.1,65,1,65,3.5,65,10,65,NA,NA
"14:45:00 03/05/1995",NA,NA,NA,NA,NA,NA,5,65,69,65,NA,NA,NA,NA,10.4,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,3.8,65,13,65,NA,NA
"14:45:00 04/01/1982",NA,NA,2.5,65,3.3,65,20,65,37,65,NA,NA,NA,NA,8.5,65,NA,180,NA,NA,NA,NA,14,65,0.26,65,0.25,65,1.3,65,0.01,65,NA,NA,0.01,65,0.7,65,4.5,65,3,65,2,65,13,65,30,65,NA,NA,4,65,0.02,65,4,65,3.6,65,21.5,65,NA,NA
"14:45:00 04/03/1999",NA,NA,NA,NA,NA,NA,30,65,55,65,NA,NA,NA,NA,8.6,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.28,65,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,4.4,65,22,65,NA,NA
"14:45:00 05/02/2002",NA,NA,NA,NA,NA,NA,25,65,55,65,NA,NA,NA,NA,8.2,65,6.6,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.05,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,8,65,20,65,NA,NA
"14:45:00 05/05/1986",NA,NA,3.8,65,10,65,50,65,85,65,NA,NA,NA,NA,10.4,65,7.1,65,NA,NA,NA,NA,20,65,0.96,65,0.3,65,3,65,0.03,65,NA,NA,0.02,65,1,65,0.6,65,7.6,65,2.1,65,22,65,49,65,NA,NA,6,65,0.02,65,6,65,11,65,14,65,NA,NA
"14:45:00 06/08/2002",NA,NA,NA,NA,NA,NA,18,65,78,65,NA,NA,NA,NA,10.6,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.12,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,3,65,7.6,65,11.6,65,NA,NA
"14:45:00 07/03/2002",NA,NA,NA,NA,NA,NA,16,65,52,65,NA,NA,NA,NA,9,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.22,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,6,65,5.5,65,20.2,65,NA,NA
"14:45:00 08/10/1996",NA,NA,NA,NA,NA,NA,25,65,38,65,NA,NA,NA,NA,10.2,65,6.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,8,65,7.8,65,12,65,NA,NA
"14:45:00 09/09/1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,10.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11.5,65,NA,NA
"14:49:00 07/03/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,8.53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,1,NA,NA,0.017,1,NA,NA,NA,NA,NA,NA,NA,NA
"14:50:00 03/11/1998",NA,NA,NA,NA,NA,NA,25,65,130,65,NA,NA,NA,NA,10,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.24,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,3,65,8,65,17,65,NA,NA
"14:50:00 04/02/2008",NA,NA,NA,NA,NA,NA,60,65,75,65,NA,NA,NA,NA,7.2,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,0.45,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,15,65,60.2,65,27.7,65,NA,NA
"14:50:00 05/02/2014",NA,NA,NA,NA,NA,NA,12,1,58,1,NA,NA,NA,NA,8.1,1,6.9,1,0.003,1,NA,NA,NA,NA,NA,NA,0.19,1,NA,NA,NA,NA,NA,NA,0.07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,1,6,1,7.3,1,22.8,1,NA,NA
"14:50:00 07/11/1990",NA,NA,NA,NA,NA,NA,65,65,45,65,NA,NA,NA,NA,9.4,65,6.6,65,0.004,65,NA,NA,NA,NA,NA,NA,0.1,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,22,65,16,65,NA,NA
"14:53:00 10/01/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,1,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,1,NA,NA,0.018,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:00:00 01/04/1981",NA,NA,2.8,65,4.3,65,10,65,54,65,NA,NA,NA,NA,8.8,65,7.3,65,NA,NA,NA,NA,16,65,0.44,65,0.25,65,1.8,65,0.02,65,NA,NA,0.02,65,0.6,65,0.6,65,4.7,65,2,65,17,65,29,65,NA,NA,2,65,0.02,65,4,65,2.7,65,20,65,NA,NA
"15:00:00 01/05/1985",NA,NA,NA,NA,NA,NA,NA,NA,88,65,NA,NA,NA,NA,9.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,65,18,65,NA,NA
"15:00:00 01/09/1981",NA,NA,NA,NA,NA,NA,NA,NA,40,65,NA,NA,NA,NA,10.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,10,65,NA,NA
"15:00:00 01/11/1978",NA,NA,NA,NA,NA,NA,NA,NA,58,65,NA,NA,NA,NA,10.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,16.5,65,NA,NA
"15:00:00 02/09/1999",NA,NA,NA,NA,NA,NA,14,65,50,65,NA,NA,NA,NA,10,65,7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,2,65,6,65,15,65,NA,NA
"15:00:00 03/05/1982",NA,NA,NA,NA,NA,NA,NA,NA,65,65,NA,NA,NA,NA,9.6,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,15,65,NA,NA
"15:00:00 03/05/1994",NA,NA,NA,NA,NA,NA,15,65,61,65,NA,NA,NA,NA,10,65,6.7,65,0.005,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,5,65,15.5,65,NA,NA
"15:00:00 03/06/1992",NA,NA,NA,NA,NA,NA,10,65,62,65,NA,NA,NA,NA,9.3,65,8,65,0.004,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,8,65,6.4,65,12,65,NA,NA
"15:00:00 03/10/2002",NA,NA,NA,NA,NA,NA,14,65,42,65,NA,NA,NA,NA,10.3,65,7.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.07,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,65,4,65,5.4,65,14.6,65,NA,NA
"15:00:00 04/04/2011",NA,NA,NA,NA,NA,NA,10,1,54,1,NA,NA,NA,NA,9.3,1,7.5,1,0.003,1,NA,NA,NA,NA,NA,NA,0.2,1,NA,NA,NA,NA,NA,NA,0.023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,1,2,1,7.3,1,18.1,1,NA,NA
"15:00:00 04/07/1983",NA,NA,NA,NA,NA,NA,NA,NA,73,65,NA,NA,NA,NA,8.4,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,10.5,65,NA,NA
"15:00:00 04/09/2002",NA,NA,NA,NA,NA,NA,18,65,64,65,NA,NA,NA,NA,10.1,65,6.9,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,0.04,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,4,65,6.2,65,12.2,65,NA,NA
"15:00:00 05/06/1991",NA,NA,NA,NA,NA,NA,15,65,110,65,NA,NA,NA,NA,11,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,18,65,14,65,13,65,NA,NA
"15:00:00 06/06/2001",NA,NA,NA,NA,NA,NA,45,65,210,65,NA,NA,NA,NA,10.8,65,7.7,65,0.006,65,NA,NA,NA,NA,NA,NA,0.56,65,NA,NA,NA,NA,NA,NA,0.37,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,41,65,90,65,9,65,NA,NA
"15:00:00 07/06/1995",NA,NA,NA,NA,NA,NA,16,65,430,65,NA,NA,NA,NA,10.4,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,5,65,3.3,65,12.1,65,NA,NA
"15:00:00 09/07/1987",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,11,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,7.5,65,NA,NA
"15:00:00 11/01/1983",NA,NA,NA,NA,NA,NA,NA,NA,92,65,NA,NA,NA,NA,NA,180,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,65,21,65,NA,NA
"15:00:00 12/05/1999",NA,NA,NA,NA,NA,NA,20,65,62,65,NA,NA,NA,NA,10.2,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.23,65,NA,NA,NA,NA,NA,NA,0.008,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,5.3,65,13,65,NA,NA
"15:00:00 14/05/2001",NA,NA,NA,NA,NA,NA,45,65,95,65,NA,NA,NA,NA,9.8,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.5,65,NA,NA,NA,NA,NA,NA,0.29,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,34,65,95,65,15,65,NA,NA
"15:00:00 14/08/1997",NA,NA,NA,NA,NA,NA,30,65,64,65,NA,NA,NA,NA,11.2,65,7.7,65,0.003,65,NA,NA,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,6,65,6.7,65,11,65,NA,NA
"15:00:00 16/04/1991",NA,NA,NA,NA,NA,NA,25,65,89,65,NA,NA,NA,NA,9.8,65,7.1,65,0.005,65,NA,NA,NA,NA,NA,NA,0.3,65,NA,NA,NA,NA,NA,NA,0.003,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,16,65,20,65,17,65,NA,NA
"15:00:00 21/06/1999",NA,NA,NA,NA,NA,NA,19,65,61,65,NA,NA,NA,NA,10.8,65,8.2,65,0.003,65,NA,NA,NA,NA,NA,NA,0.13,65,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,4.6,65,10,65,NA,NA
"15:00:00 30/06/1980",NA,NA,5.6,65,14,65,30,65,110,65,NA,NA,NA,NA,11.1,65,7.1,65,NA,NA,NA,NA,33,65,0.62,65,0.35,65,4.4,65,0.04,65,NA,NA,0.12,65,1,65,1.5,65,11,65,4,65,34,65,70,65,NA,NA,4,65,0.03,65,11,65,4.3,65,10.5,65,NA,NA
"15:05:00 04/01/1978",NA,NA,NA,NA,NA,NA,NA,NA,50,65,NA,NA,NA,NA,8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,65,20,65,NA,NA
"15:05:00 12/08/1985",NA,NA,3,65,7,65,70,65,73,65,NA,NA,NA,NA,11.2,65,7,65,NA,NA,NA,NA,18,65,1.2,65,0.35,65,2.3,65,0.02,65,NA,NA,0.12,65,1,65,5.7,65,6.3,65,2,65,18,65,71,65,NA,NA,4,65,0.03,65,3,65,8.4,65,9,65,NA,NA
"15:05:00 13/06/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,10.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,1,NA,NA,0.025,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:09:00 07/02/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,8.49,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,1,NA,NA,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:10:00 01/07/1981",NA,NA,3.3,65,7,65,50,65,60,65,NA,NA,NA,NA,11,65,7.7,65,NA,NA,NA,NA,18,65,0.76,65,0.3,65,2.1,65,0.03,65,NA,NA,0.11,65,0.8,65,3.9,65,5.2,65,2,65,17,65,45,65,NA,NA,4,65,0.02,65,9,65,15,65,10,65,NA,NA
"15:10:00 01/10/1979",NA,NA,2.8,65,5.2,65,30,65,50,65,NA,NA,NA,NA,11.2,65,7.3,65,NA,NA,NA,NA,16,65,0.16,65,0.35,65,1.8,65,0.02,65,NA,NA,0.03,65,0.8,65,6.5,65,3.6,65,1,65,14,65,40,65,NA,NA,6,65,0.02,65,4,65,5.2,65,13.5,65,NA,NA
"15:10:00 01/10/2008",NA,NA,NA,NA,NA,NA,18,65,65,65,NA,NA,NA,NA,9.3,65,7.1,65,0.003,65,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,7,65,9.9,65,15.3,65,NA,NA
"15:10:00 03/08/1999",NA,NA,NA,NA,NA,NA,14,65,54,65,NA,NA,NA,NA,11.4,65,7.8,65,0.003,65,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,0.03,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,3.8,65,9.5,65,NA,NA
"15:10:00 04/05/1988",NA,NA,NA,NA,NA,NA,NA,NA,99,65,NA,NA,NA,NA,8,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,65,16.5,65,NA,NA
"15:10:00 07/04/1999",NA,NA,NA,NA,NA,NA,20,65,59,65,NA,NA,NA,NA,9.4,65,7.4,65,0.003,65,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,0.02,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,65,4,65,4.8,65,19,65,NA,NA
"15:10:00 09/10/1997",NA,NA,NA,NA,NA,NA,18,65,47,65,NA,NA,NA,NA,9.6,65,7.5,65,0.003,65,NA,NA,NA,NA,NA,NA,0.14,65,NA,NA,NA,NA,NA,NA,0.06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,65,4,65,5.4,65,16.5,65,NA,NA
"15:10:00 12/05/1998",NA,NA,NA,NA,NA,NA,10,65,95,65,NA,NA,NA,NA,10.4,65,7.3,65,0.003,65,NA,NA,NA,NA,NA,NA,0.35,65,NA,NA,NA,NA,NA,NA,0.01,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,10,65,5.7,65,13,65,NA,NA
"15:10:00 16/08/1983",NA,NA,3,65,7.1,65,50,65,51,65,NA,NA,NA,NA,NA,180,7.3,65,NA,NA,NA,NA,14,65,0.88,65,0.25,65,1.8,65,0.02,65,NA,NA,0.22,65,1.1,65,5.7,65,4.9,65,3,65,14,65,54,65,NA,NA,2,65,0.03,65,8,65,15,65,10.5,65,NA,NA
"15:15:00 01/08/1988",NA,NA,9.8,65,8,65,50,65,88,65,NA,NA,NA,NA,9.6,65,9.9,65,NA,NA,NA,NA,28,65,2.1,65,0.2,65,2.4,65,0.03,65,NA,NA,0.2,65,1.3,65,6.9,65,6.1,65,2.3,65,34,65,72,65,NA,NA,5,65,0.03,65,30,65,28,65,10.5,65,NA,NA
"15:15:00 02/02/1981",NA,NA,NA,NA,NA,NA,NA,NA,48,65,NA,NA,NA,NA,7.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,25.5,65,NA,NA
"15:15:00 02/05/1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,10.13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,1,NA,NA,0.017,1,NA,NA,NA,NA,NA,NA,NA,NA
"15:15:00 05/09/1983",NA,NA,NA,NA,NA,NA,NA,NA,49,65,NA,NA,NA,NA,10.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,65,10.8,65,NA,NA
"15:15:00 09/05/2000",NA,NA,NA,NA,NA,NA,16,65,74,65,NA,NA,NA,NA,9.6,65,7.6,65,0.004,65,NA,NA,NA,NA,NA,NA,0.32,65,NA,NA,NA,NA,NA,NA,0.08,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,65,16,65,20,65,16,65,NA,NA
