"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"10:05:00 06/01/2011",22,1,64,1,6.6,1,6.8,1,0.003,1,0.2,1,0.061,1,0.024,1,13,1,10,1,21.6,1
"10:05:00 16/03/2006",35,65,97,65,7.4,65,6.5,65,0.005,65,0.11,65,0.08,65,0.005,65,8,65,11,65,19,65
"10:30:00 06/01/2009",30,65,85,65,6.9,65,6.7,65,0.003,65,0.19,65,0.02,65,0.02,65,2,65,3.5,65,22.1,65
"10:30:00 30/04/2008",18,65,72,65,10,65,6.3,65,0.003,65,0.07,65,0.07,65,0.007,65,5,65,6,65,11.2,65
"10:35:00 08/11/2006",17,65,NA,NA,9.1,65,7.1,65,0.003,65,0.1,65,0.09,65,0.01,65,6,65,6.9,65,15.9,65
"10:40:00 01/07/2009",11,1,47.3,1,10.3,1,7.4,1,0.003,1,0.16,1,0.119,1,0.005,1,2,1,6,1,10.3,1
"10:55:00 09/08/2010",27,1,84,1,11,1,7,1,0.003,1,0.15,1,0.13,1,0.006,1,4,1,6.4,1,7.9,1
"10:55:00 13/05/2008",25,65,81,65,9,65,7,65,0.003,65,0.19,65,0.09,65,0.02,65,4,65,6.5,65,14.2,65
"10:55:00 15/12/2005",30,65,76,65,8.4,65,6.5,65,0.003,65,0.1,65,0.03,65,0.03,65,6,65,6.9,65,NA,NA
"11:00:00 02/02/2010",28,1,65.8,1,6.8,1,6.9,1,0.001,1,0.12,1,0.04,1,0.017,1,3,1,4.6,1,24.4,1
"11:00:00 03/11/2005",25,65,76,65,7.5,65,6.4,65,0.003,65,0.15,65,0.08,65,0.02,65,4,65,4.4,65,NA,NA
"11:05:00 02/12/2010",140,1,105,1,8.7,1,6.6,1,0.003,1,0.55,1,0.12,1,0.049,1,21,1,31,1,18.1,1
"11:05:00 20/09/2007",18,65,105,65,10.4,65,6.5,65,0.003,65,0.17,65,0.005,65,0.01,65,6,65,8.3,65,12.2,65
"11:15:00 23/12/2008",30,65,84,65,7.5,65,6.4,65,0.003,65,0.2,65,0.11,65,0.02,65,12,65,9.6,65,20.1,65
"11:16:00 04/08/2011",18,1,85,1,10.8,1,6.8,1,0.003,1,0.15,1,0.23,1,0.013,1,9,1,9.8,1,10.4,1
"11:20:00 04/06/2008",20,65,122,65,9.4,65,6.9,65,0.003,65,0.14,65,0.12,65,0.01,65,2,65,3.2,65,12.5,65
"11:20:00 08/11/2010",25,1,80,1,8,1,7.1,1,0.011,1,0.17,1,0.055,1,0.025,1,3,1,5.6,1,18,1
"11:20:00 11/04/2011",20,1,85,1,9.2,1,7.2,1,0.003,1,0.2,1,0.074,1,0.025,1,11,1,13,1,14.6,1
"11:25:00 04/03/2010",25,1,76.7,1,7.6,1,6.7,1,0.004,1,0.08,1,0.058,1,0.005,1,9,1,6.3,1,21.1,1
"11:30:00 10/05/2006",25,65,62,65,10.8,65,6.5,65,0.003,65,0.11,65,0.05,65,0.005,65,6,65,3.2,65,11.8,65
"11:35:00 10/08/2005",35,65,65,65,10.5,65,7.3,65,0.003,65,0.15,65,0.08,65,0.01,65,4,65,4.9,65,NA,NA
"11:35:00 16/08/2006",25,65,69,65,11.4,65,6.7,65,0.003,65,0.19,65,0.09,65,0.006,65,8,65,5.5,65,9.6,65
"11:40:00 15/06/2006",19,65,75,65,11.9,65,7.3,65,0.003,65,0.11,65,0.05,65,0.007,65,2,65,1.5,65,7.6,65
"11:45:00 04/07/2007",40,65,95,65,11.1,65,6.2,65,0.004,65,0.42,65,0.53,65,0.04,65,49,65,58,65,9.5,65
"11:47:00 25/10/2006",14,65,NA,NA,10.2,65,6.3,65,0.18,65,0.19,65,0.17,65,0.02,65,8,65,6.9,65,16.9,65
"11:50:00 07/06/2011",18,1,68,1,10.1,1,6.8,1,0.003,1,0.12,1,0.11,1,0.007,1,2,1,4.3,1,9.2,1
"11:50:00 13/07/2005",45,65,87,65,10.4,65,7.2,65,0.006,65,0.34,65,0.19,65,0.02,65,8,65,18,65,NA,NA
"11:50:00 13/09/2005",25,65,65,65,10,65,7.1,65,0.003,65,0.21,65,0.09,65,0.02,65,27,65,23,65,NA,NA
"11:55:00 13/10/2005",25,65,75,65,10,65,6.7,65,0.004,65,0.12,65,0.03,65,0.008,65,2,65,2.6,65,NA,NA
"11:55:00 28/09/2006",25,65,68,65,9.9,65,7,65,0.003,65,0.13,65,0.05,65,0.008,65,18,65,3.6,65,13.5,65
"12:05:00 21/11/2007",45,65,103,65,6.5,65,6.6,65,0.01,65,0.25,65,0.34,65,0.03,65,13,65,12.9,65,21.4,65
"12:06:00 26/07/2006",25,65,76,65,11.3,65,6.8,65,0.004,65,0.16,65,0.13,65,0.007,65,4,65,4.5,65,10.4,65
"12:15:00 16/01/2008",30,65,83,65,6.6,65,7,65,0.003,65,0.17,65,0.04,65,0.02,65,18,65,11,65,22.2,65
"12:15:00 27/04/2006",18,65,66,65,9.4,65,7.7,65,0.003,65,0.14,65,0.05,65,0.01,65,3,65,3.5,65,13.7,65
"12:20:00 08/09/2009",25,1,84.1,1,10.2,1,6.5,1,0.005,1,0.06,1,0.129,1,0.011,1,1,1,3.8,1,12.5,1
"12:30:00 06/04/2009",18,65,71,65,9,65,6.9,65,0.003,65,0.18,65,0.06,65,0.01,65,8,65,7.1,65,15.4,65
"12:40:00 01/10/2008",16,65,75,65,9.3,65,7.1,65,0.003,65,0.2,65,0.05,65,0.05,65,21,65,10.9,65,14.4,65
"12:40:00 07/07/2010",16,1,76,1,11,1,7.3,1,0.003,1,0.1,1,0.12,1,0.008,1,2,1,2.5,1,8.1,1
"12:40:00 22/02/2007",60,65,105,65,6.5,65,6.8,65,0.006,65,0.34,65,0.11,65,0.03,65,20,65,NA,NA,24.4,65
"12:45:00 14/06/2012",32,1,93,1,10.8,1,7.2,1,0.003,1,0.25,1,0.25,1,0.033,1,16,1,20.4,1,8.2,1
"13:00:00 02/02/2012",30,1,67,1,7.7,1,7.3,1,0.006,1,0.21,1,0.071,1,0.028,1,14,1,9.1,1,19.9,1
"13:05:00 05/12/2007",27,65,88,65,7.5,65,7.2,65,0.003,65,0.18,65,0.06,65,0.02,65,19,65,16.6,65,20.1,65
"13:10:00 01/07/2008",15,65,NA,NA,NA,NA,NA,NA,0.003,65,0.13,65,0.15,65,0.01,65,6,65,NA,NA,NA,NA
"13:10:00 01/09/2008",25,65,104,65,14.3,65,7.1,65,0.003,65,0.24,65,0.16,65,0.02,65,3,65,4.2,65,11.8,65
"13:15:00 01/02/2011",32,1,78,1,6.4,1,6.9,1,0.003,1,0.29,1,0.053,1,0.026,1,7,1,3.7,1,24.2,1
"13:15:00 03/05/2012",18,1,58,1,9.6,1,7,1,0.003,1,0.17,1,0.095,1,0.021,1,11,1,7,1,12.8,1
"13:25:00 04/04/2012",25,1,97,1,7.6,1,5.7,1,0.005,1,0.22,1,0.028,1,0.024,1,19,1,11.6,1,20.1,1
"13:25:00 06/01/2010",28,1,69.2,1,7.2,1,7.1,1,0.004,1,0.11,1,0.039,1,0.017,1,10,1,10.7,1,22.6,1
"13:40:00 04/02/2009",26,65,68,65,6.9,65,7.3,65,0.003,65,0.23,65,0.11,65,0.02,65,7,65,6.2,65,23.7,65
"13:47:00 09/11/2009",20,1,74.6,1,7.6,1,7.1,1,0.004,1,0.13,1,0.056,1,0.025,1,8,1,6.5,1,22.5,1
"13:55:00 04/05/2009",18,65,64,65,9.3,65,6.7,65,0.003,65,0.12,65,0.07,65,0.01,65,11,65,7.3,65,11.9,65
"13:55:00 04/07/2011",18,1,76,1,12.1,1,7,1,0.003,1,0.1,1,0.15,1,0.007,1,3,1,4,1,7.9,1
"13:55:00 05/09/2012",32,1,85,1,10.4,1,7.6,1,0.003,1,0.19,1,0.12,1,0.018,1,11,1,13.7,1,11.8,1
"14:00:00 01/07/2008",NA,NA,80,65,10.1,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,65,10.1,65
"14:00:00 06/10/2010",18,1,73,1,9.6,1,6.8,1,0.003,1,0.15,1,0.056,1,0.011,1,6,1,4.7,1,16.5,1
"14:15:00 05/05/2011",20,1,63,1,8.8,1,7.1,1,0.003,1,0.18,1,0.09,1,0.022,1,12,1,10.8,1,14.2,1
"14:30:00 05/01/2012",30,1,87,1,7.4,1,7,1,0.006,1,0.23,1,0.062,1,0.026,1,8,1,7.3,1,22.9,1
"14:30:00 08/04/2010",22,1,66.2,1,7.7,1,6.9,1,0.001,1,0.09,1,0.086,1,0.005,1,10,1,8.3,1,18.5,1
"14:35:00 01/06/2009",14,65,59,65,10.3,65,6.7,65,0.003,65,0.14,65,0.09,65,0.02,65,8,65,6.9,65,11.6,65
"14:40:00 05/11/2008",28,65,NA,NA,NA,NA,NA,NA,0.003,65,0.17,65,0.07,65,0.01,65,6,65,NA,NA,NA,NA
"14:45:00 03/11/2011",25,1,101,1,8.5,1,6.8,1,0.007,1,0.18,1,0.09,1,0.02,1,13,1,12.7,1,16.3,1
"14:45:00 17/10/2007",25,65,85,65,9.6,65,6.9,65,0.003,65,0.16,65,0.07,65,0.01,65,10,65,8.3,65,14.9,65
"14:50:00 07/08/2008",19,65,86,65,11.2,65,6.8,65,0.003,65,0.18,65,0.35,65,0.01,65,7,65,9.9,65,9.3,65
"15:00:00 01/09/2010",18,1,82,1,10.2,1,7.2,1,0.003,1,0.14,1,0.11,1,0.016,1,5,1,7.5,1,10.2,1
"15:00:00 05/10/2009",20,1,74.3,1,9.5,1,6.9,1,0.013,1,0.05,1,0.275,1,0.049,1,7,1,9.4,1,13.5,1
"15:10:00 06/08/2012",20,1,90,1,10.4,1,7.4,1,0.003,1,0.1,1,0.08,1,0.012,1,7,1,6.3,1,8.7,1
"15:10:00 28/08/2007",30,65,158,65,8.8,65,7.1,65,0.003,65,0.21,65,0.09,65,0.01,65,8,65,8.5,65,14.1,65
"15:15:00 01/12/2011",50,1,100,1,9,1,6.9,1,0.004,1,0.3,1,0.15,1,0.049,1,20,1,24.4,1,17.8,1
"15:15:00 03/03/2008",35,65,110,65,7.8,65,6.5,65,0.003,65,0.15,65,0.06,65,0.01,65,4,65,5.1,65,19.5,65
"15:15:00 05/07/2012",22,1,92,1,11.7,1,7.5,1,0.003,1,0.14,1,0.15,1,0.009,1,11,1,11.2,1,7.8,1
"15:20:00 01/09/2011",20,1,94,1,9.7,1,7.3,1,0.003,1,0.13,1,0.13,1,0.021,1,4,1,6.5,1,12.2,1
"15:20:00 06/05/2010",18,1,60.7,1,10,1,7.3,1,0.002,1,0.04,1,0.048,1,0.011,1,11,1,6.5,1,13.2,1
"15:35:00 10/06/2010",20,1,78,1,11,1,7.5,1,0.003,1,0.07,1,0.234,1,0.013,1,8,1,9.7,1,9.3,1
