"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","DissolvedOxygenmgL","DissolvedOxygenmgL_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalNitrogen","TotalNitrogen_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","pHLab","pHLab_Qual"
"09:25:00 13/02/2006",25,65,400,65,NA,NA,NA,NA,10.1,65,7.2,65,0.003,65,0.42,65,0.004,65,NA,NA,NA,NA,0.04,65,13,65,NA,NA,21.4,65,NA,NA
"09:25:00 27/05/2009",25,65,328,65,NA,NA,NA,NA,8.6,65,5.8,65,0.003,65,0.59,65,0.1,65,NA,NA,NA,NA,0.06,65,24,65,32.2,65,11,65,NA,NA
"09:27:00 30/01/2006",30,65,345,65,NA,NA,NA,NA,5.5,65,6.9,65,0.003,65,0.46,65,0.008,65,NA,NA,NA,NA,0.03,65,10,65,NA,NA,25.2,65,NA,NA
"09:28:00 31/10/2005",16,65,262,65,NA,NA,NA,NA,6.6,65,6.8,65,0.006,65,0.45,65,0.07,65,NA,NA,NA,NA,0.05,65,17,65,NA,NA,NA,NA,NA,NA
"09:30:00 02/02/2021",20,1,306,1,NA,NA,NA,NA,7.8,1,7.4,1,0.003,1,0.3,1,0.004,1,NA,NA,NA,NA,0.023,1,10,1,11.4,1,20.5,1,NA,NA
"09:30:00 03/12/2014",12,1,279,1,NA,NA,NA,NA,6.6,1,7.1,1,0.003,1,0.28,1,0.004,1,NA,NA,NA,NA,0.033,1,5,1,6,1,22.5,1,NA,NA
"09:30:00 04/01/2005",35,65,200,65,NA,NA,NA,NA,7,65,7.4,65,0.003,65,0.38,65,0.03,65,NA,NA,NA,NA,0.04,65,16,65,NA,NA,20.5,65,NA,NA
"09:30:00 04/10/2004",25,65,270,65,NA,NA,NA,NA,8.7,65,7.5,65,0.003,65,0.4,65,0.03,65,NA,NA,NA,NA,0.05,65,13,65,NA,NA,16.1,65,NA,NA
"09:30:00 05/02/2007",20,65,823,65,NA,NA,NA,NA,8.8,65,8.1,65,0.003,65,0.01,65,0.007,65,NA,NA,NA,NA,0.007,65,15,65,NA,NA,25.5,65,NA,NA
"09:30:00 06/11/2014",25,1,139,1,NA,NA,NA,NA,9,1,7.4,1,0.006,1,0.23,1,0.19,1,NA,NA,NA,NA,0.019,1,6,1,11.8,1,17.7,1,NA,NA
"09:30:00 09/09/2014",25,1,184,1,NA,NA,NA,NA,9.9,1,7.1,1,0.003,1,0.19,1,0.11,1,NA,NA,NA,NA,0.018,1,9,1,11.1,1,14.5,1,NA,NA
"09:30:00 12/02/2007",25,65,887,65,NA,NA,NA,NA,8.2,65,8,65,0.003,65,0.97,65,0.01,65,NA,NA,NA,NA,0.08,65,31,65,NA,NA,21.6,65,NA,NA
"09:30:00 12/12/2005",50,65,159,65,NA,NA,NA,NA,7,65,6.6,65,0.003,65,0.33,65,0.01,65,NA,NA,NA,NA,0.03,65,9,65,NA,NA,NA,NA,NA,NA
"09:30:00 12/12/2013",35,1,129,1,NA,NA,NA,NA,9.9,1,6.9,1,0.007,1,0.24,1,0.016,1,NA,NA,NA,NA,0.027,1,10,1,12.1,1,21.1,1,NA,NA
"09:30:00 14/03/2007",19,65,588,65,NA,NA,NA,NA,6.8,65,7.2,65,0.04,65,0.42,65,0.06,65,NA,NA,NA,NA,0.05,65,23,65,33.5,65,19.6,65,NA,NA
"09:30:00 16/06/2009",12,65,487,65,NA,NA,NA,NA,9.7,65,7.2,65,0.003,65,0.38,65,0.07,65,NA,NA,NA,NA,0.03,65,17,65,25.5,65,9.5,65,NA,NA
"09:30:00 18/11/2013",35,1,123,1,NA,NA,NA,NA,8.2,1,7.1,1,0.003,1,0.2,1,0.1,1,NA,NA,NA,NA,0.011,1,6,1,11.4,1,18.9,1,NA,NA
"09:30:00 19/03/2020",35,1,200,1,NA,NA,NA,NA,6.7,1,6.9,1,0.003,1,0.42,1,0.039,1,NA,NA,NA,NA,0.042,1,17,1,18.7,1,20.8,1,NA,NA
"09:30:00 19/12/2019",10,1,450,1,NA,NA,NA,NA,7.5,1,7.5,1,0.003,1,0.39,1,0.003,1,NA,NA,NA,NA,0.034,1,12,1,9,1,24,1,NA,NA
"09:30:00 20/03/2006",25,65,425,65,NA,NA,NA,NA,7.5,65,7.3,65,0.003,65,0.47,65,0.007,65,NA,NA,NA,NA,0.04,65,25,65,NA,NA,18.7,65,NA,NA
"09:30:00 20/06/2013",88,1,114,1,NA,NA,NA,NA,7.8,1,6.6,1,0.12,1,0.72,1,0.37,1,NA,NA,NA,NA,0.14,1,23,1,65.5,1,9.8,1,NA,NA
"09:30:00 22/04/2009",25,65,492,65,NA,NA,NA,NA,7.5,65,7,65,0.003,65,0.47,65,0.02,65,NA,NA,NA,NA,0.04,65,18,65,25.3,65,14.9,65,NA,NA
"09:30:00 22/05/2014",35,1,258,1,NA,NA,NA,NA,8.8,1,7.2,1,0.006,1,0.36,1,0.1,1,NA,NA,NA,NA,0.034,1,7,1,12.8,1,14.7,1,NA,NA
"09:34:00 23/08/1999",NA,NA,NA,NA,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,1,0.015,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:35:00 02/01/2007",16,65,532,65,NA,NA,NA,NA,7.4,65,7.1,65,0.003,65,0.69,65,0.02,65,NA,NA,NA,NA,0.03,65,13,65,NA,NA,24,65,NA,NA
"09:35:00 16/01/2006",25,65,307,65,NA,NA,NA,NA,6.4,65,7,65,0.003,65,0.4,65,0.003,65,NA,NA,NA,NA,0.03,65,10,65,NA,NA,NA,NA,NA,NA
"09:35:00 19/10/1998",NA,NA,NA,NA,104,1,9.14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09:35:00 20/05/2015",35,1,205,1,NA,NA,NA,NA,8.7,1,7.3,1,0.026,1,0.35,1,0.24,1,NA,NA,NA,NA,0.059,1,12,1,17.9,1,11.9,1,NA,NA
"09:35:00 21/06/1999",NA,NA,NA,NA,106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,1,0.013,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:35:00 22/11/2004",40,65,140,65,NA,NA,NA,NA,7.3,65,7.1,65,0.003,65,0.35,65,0.004,65,NA,NA,NA,NA,0.03,65,17,65,NA,NA,19.9,65,NA,NA
"09:35:00 24/01/2005",25,65,290,65,NA,NA,NA,NA,5.9,65,7.2,65,0.003,65,0.4,65,0.01,65,NA,NA,NA,NA,0.04,65,25,65,NA,NA,21.8,65,NA,NA
"09:38:00 09/09/2015",28,1,152,1,NA,NA,NA,NA,10.2,1,7,1,0.003,1,0.29,1,0.1,1,NA,NA,NA,NA,0.03,1,9,1,14.4,1,11.5,1,NA,NA
"09:40:00 06/03/2006",25,65,425,65,NA,NA,NA,NA,6.3,65,7.1,65,0.004,65,0.54,65,0.008,65,NA,NA,NA,NA,0.03,65,11,65,NA,NA,22.9,65,NA,NA
"09:40:00 06/12/2004",25,65,220,65,NA,NA,NA,NA,8.1,65,7,65,0.004,65,0.57,65,0.02,65,NA,NA,NA,NA,0.06,65,21,65,NA,NA,22.9,65,NA,NA
"09:40:00 07/06/1999",NA,NA,NA,NA,117,1,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,1,0.014,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:40:00 08/01/2007",20,65,566,65,NA,NA,NA,NA,8,65,7.9,65,0.004,65,0.56,65,0.007,65,NA,NA,NA,NA,0.03,65,5,65,NA,NA,18.4,65,NA,NA
"09:40:00 09/01/2006",20,65,292,65,NA,NA,NA,NA,9.6,65,7,65,0.003,65,0.27,65,0.003,65,NA,NA,NA,NA,0.03,65,10,65,NA,NA,NA,NA,NA,NA
"09:40:00 13/10/2014",14,1,225,1,NA,NA,NA,NA,8.9,1,7.1,1,0.003,1,0.23,1,0.024,1,NA,NA,NA,NA,0.017,1,10,1,11.6,1,16.5,1,NA,NA
"09:40:00 16/08/1999",NA,NA,NA,NA,93,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,0.014,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:40:00 21/02/2005",50,65,300,65,NA,NA,NA,NA,6.1,65,7,65,0.009,65,0.45,65,0.13,65,NA,NA,NA,NA,0.03,65,11,65,NA,NA,21.2,65,NA,NA
"09:40:00 24/07/2006",55,65,113,65,NA,NA,NA,NA,10.5,65,7.2,65,0.003,65,0.34,65,0.08,65,NA,NA,NA,NA,0.01,65,10,65,NA,NA,10.2,65,NA,NA
"09:40:00 28/06/1999",NA,NA,NA,NA,101,1,9.24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,1,0.03,1,NA,NA,NA,NA,NA,NA,NA,NA
"09:43:00 16/12/2015",16,1,295,1,NA,NA,NA,NA,6.9,1,7.3,1,0.005,1,0.32,1,0.008,1,NA,NA,NA,NA,0.028,1,11,1,13.3,1,24.7,1,NA,NA
"09:45:00 05/12/2005",2,65,96,65,NA,NA,NA,NA,8.7,65,6.4,65,0.004,65,0.47,65,0.03,65,NA,NA,NA,NA,0.03,65,6,65,NA,NA,NA,NA,NA,NA
"09:45:00 07/05/2014",35,1,270,1,NA,NA,NA,NA,8.8,1,7.5,1,0.003,1,0.25,1,0.11,1,NA,NA,NA,NA,0.019,1,7,1,11.9,1,12.4,1,NA,NA
"09:45:00 08/11/2004",25,65,330,65,NA,NA,NA,NA,7.9,65,6.8,65,0.01,65,0.58,65,0.13,65,NA,NA,NA,NA,0.09,65,31,65,NA,NA,19,65,NA,NA
"09:45:00 10/01/2005",30,65,230,65,NA,NA,NA,NA,NA,NA,6.4,65,0.003,65,0.39,65,0.03,65,NA,NA,NA,NA,0.04,65,10,65,NA,NA,20.6,65,NA,NA
"09:45:00 17/06/2015",20,1,196,1,NA,NA,NA,NA,10.2,1,7,1,0.004,1,0.32,1,0.22,1,NA,NA,NA,NA,0.033,1,5,1,5.9,1,10.1,1,NA,NA
"09:45:00 20/02/2006",25,65,416,65,NA,NA,NA,NA,5.5,65,7.1,65,0.003,65,0.56,65,0.009,65,NA,NA,NA,NA,0.04,65,23,65,NA,NA,21.7,65,NA,NA
"09:45:00 20/11/2006",14,65,376,65,NA,NA,NA,NA,5.3,65,6.8,65,0.003,65,0.68,65,0.04,65,NA,NA,NA,NA,0.06,65,14,65,NA,NA,20.4,65,NA,NA
"09:45:00 25/07/2005",30,65,172,65,NA,NA,NA,NA,10.3,65,7.2,65,0.004,65,0.29,65,0.13,65,NA,NA,NA,NA,0.02,65,10,65,NA,NA,NA,NA,NA,NA
"09:45:00 30/06/2015",35,1,239,1,NA,NA,NA,NA,7.9,1,7.9,1,0.006,1,0.4,1,0.23,1,NA,NA,NA,NA,0.07,1,5,1,13.2,1,9.8,1,NA,NA
"09:45:00 30/10/2006",14,65,NA,NA,NA,NA,NA,NA,8.9,65,6.8,65,0.003,65,0.4,65,0.007,65,NA,NA,NA,NA,0.03,65,10,65,NA,NA,16.9,65,NA,NA
"09:47:00 19/09/2018",10,1,364.2,1,NA,NA,NA,NA,9.6,1,7.6,1,0.003,1,0.33,1,0.003,1,NA,NA,NA,NA,0.028,1,18,1,17.3,1,13.8,1,NA,NA
"09:50:00 07/11/2005",20,65,240,65,NA,NA,NA,NA,7.7,65,6.9,65,0.003,65,0.38,65,0.03,65,NA,NA,NA,NA,0.04,65,16,65,NA,NA,NA,NA,NA,NA
"09:50:00 09/10/2006",25,65,NA,NA,NA,NA,NA,NA,9.2,65,6.7,65,0.003,65,0.25,65,0.009,65,NA,NA,NA,NA,0.03,65,5,65,NA,NA,15.4,65,NA,NA
"09:50:00 13/12/2004",30,65,250,65,NA,NA,NA,NA,6.2,65,7.4,65,0.007,65,0.39,65,0.03,65,NA,NA,NA,NA,0.04,65,14,65,NA,NA,23.8,65,NA,NA
"09:50:00 17/09/2013",22,1,257,1,NA,NA,NA,NA,8.9,1,7.3,1,0.007,1,0.3,1,0.23,1,NA,NA,NA,NA,0.021,1,6,1,10.8,1,14.6,1,NA,NA
"09:50:00 29/11/2004",35,65,170,65,NA,NA,NA,NA,6.8,65,5.9,65,0.007,65,0.36,65,0.008,65,NA,NA,NA,NA,0.03,65,13,65,NA,NA,23.4,65,NA,NA
"09:55:00 06/02/2006",35,65,374,65,NA,NA,NA,NA,7,65,7.1,65,0.003,65,0.48,65,0.003,65,NA,NA,NA,NA,0.04,65,8,65,NA,NA,23.5,65,NA,NA
"09:55:00 07/03/2005",30,65,370,65,NA,NA,NA,NA,7.3,65,7.2,65,0.007,65,0.58,65,0.02,65,NA,NA,NA,NA,0.05,65,9,65,NA,NA,18.5,65,NA,NA
"09:55:00 11/12/2005",40,65,164,65,NA,NA,NA,NA,8.6,65,7,65,0.003,65,0.31,65,0.003,65,NA,NA,NA,NA,0.04,65,13,65,NA,NA,NA,NA,NA,NA
"09:55:00 14/11/2005",30,65,252,65,NA,NA,NA,NA,9.3,65,7.2,65,0.004,65,0.34,65,0.01,65,NA,NA,NA,NA,0.03,65,11,65,NA,NA,NA,NA,NA,NA
"09:55:00 15/01/2007",16,65,579,65,NA,NA,NA,NA,7.3,65,7.6,65,0.003,65,0.68,65,0.04,65,NA,NA,NA,NA,0.05,65,10,65,NA,NA,22.9,65,NA,NA
"09:55:00 17/01/2005",25,65,250,65,NA,NA,NA,NA,7.1,65,6.4,65,0.004,65,0.44,65,0.05,65,NA,NA,NA,NA,0.04,65,14,65,NA,NA,19.8,65,NA,NA
"09:55:00 28/08/2006",20,65,217,65,NA,NA,NA,NA,10,65,7.2,65,0.003,65,0.28,65,0.01,65,NA,NA,NA,NA,0.02,65,19,65,NA,NA,11.8,65,NA,NA
"09:55:00 28/10/2009",18,1,135.2,1,NA,NA,NA,NA,7.9,1,7.1,1,0.003,1,0.22,1,0.013,1,NA,NA,NA,NA,0.022,1,9,1,10.6,1,19.5,1,NA,NA
"10:00:00 03/02/2015",20,1,231,1,NA,NA,NA,NA,8.2,1,7.6,1,0.003,1,0.34,1,0.006,1,NA,NA,NA,NA,0.033,1,11,1,12.6,1,21.7,1,NA,NA
"10:00:00 03/06/2015",25,1,203,1,NA,NA,NA,NA,11.1,1,7.9,1,0.007,1,0.2,1,0.17,1,NA,NA,NA,NA,0.025,1,4,1,9.1,1,9,1,NA,NA
"10:00:00 04/06/2014",20,1,311,1,NA,NA,NA,NA,9.6,1,7.4,1,0.003,1,0.26,1,0.21,1,NA,NA,NA,NA,0.012,1,11,1,10.8,1,10,1,NA,NA
"10:00:00 10/07/2006",25,65,324,65,NA,NA,NA,NA,12,65,7.5,65,0.003,65,0.27,65,0.02,65,NA,NA,NA,NA,0.01,65,10,65,NA,NA,10,65,NA,NA
"10:00:00 15/03/1999",NA,NA,NA,NA,108,1,8.05,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,1,0.016,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:00:00 15/11/2004",30,65,140,65,NA,NA,NA,NA,7.7,65,7.1,65,0.003,65,0.29,65,0.01,65,NA,NA,NA,NA,0.03,65,15,65,NA,NA,18.1,65,NA,NA
"10:00:00 23/09/2019",10,1,266,1,NA,NA,NA,NA,9.41,1,7.34,1,0.003,1,0.22,1,0.003,1,NA,NA,NA,NA,0.022,1,6,1,8.9,1,14.8,1,NA,NA
"10:00:00 26/03/2014",10,1,513,1,NA,NA,NA,NA,8.1,1,7.4,1,0.003,1,0.4,1,0.037,1,NA,NA,NA,NA,0.035,1,12,1,18.2,1,19.9,1,NA,NA
"10:00:00 31/05/2010",28,1,320.2,1,NA,NA,NA,NA,8.1,1,7.2,1,0.003,1,0.17,1,0.09,1,NA,NA,NA,NA,0.013,1,13,1,21.7,1,13.2,1,NA,NA
"10:05:00 06/03/1997",NA,NA,NA,NA,140,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,6.84,1
"10:05:00 10/10/2005",16,65,166,65,NA,NA,NA,NA,9.8,65,7.5,65,0.003,65,0.18,65,0.02,65,NA,NA,NA,NA,0.02,65,15,65,NA,NA,NA,NA,7.6,65
"10:05:00 24/03/2009",20,65,434,65,NA,NA,NA,NA,7.3,65,6.9,65,0.003,65,0.76,65,0.004,65,NA,NA,NA,NA,0.06,65,18,65,24.9,65,20.2,65,NA,NA
"10:05:00 24/05/1999",NA,NA,NA,NA,108,1,9.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,1,0.007,1,NA,NA,NA,NA,NA,NA,NA,NA
"10:05:00 29/07/2015",25,1,177,1,NA,NA,NA,NA,10.6,1,7.4,1,0.003,1,0.2,1,0.094,1,NA,NA,NA,NA,0.015,1,7,1,13.3,1,9.3,1,NA,NA
"10:05:00 30/04/2019",18,1,4730,1,NA,NA,NA,NA,7.34,1,7.5,1,0.003,1,1.1,1,0.18,1,NA,NA,NA,NA,0.08,1,16,1,10.6,1,13.9,1,NA,NA
"10:08:00 22/01/2007",20,65,598,65,NA,NA,NA,NA,7.7,65,7.4,65,0.003,65,0.6,65,0.01,65,NA,NA,NA,NA,0.06,65,12,65,NA,NA,22.7,65,NA,NA
"10:09:00 28/03/2007",18,65,666,65,NA,NA,NA,NA,6.7,65,7,65,0.003,65,1.2,65,0.007,65,NA,NA,NA,NA,0.09,65,19,65,23.6,65,19.7,65,NA,NA
"10:10:00 04/12/2006",18,65,428,65,NA,NA,NA,NA,8.6,65,7.4,65,0.004,65,0.51,65,0.04,65,NA,NA,NA,NA,0.03,65,11,65,NA,NA,21.1,65,NA,NA
"10:10:00 11/08/1998",NA,NA,NA,NA,83,1,10.43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10:10:00 14/04/2020",20,1,307,1,NA,NA,NA,NA,8.59,1,7.4,1,0.003,1,0.42,1,0.014,1,NA,NA,NA,NA,0.034,1,9,1,9.2,1,15.3,1,NA,NA
"10:10:00 25/10/2004",25,65,310,65,NA,NA,NA,NA,6.9,65,7.3,65,0.008,65,0.85,65,0.05,65,NA,NA,NA,NA,0.08,65,26,65,NA,NA,20.2,65,NA,NA
"10:11:00 24/08/2016",24,1,222,1,NA,NA,NA,NA,10.5,1,7,1,0.006,1,0.25,1,0.33,1,NA,NA,NA,NA,0.012,1,6,1,9.2,1,12.2,1,NA,NA
"10:11:00 29/08/2005",16,65,182,65,NA,NA,NA,NA,9.7,65,7.2,65,0.003,65,0.22,65,0.04,65,NA,NA,NA,NA,0.02,65,7,65,NA,NA,NA,NA,NA,NA
"10:12:00 11/09/2006",30,65,188,65,NA,NA,NA,NA,9.3,65,6.8,65,0.003,65,0.25,65,0.01,65,NA,NA,NA,NA,0.009,65,18,65,NA,NA,14.4,65,NA,NA
"10:15:00 02/04/1997",NA,NA,NA,NA,150,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,7.37,1
"10:15:00 09/02/2011",40,1,311,1,NA,NA,NA,NA,6.3,1,7.1,1,0.007,1,0.01,1,0.004,1,NA,NA,NA,NA,0.005,1,15,1,33.8,1,20.6,1,NA,NA
"10:15:00 09/05/2005",35,65,337,65,NA,NA,NA,NA,8.2,65,7.4,65,0.01,65,0.48,65,0.06,65,NA,NA,NA,NA,0.06,65,13,65,NA,NA,NA,NA,NA,NA
"10:15:00 11/07/2005",60,65,92,65,NA,NA,NA,NA,10.3,65,7.3,65,0.02,65,0.54,65,0.25,65,NA,NA,NA,NA,0.07,65,24,65,NA,NA,NA,NA,NA,NA
"10:15:00 14/09/2020",25,1,197,1,NA,NA,NA,NA,9.6,1,6.9,1,0.003,1,0.24,1,0.14,1,NA,NA,NA,NA,0.028,1,3,1,9.1,1,14.9,1,NA,NA
"10:15:00 15/01/2014",18,1,341,1,NA,NA,NA,NA,9.6,1,7.5,1,0.003,1,0.39,1,0.003,1,NA,NA,NA,NA,0.024,1,12,1,3.8,1,29,1,NA,NA
"10:15:00 16/04/1997",NA,NA,NA,NA,130,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,1,NA,NA,NA,NA,NA,NA,7.24,1
"10:15:00 21/01/2009",14,65,241,65,NA,NA,NA,NA,7.9,65,6.5,65,0.003,65,0.36,65,0.007,65,NA,NA,NA,NA,0.03,65,17,65,12.5,65,25.6,65,NA,NA
"10:15:00 21/08/2006",20,65,192,65,NA,NA,NA,NA,9.9,65,6.9,65,0.003,65,0.23,65,0.01,65,NA,NA,NA,NA,0.01,65,11,65,NA,NA,11.9,65,NA,NA
"10:15:00 23/05/2007",30,65,271,65,NA,NA,NA,NA,10.8,65,7,65,0.003,65,0.19,65,0.03,65,NA,NA,NA,NA,0.02,65,18,65,30.9,65,13.2,65,NA,NA
"10:15:00 23/10/2013",25,1,261,1,NA,NA,NA,NA,7.8,1,7.4,1,0.003,1,0.36,1,0.044,1,NA,NA,NA,NA,0.028,1,5,1,10.2,1,18.9,1,NA,NA
"10:15:00 24/10/2005",30,65,241,65,NA,NA,NA,NA,7.5,65,6.9,65,0.04,65,0.53,65,0.13,65,NA,NA,NA,NA,0.07,65,28,65,NA,NA,NA,NA,NA,NA
"10:15:00 29/05/2006",20,65,408,65,NA,NA,NA,NA,9,65,7.2,65,0.003,65,0.39,65,0.05,65,NA,NA,NA,NA,0.04,65,24,65,NA,NA,11.8,65,NA,NA
"10:15:00 31/01/2005",30,65,310,65,NA,NA,NA,NA,6.2,65,7.4,65,0.005,65,0.43,65,0.005,65,NA,NA,NA,NA,0.05,65,12,65,NA,NA,24.8,65,NA,NA
"10:15:00 31/03/2009",24,65,368,65,NA,NA,NA,NA,7.9,65,6.6,65,0.003,65,0.71,65,0.003,65,NA,NA,NA,NA,0.07,65,17,65,18.8,65,20.2,65,NA,NA
"10:15:00 31/07/2006",35,65,121,65,NA,NA,NA,NA,11,65,6.7,65,0.004,65,0.22,65,0.05,65,NA,NA,NA,NA,0.02,65,9,65,NA,NA,10.2,65,NA,NA
"10:18:00 08/05/2006",30,65,432,65,NA,NA,NA,NA,7.9,65,7,65,0.003,65,0.46,65,0.09,65,NA,NA,NA,NA,0.1,65,19,65,NA,NA,12.4,65,NA,NA
"10:18:00 22/08/2005",20,65,150,65,NA,NA,NA,NA,10.3,65,7.2,65,0.003,65,0.19,65,0.05,65,NA,NA,NA,NA,0.01,65,12,65,NA,NA,NA,NA,NA,NA
"10:20:00 03/12/2008",19,65,78,65,NA,NA,NA,NA,8.4,65,6.7,65,0.003,65,0.43,65,0.12,65,NA,NA,NA,NA,0.05,65,16,65,21.5,65,19.2,65,NA,NA
"10:20:00 09/10/2007",35,65,295,65,NA,NA,NA,NA,8.7,65,7,65,0.003,65,0.38,65,0.21,65,NA,NA,NA,NA,0.03,65,14,65,19.3,65,17.6,65,NA,NA
"10:20:00 11/08/2011",NA,180,NA,180,NA,NA,NA,NA,NA,180,NA,180,0.004,1,0.63,1,0.25,1,NA,NA,NA,NA,0.071,1,NA,NA,NA,180,NA,180,NA,NA
"10:20:00 16/05/2007",35,65,248,65,NA,NA,NA,NA,8.5,65,7,65,0.003,65,0.36,65,0.01,65,NA,NA,NA,NA,0.02,65,18,65,25.9,65,16.1,65,NA,NA
"10:20:00 21/11/2018",16,1,458,1,NA,NA,NA,NA,6.8,1,7.5,1,0.003,1,0.58,1,0.004,1,NA,NA,NA,NA,0.061,1,18,1,17.4,1,20.3,1,NA,NA
"10:20:00 22/05/2006",16,65,421,65,NA,NA,NA,NA,8.5,65,7.3,65,0.003,65,0.48,65,0.05,65,NA,NA,NA,NA,0.04,65,20,65,NA,NA,12.3,65,NA,NA
"10:20:00 26/04/2005",20,65,345,65,NA,NA,NA,NA,7.6,65,7.3,65,0.01,65,0.39,65,0.15,65,NA,NA,NA,NA,0.04,65,16,65,NA,NA,NA,NA,NA,NA
"10:20:00 26/07/2018",12,1,558,1,NA,NA,NA,NA,10.6,1,7.3,1,0.003,1,0.52,1,0.11,1,NA,NA,NA,NA,0.052,1,24,1,18.4,1,8.7,1,NA,NA
"10:20:00 26/09/2005",18,65,189,65,NA,NA,NA,NA,8.2,65,7.1,65,0.003,65,0.26,65,0.02,65,NA,NA,NA,NA,0.02,65,6,65,NA,NA,NA,NA,NA,NA
"10:21:00 04/03/2015",20,1,213,1,NA,NA,NA,NA,8,1,7.5,1,0.003,1,0.32,1,0.011,1,NA,NA,NA,NA,0.034,1,13,1,11.6,1,20.8,1,NA,NA
"10:22:00 18/09/2006",35,65,118,65,NA,NA,NA,NA,9.3,65,7.1,65,0.003,65,0.23,65,0.01,65,NA,NA,NA,NA,0.009,65,6,65,NA,NA,15.2,65,NA,NA
"10:23:00 04/01/2006",30,65,250,65,NA,NA,NA,NA,7.2,65,6.7,65,0.003,65,0.41,65,0.004,65,NA,NA,NA,NA,0.04,65,10,65,NA,NA,NA,NA,NA,NA
"10:25:00 01/05/2006",20,65,460,65,NA,NA,NA,NA,6.9,65,6.8,65,0.003,65,0.49,65,0.05,65,NA,NA,NA,NA,0.05,65,18,65,NA,NA,14.8,65,NA,NA
"10:25:00 07/07/1998",NA,NA,NA,NA,125,1,10.45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43,1
"10:25:00 11/04/2005",30,65,384,65,NA,NA,NA,NA,7.4,65,7,65,0.004,65,0.47,65,0.02,65,NA,NA,NA,NA,0.04,65,16,65,NA,NA,NA,NA,NA,NA
"10:25:00 12/09/2005",25,65,154,65,NA,NA,NA,NA,8.9,65,7.2,65,0.003,65,0.24,65,0.02,65,NA,NA,NA,NA,0.02,65,12,65,NA,NA,NA,NA,NA,NA
"10:25:00 14/07/1998",NA,NA,NA,NA,104,1,10.81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10:25:00 16/10/2006",16,65,NA,NA,NA,NA,NA,NA,7.9,65,7.1,65,0.11,65,1.3,65,0.06,65,NA,NA,NA,NA,0.11,65,18,65,NA,NA,17,65,NA,NA
"10:25:00 16/10/2007",25,65,306,65,NA,NA,NA,NA,9.1,65,7.4,65,0.003,65,0.46,65,0.17,65,NA,NA,NA,NA,0.02,65,18,65,21.6,65,15.7,65,NA,NA
"10:25:00 18/04/2007",17,65,470,65,NA,NA,NA,NA,6.1,65,7.1,65,0.01,65,0.32,65,0.01,65,NA,NA,NA,NA,0.03,65,21,65,17.6,65,18.3,65,NA,NA
"10:25:00 23/10/2019",10,1,293,1,NA,NA,NA,NA,8.6,1,7.22,1,0.006,1,0.29,1,0.003,1,NA,NA,NA,NA,0.03,1,10,1,7.3,1,18.4,1,NA,NA
"10:25:00 27/06/2005",16,65,477,65,NA,NA,NA,NA,9.8,65,7.4,65,0.005,65,0.31,65,0.05,65,NA,NA,NA,NA,0.02,65,8,65,NA,NA,NA,NA,NA,NA
