"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","CalciumasCa","CalciumasCa_Qual","ChlorideasCl","ChlorideasCl_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","ConductivityLab","ConductivityLab_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","HardnessasCaCO3","HardnessasCaCO3_Qual","IronasFe","IronasFe_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MagnesiumasMg","MagnesiumasMg_Qual","ManganeseasMn","ManganeseasMn_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","PotassiumasK","PotassiumasK_Qual","SilicaasSiO2reactiveEG052G","SilicaasSiO2reactiveEG052G_Qual","SodiumasNa","SodiumasNa_Qual","SulphateasSO4","SulphateasSO4_Qual","TotalAlkalinityasCaCO3","TotalAlkalinityasCaCO3_Qual","TotalDissolvedSolidscalc","TotalDissolvedSolidscalc_Qual","TotalOrganicCarbon","TotalOrganicCarbon_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual","pHLab","pHLab_Qual"
"09:55:00 02/04/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,60,1,367,1,NA,NA,0.002,1,8,1,7.1,1,0.016,1,NA,NA,NA,NA,0.67,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,1,51,1,48,1,18.5,1,0.007,1,NA,NA
"09:55:00 06/07/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,297,1,NA,NA,0.002,1,10.82,1,7.38,1,0.01,1,NA,NA,NA,NA,0.58,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,1,52,1,40,1,9.6,1,0.005,1,NA,NA
"10:00:00 02/07/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,35,1,387,1,NA,NA,0.001,1,10.6,1,7.2,1,0.008,1,NA,NA,NA,NA,0.31,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,1,28,1,25,1,9.5,1,0.004,1,NA,NA
"10:00:00 03/11/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,64,1,248,1,NA,NA,0.003,1,8.7,1,7,1,0.018,1,NA,NA,NA,NA,0.5,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,1,72,1,77,1,15.5,1,0.01,1,NA,NA
"10:00:00 04/03/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,20,1,358,1,NA,NA,0.002,1,7.8,1,7.09,1,0.008,1,NA,NA,NA,NA,0.68,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1,48,1,35.8,1,19.1,1,0.007,1,NA,NA
"10:00:00 05/01/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,320,1,NA,NA,0.002,1,8.3,1,7.3,1,0.003,1,NA,NA,NA,NA,0.65,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,68,1,51,1,23.5,1,0.007,1,NA,NA
"10:00:00 05/12/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,48,1,252,1,NA,NA,0.002,1,7.3,1,7,1,0.014,1,NA,NA,NA,NA,0.62,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,1,NA,NA,42,1,21.5,1,0.01,1,NA,NA
"10:00:00 07/04/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,263,1,NA,NA,0.002,1,8.36,1,7.17,1,0.013,1,NA,NA,NA,NA,0.64,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,96,1,59,1,15.8,1,0.007,1,NA,NA
"10:00:00 08/01/1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,210,65,NA,NA,NA,NA,8,65,7.3,65,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,90,65,44,65,18.5,65,NA,NA,NA,NA
"10:00:00 09/11/2010",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,80,1,350,1,NA,NA,0.003,1,7.6,1,7,1,0.011,1,NA,NA,NA,NA,0.73,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1,56,1,59,1,18.5,1,0.013,1,NA,NA
"10:00:00 18/06/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,80,1,247,1,NA,NA,0.003,1,9.8,1,6.9,1,0.019,1,NA,NA,NA,NA,0.89,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,1,44,1,68,1,10,1,0.009,1,NA,NA
"10:05:00 05/01/2021",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,291,1,NA,NA,0.001,1,6.99,1,7.1,1,0.006,1,NA,NA,NA,NA,0.38,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,1,36,1,27.4,1,21.6,1,0.005,1,NA,NA
"10:05:00 08/04/2010",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,35,1,302.6,1,NA,NA,0.003,1,8.1,1,6.9,1,0.004,1,NA,NA,NA,NA,0.15,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.135,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,1,42,1,49,1,18.5,1,0.006,1,NA,NA
"10:05:00 09/10/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,45,1,337,1,NA,NA,0.002,1,8.97,1,7.15,1,0.008,1,NA,NA,NA,NA,0.4,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,1,48,1,36,1,14.9,1,0.006,1,NA,NA
"10:05:00 20/03/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,330,65,NA,NA,NA,NA,9.4,65,7.1,65,0.01,65,NA,NA,NA,NA,0.41,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,29,65,19,65,19,65,NA,NA,NA,NA
"10:10:00 02/08/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,64,1,304,1,NA,NA,0.003,1,10.8,1,7.4,1,0.006,1,NA,NA,NA,NA,0.64,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,1,50,1,79,1,9.5,1,0.008,1,NA,NA
"10:10:00 03/08/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,56,1,392,1,NA,NA,0.003,1,9.6,1,7.1,1,0.013,1,NA,NA,NA,NA,0.6,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,NA,47,1,10.5,1,0.008,1,NA,NA
"10:10:00 03/12/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,50,1,308,1,NA,NA,0.002,1,7.6,1,7,1,0.004,1,NA,NA,NA,NA,0.57,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1,54,1,42,1,22,1,0.006,1,NA,NA
"10:10:00 07/11/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,40,1,315,1,NA,NA,0.003,1,7.8,1,7.1,1,0.015,1,NA,NA,NA,NA,0.47,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,NA,NA,61,1,17,1,0.01,1,NA,NA
"10:10:00 10/11/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,40,1,285,1,NA,NA,0.003,1,9.2,1,7.2,1,0.01,1,NA,NA,NA,NA,0.53,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,50,1,42,1,19.5,1,0.023,1,NA,NA
"10:10:00 26/02/2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,300,65,NA,NA,NA,NA,7.2,65,7.3,65,0.009,65,NA,NA,NA,NA,0.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,65,43,65,24,65,21,65,NA,NA,NA,NA
"10:15:00 03/02/2021",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,230,1,NA,NA,0.002,1,8.01,1,7.02,1,0.013,1,NA,NA,NA,NA,0.47,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,1,48,1,44,1,19.9,1,0.007,1,NA,NA
"10:15:00 13/05/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,30,1,280,1,NA,NA,0.004,1,11.5,1,7,1,0.006,1,NA,NA,NA,NA,0.73,1,0.003,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,85,1,67,1,11.5,1,0.011,1,NA,NA
"10:15:00 14/05/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,330,65,NA,NA,NA,NA,11.1,65,7.1,65,0.005,65,NA,NA,NA,NA,0.51,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,65,29,65,7.5,65,11.5,65,NA,NA,NA,NA
"10:15:00 17/07/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,65,510,65,NA,NA,NA,NA,11.6,65,7.5,65,0.01,65,NA,NA,NA,NA,0.93,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,65,14,65,12,65,9,65,NA,NA,NA,NA
"10:20:00 06/02/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,70,1,335,1,NA,NA,0.002,1,8.2,1,7.3,1,0.004,1,NA,NA,NA,NA,0.64,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,1,54,1,46,1,21,1,0.012,1,NA,NA
"10:20:00 10/11/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,273,1,NA,NA,0.001,1,8.16,1,7.09,1,0.007,1,NA,NA,NA,NA,0.45,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,1,55,1,51,1,19.4,1,0.002,1,NA,NA
"10:20:00 15/11/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,65,260,65,NA,NA,NA,NA,8.4,65,7.1,65,0.01,65,NA,NA,NA,NA,1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,65,43,65,24,65,15.5,65,NA,NA,NA,NA
"10:25:00 06/04/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,32,1,355,1,NA,NA,0.002,1,8.6,1,7.1,1,0.004,1,NA,NA,NA,NA,0.52,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1,NA,NA,36,1,17,1,0.007,1,NA,NA
"10:30:00 02/01/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,72,1,322,1,NA,NA,0.003,1,8.8,1,7,1,0.003,1,NA,NA,NA,NA,0.81,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,73,1,94,1,21,1,0.012,1,NA,NA
"10:30:00 02/03/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,56,1,313,1,NA,NA,0.003,1,6.3,1,7.1,1,0.003,1,NA,NA,NA,NA,0.61,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,1,NA,NA,47,1,23.5,1,0.03,1,NA,NA
"10:30:00 02/04/2009",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.002,65,32,65,384,65,NA,NA,0.002,65,8.3,65,7.3,65,0.004,65,NA,NA,NA,NA,0.53,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.11,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,40,65,35,65,19,65,0.005,65,NA,NA
"10:30:00 03/10/1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,270,65,NA,NA,NA,NA,10.6,65,6.6,65,NA,NA,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,53,65,22,65,14.5,65,NA,NA,NA,NA
"10:30:00 05/01/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,60,1,269,1,NA,NA,0.003,1,6.5,1,7.3,1,0.012,1,NA,NA,NA,NA,0.74,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,1,80,1,70,1,22.5,1,0.015,1,NA,NA
"10:30:00 06/01/2014",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,45,1,304,1,NA,NA,0.003,1,7.9,1,7.3,1,0.003,1,NA,NA,NA,NA,0.55,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,1,62,1,64,1,18.5,1,0.009,1,NA,NA
"10:30:00 09/02/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,40,1,293,1,NA,NA,0.002,1,8.8,1,6.9,1,0.003,1,NA,NA,NA,NA,0.82,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.036,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,60,1,47,1,22,1,0.012,1,NA,NA
"10:30:00 09/06/2010",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,47,1,390,1,NA,NA,0.002,1,9.9,1,7.1,1,0.023,1,NA,NA,NA,NA,0.05,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.919,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1,28,1,37,1,10,1,0.007,1,NA,NA
"10:30:00 09/06/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,40,1,435,1,NA,NA,0.001,1,10.8,1,7.1,1,0.006,1,NA,NA,NA,NA,0.5,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,1,25,1,24.9,1,10.3,1,0.004,1,NA,NA
"10:30:00 09/10/2017",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,36,1,304,1,NA,NA,0.002,1,8.7,1,6.9,1,0.013,1,NA,NA,NA,NA,0.5,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,1,52,1,41,1,15,1,0.008,1,NA,NA
"10:30:00 09/12/2009",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.002,1,45,1,296.9,1,NA,NA,0.001,1,7.7,1,6.7,1,0.008,1,NA,NA,NA,NA,0.38,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.264,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,1,50,1,47,1,18.5,1,0.009,1,NA,NA
"10:30:00 10/10/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,72,1,260,1,NA,NA,0.002,1,9.9,1,7,1,0.024,1,NA,NA,NA,NA,0.44,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,1,NA,NA,51,1,14,1,0.009,1,NA,NA
"10:32:00 16/01/2008",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,80,65,462,65,NA,NA,0.002,65,6.4,65,7.2,65,0.007,65,NA,NA,NA,NA,0.66,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.22,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,65,65,43.7,65,22.9,65,0.006,65,NA,NA
"10:35:00 06/08/2009",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,40,1,307.1,1,NA,NA,0.002,1,9.6,1,7.2,1,0.005,1,NA,NA,NA,NA,0.09,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,25,1,26.5,1,11,1,0.004,1,NA,NA
"10:35:00 15/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,65,420,65,NA,NA,NA,NA,9.2,65,7.2,65,0.01,65,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,65,24,65,13,65,14,65,NA,NA,NA,NA
"10:40:00 02/02/2012",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,70,1,280,1,NA,NA,0.002,1,7.7,1,7.5,1,0.02,1,NA,NA,NA,NA,0.7,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1,65,1,96,1,20,1,0.008,1,NA,NA
"10:40:00 04/08/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,50,1,345,1,NA,NA,0.002,1,10.1,1,7,1,0.016,1,NA,NA,NA,NA,0.71,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,49,1,76,1,12.5,1,0.006,1,NA,NA
"10:40:00 07/05/2020",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,90,1,252,1,NA,NA,0.003,1,8.3,1,6.85,1,0.015,1,NA,NA,NA,NA,0.84,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1,44,1,58,1,12.6,1,0.008,1,NA,NA
"10:40:00 07/11/2013",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.003,1,50,1,268,1,NA,NA,0.002,1,7.6,1,7.1,1,0.009,1,NA,NA,NA,NA,0.6,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,67,1,70,1,19,1,0.008,1,NA,NA
"10:40:00 10/10/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,35,1,406,1,NA,NA,0.001,1,7.9,1,7.4,1,0.006,1,NA,NA,NA,NA,0.45,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,1,37,1,28.3,1,16.4,1,0.002,1,NA,NA
"10:40:00 12/06/2018",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,32,1,440,1,NA,NA,0.001,1,10.1,1,7.3,1,0.008,1,NA,NA,NA,NA,0.61,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,1,35,1,27,1,10.5,1,0.004,1,NA,NA
"10:45:00 01/12/2011",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,140,1,228,1,NA,NA,0.003,1,7.6,1,6.9,1,0.021,1,NA,NA,NA,NA,1.2,1,0.002,1,NA,NA,NA,NA,1e-04,1,0.003,1,0.32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,1,60,1,78,1,18,1,0.008,1,NA,NA
"10:45:00 02/01/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,60,1,345,1,NA,NA,0.001,1,7.32,1,7.32,1,0.006,1,NA,NA,NA,NA,0.39,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1,46,1,30,1,24.6,1,0.005,1,NA,NA
"10:45:00 02/10/2008",NA,NA,0.001,65,2e-04,65,NA,NA,NA,NA,0.001,65,32,65,427,65,NA,NA,0.002,65,9.4,65,6.8,65,0.009,65,NA,NA,NA,NA,0.5,65,0.001,65,NA,NA,NA,NA,1e-04,65,0.002,65,0.32,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,65,26,65,24,65,14.3,65,0.006,65,NA,NA
"10:45:00 04/01/1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,65,320,65,NA,NA,NA,NA,9,65,6.7,65,0.007,65,NA,NA,NA,NA,0.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,80,65,13,65,20,65,NA,NA,NA,NA
"10:45:00 04/10/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65,330,65,NA,NA,NA,NA,9.8,65,7.4,65,0.01,65,NA,NA,NA,NA,0.61,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,65,34,65,18,65,15.5,65,NA,NA,NA,NA
"10:45:00 05/11/2009",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.001,1,50,1,339.4,1,NA,NA,0.003,1,7.3,1,7.2,1,0.011,1,NA,NA,NA,NA,0.35,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,1,50,1,47,1,18,1,0.009,1,NA,NA
"10:45:00 07/08/2019",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.001,1,35,1,480,1,NA,NA,0.001,1,10.3,1,7.36,1,0.004,1,NA,NA,NA,NA,0.53,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.001,1,0.84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,1,17,1,25,1,10.3,1,0.002,1,NA,NA
"10:45:00 12/07/2016",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.004,1,80,1,318,1,NA,NA,0.006,1,10.5,1,6.7,1,0.046,1,NA,NA,NA,NA,0.95,1,0.009,1,NA,NA,NA,NA,1e-04,1,0.004,1,1.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1,NA,NA,71,1,10.5,1,0.042,1,NA,NA
"10:50:00 01/12/2015",NA,NA,0.001,1,2e-04,1,NA,NA,NA,NA,0.002,1,36,1,327,1,NA,NA,0.001,1,8.1,1,7.1,1,0.009,1,NA,NA,NA,NA,0.51,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081,1,40,1,37,1,20.5,1,0.008,1,NA,NA
"10:50:00 04/02/2010",NA,NA,0.001,1,1e-04,1,NA,NA,NA,NA,0.002,1,40,1,336.8,1,NA,NA,0.002,1,7.9,1,7,1,0.003,1,NA,NA,NA,NA,0.57,1,0.001,1,NA,NA,NA,NA,1e-04,1,0.002,1,0.002,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,1,44,1,47,1,25.5,1,0.006,1,NA,NA
