"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"09:00:00 28/03/2006",8,65,352,65,9.1,65,7,65,0.01,65,0.14,65,0.03,65,0.02,65,1,65,0.8,65,19.3,65
"09:02:00 11/05/2006",17,65,408,65,10.2,65,7.2,65,0.003,65,0.19,65,0.04,65,0.01,65,2,65,0.7,65,8.3,65
"09:05:00 04/11/1987",NA,NA,78,65,8.4,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,17,65
"09:10:00 01/12/1977",NA,NA,150,65,7.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,22,65
"09:10:00 02/07/1984",NA,NA,230,65,NA,180,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,8,65
"09:10:00 04/01/1979",NA,NA,90,65,8.6,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,24.5,65
"09:10:00 04/08/1986",NA,NA,140,65,12.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,7,65
"09:10:00 07/01/1982",NA,NA,72,65,8.1,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,20,65
"09:10:00 08/01/1986",NA,NA,89,65,NA,180,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,19.5,65
"09:10:00 08/11/1984",NA,NA,98,65,NA,180,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,16.5,65
"09:10:00 09/06/1992",5,65,98,65,10.8,65,6.5,65,0.003,65,0.1,65,0.004,65,0.005,65,2,65,0.4,65,6.5,65
"09:10:00 11/08/1992",5,65,80,65,NA,180,7.4,65,0.004,65,0.1,65,0.006,65,0.005,65,1,65,0.6,65,8.5,65
"09:10:00 11/11/1991",10,65,110,65,9.2,65,7.3,65,NA,NA,0.1,65,0.08,65,0.009,65,1,65,0.7,65,15.5,65
"09:10:00 12/07/1988",NA,NA,37,65,12.2,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,7.5,65
"09:15:00 02/04/1984",NA,NA,130,65,9.1,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,16,65
"09:15:00 03/09/1979",NA,NA,110,65,11,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,10,65
"09:15:00 04/10/1983",NA,NA,93,65,10.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,12,65
"09:15:00 04/10/1988",NA,NA,94,65,10,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,16,65
"09:15:00 06/12/1988",NA,NA,89,65,9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,17,65
"09:15:00 07/03/1985",NA,NA,310,65,8.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,17.5,65
"09:15:00 10/03/1992",10,65,91,65,8.2,65,7,65,0.003,65,0.3,65,0.02,65,0.005,65,1,65,1,65,20,65
"09:15:00 11/02/2009",16,65,136,65,7,65,6.3,65,0.003,65,0.15,65,0.02,65,0.008,65,2,65,1,65,18.6,65
"09:15:00 13/09/1984",NA,NA,74,65,11,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,10,65
"09:20:00 01/09/1981",NA,NA,84,65,11.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,8.5,65
"09:20:00 02/02/1981",NA,NA,210,65,8.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,21,65
"09:20:00 02/06/1987",NA,NA,79,65,12.4,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,7,65
"09:20:00 03/04/1985",NA,NA,210,65,8.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,18,65
"09:20:00 06/10/1986",NA,NA,90,65,10.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,13.5,65
"09:20:00 09/09/1985",NA,NA,NA,180,11.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,65
"09:20:00 11/04/1989",NA,NA,69,65,9.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,16,65
"09:25:00 01/05/1985",NA,NA,94,65,9.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,11.5,65
"09:25:00 02/03/1987",NA,NA,170,65,NA,180,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,16.5,65
"09:25:00 21/09/1989",NA,NA,74,65,10.8,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,11.5,65
"09:30:00 01/07/1980",NA,NA,98,65,11.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,7.5,65
"09:30:00 01/10/1980",NA,NA,90,65,9.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,16,65
"09:30:00 02/06/1982",NA,NA,96,65,11.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,9,65
"09:30:00 04/02/1980",NA,NA,100,65,8.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,20,65
"09:30:00 15/03/1982",NA,NA,190,65,7.6,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,20,65
"09:30:00 15/11/2010",11,1,71,1,7.9,1,7.4,1,0.003,1,0.11,1,0.05,1,0.005,1,2,1,1.4,1,19.6,1
"09:30:00 21/02/1985",NA,NA,250,65,7.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,21,65
"09:30:00 21/07/2008",5,65,89,65,10.7,65,7.6,65,0.003,65,0.06,65,0.04,65,0.006,65,2,65,0.8,65,7.8,65
"09:30:00 29/01/1980",NA,NA,93,65,8.2,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,20.5,65
"09:35:00 07/04/1982",NA,NA,87,65,9.4,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,16,65
"09:35:00 27/02/2008",NA,NA,89,65,9.8,65,7.6,65,0.003,65,0.1,65,0.09,65,0.005,65,2,65,3.4,65,18.9,65
"09:40:00 01/02/1979",NA,NA,NA,180,7.2,65,8.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,25,65
"09:40:00 01/04/1981",NA,NA,150,65,9.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,19,65
"09:40:00 01/06/2006",16,65,191,65,11,65,7,65,0.003,65,0.17,65,0.02,65,0.005,65,1,65,0.6,65,9.6,65
"09:40:00 04/05/1987",NA,NA,220,65,10.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,10.5,65
"09:40:00 09/02/1989",NA,NA,130,65,7,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,23,65
"09:45:00 01/05/1980",NA,NA,160,65,10.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,12,65
"09:45:00 01/10/1979",NA,NA,110,65,9.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,14,65
"09:45:00 02/06/1980",NA,NA,110,65,10.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,11.5,65
"09:45:00 02/10/1978",NA,NA,85,65,10.1,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,65,14,65
"09:45:00 03/03/1980",NA,NA,160,65,7.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,20,65
"09:45:00 03/08/1981",NA,NA,79,65,12.1,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,65,6,65
"09:45:00 06/03/1991",5,65,140,65,9.2,65,6.9,65,0.003,65,0.1,65,0.08,65,0.005,65,1,65,1.1,65,20,65
"09:45:00 10/07/1991",15,65,83,65,9.8,65,6.4,65,0.003,65,0.1,65,0.08,65,0.005,65,1,65,0.6,65,8.5,65
"09:45:00 17/07/1995",12,65,67,65,11.4,65,7.1,65,0.003,65,0.1,65,0.005,65,0.005,65,2,65,0.7,65,6,65
"09:50:00 01/05/1979",NA,NA,74,65,11.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,12.5,65
"09:50:00 01/08/1978",NA,NA,74,65,11.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,65,5.7,65
"09:50:00 01/12/1980",NA,NA,130,65,8.7,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,20,65
"09:50:00 02/07/1981",NA,NA,91,65,11.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,7.5,65
"09:50:00 02/09/1986",NA,NA,91,65,11.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,10,65
"09:50:00 03/02/1986",NA,NA,100,65,9.2,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,19.5,65
"09:50:00 03/11/1980",NA,NA,110,65,9.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,14,65
"09:50:00 06/01/1987",NA,NA,85,65,NA,180,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,18.5,65
"09:50:00 06/06/1983",NA,NA,96,65,11.2,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,7,65
"09:50:00 11/05/1998",16,65,870,65,11.8,65,8.5,65,0.003,65,0.63,65,0.02,65,0.01,65,2,65,2,65,9.5,65
"09:50:00 13/05/1988",NA,NA,160,65,NA,180,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,11.5,65
"09:55:00 02/09/1987",NA,NA,81,65,11.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,8.5,65
"09:55:00 03/05/1982",NA,NA,77,65,10,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11,65
"09:55:00 27/09/2006",25,65,96,65,10.7,65,6.7,65,0.003,65,0.13,65,0.01,65,0.005,65,1,65,0.2,65,13.5,65
"10:00:00 01/06/1977",NA,NA,110,65,5.8,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,7,65
"10:00:00 01/06/1979",NA,NA,87,65,11.1,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,10.5,65
"10:00:00 01/07/1985",NA,NA,86,65,11.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,7.5,65
"10:00:00 01/11/1982",NA,NA,95,65,9.3,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,16,65
"10:00:00 01/12/1978",NA,NA,78,65,9,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,18,65
"10:00:00 02/03/1981",NA,NA,140,65,8.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,22,65
"10:00:00 02/04/1979",NA,NA,82,65,10.2,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,17,65
"10:00:00 02/05/1983",NA,NA,120,65,10,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,15.5,65
"10:00:00 02/07/1979",NA,NA,100,65,13.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,5.5,65
"10:00:00 03/06/1985",NA,NA,94,65,11.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,8,65
"10:00:00 04/05/1981",NA,NA,200,65,10.3,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,12,65
"10:00:00 05/03/1984",NA,NA,110,65,8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,18,65
"10:00:00 05/09/1977",NA,NA,120,65,11.6,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,65,9,65
"10:00:00 05/11/1986",NA,NA,82,65,8.8,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,20.5,65
"10:00:00 08/04/1992",15,65,120,65,7.8,65,7.5,65,0.003,65,0.1,65,0.05,65,0.005,65,2,65,0.6,65,14.5,65
"10:00:00 09/12/1991",5,65,210,65,8.6,65,6.9,65,0.003,65,0.1,65,0.11,65,0.008,65,2,65,1.5,65,23.5,65
"10:00:00 11/10/1984",NA,NA,30,65,NA,180,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,15,65
"10:00:00 13/10/2008",9,65,83,65,9.2,65,6.6,65,0.003,65,0.08,65,0.16,65,0.005,65,2,65,1.3,65,17.7,65
"10:00:00 16/09/1992",15,65,87,65,11.2,65,7.3,65,0.003,65,0.1,65,0.006,65,0.006,65,2,65,3.9,65,8.5,65
"10:00:00 17/11/1989",NA,NA,85,65,9.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,18,65
"10:00:00 18/02/1997",7,65,180,65,7.6,65,6.9,65,0.003,65,0.61,65,0.02,65,0.01,65,2,65,2.1,65,26,65
"10:00:00 20/12/1993",5,65,130,65,8,65,7.4,65,0.004,65,0.1,65,0.11,65,0.008,65,4,65,1.2,65,21,65
"10:00:00 21/01/1988",NA,NA,120,65,7.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,23,65
"10:00:00 25/09/1990",30,65,79,65,10.2,65,6.2,65,NA,NA,0.2,65,0.04,65,0.01,65,1,65,8.7,65,13,65
"10:00:00 27/04/1995",5,65,140,65,9.7,65,6.7,65,NA,NA,0.3,65,0.04,65,0.005,65,6,65,1.3,65,11.5,65
"10:00:00 27/07/2009",5,1,65.7,1,11.4,1,6.9,1,0.002,1,0.05,1,0.075,1,0.005,1,1,1,0.6,1,5.3,1
"10:05:00 01/03/1988",NA,NA,250,65,7.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,20.5,65
"10:05:00 02/02/1982",NA,NA,86,65,8.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,20,65
"10:10:00 01/08/1979",NA,NA,110,65,12,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,7.5,65
"10:10:00 01/09/1978",NA,NA,95,65,11.5,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,9.3,65
"10:10:00 02/04/1980",NA,NA,180,65,9.8,65,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,14,65
"10:10:00 06/01/1981",NA,NA,170,65,7.8,65,7.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,22.5,65
"10:10:00 23/11/2011",16,1,109,1,9,1,7.6,1,0.003,1,0.14,1,0.039,1,0.009,1,3,1,1.4,1,18.5,1
"10:15:00 01/08/1977",NA,NA,120,65,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,65,6.5,65
"10:15:00 02/02/1984",NA,NA,140,65,8.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,19,65
"10:15:00 04/04/1977",NA,NA,100,65,12.6,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,19.5,65
"10:15:00 04/09/1991",5,65,78,65,10.3,65,6.9,65,0.003,65,0.1,65,0.009,65,0.005,65,1,65,0.6,65,10,65
"10:15:00 04/11/1975",NA,NA,96,65,9.2,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,14,65
"10:15:00 05/08/1983",NA,NA,95,65,11.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,65,7.5,65
"10:15:00 08/05/1991",5,65,130,65,11.2,65,6.6,65,0.003,65,0.2,65,0.06,65,0.01,65,1,65,1.2,65,12,65
"10:15:00 15/12/1975",NA,NA,120,65,9.4,65,8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,18,65
"10:15:00 24/09/1982",NA,NA,110,65,10.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,13,65
"10:20:00 01/07/1977",NA,NA,120,65,11.7,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,65,6.5,65
"10:20:00 01/10/1987",NA,NA,73,65,9,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,13.5,65
"10:20:00 01/12/1976",NA,NA,82,65,9.6,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,65,17.5,65
"10:20:00 01/12/1983",NA,NA,110,65,9.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,65,17.5,65
"10:20:00 03/10/1985",NA,NA,160,65,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,13,65
"10:20:00 05/06/2007",8,65,114,65,10.2,65,6.9,65,0.003,65,0.06,65,0.006,65,0.005,65,1,65,0.7,65,8.4,65
"10:20:00 06/05/1992",10,65,120,65,9.8,65,7.2,65,0.003,65,0.1,65,0.09,65,0.005,65,3,65,0.5,65,13.5,65
"10:20:00 08/07/1982",NA,NA,85,65,12.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,5,65
"10:30:00 01/05/1986",NA,NA,190,65,10.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,11,65
"10:30:00 01/12/1981",NA,NA,83,65,9,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,20,65
"10:30:00 04/04/1978",NA,NA,90,65,10,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,14,65
"10:30:00 06/08/1991",15,65,95,65,10.2,65,6.9,65,0.003,65,0.1,65,0.06,65,0.005,65,4,65,2.1,65,8,65
"10:30:00 12/04/1988",NA,NA,370,65,9.4,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,14,65
"10:30:00 12/06/1991",5,65,94,65,11.5,65,6.8,65,0.003,65,0.1,65,0.3,65,0.007,65,1,65,1.5,65,11.5,65
"10:30:00 13/11/1990",20,65,88,65,8.8,65,6.9,65,0.003,65,0.1,65,0.009,65,0.004,65,1,65,1.2,65,22,65
"10:30:00 15/08/1990",30,65,52,65,11.6,65,6.4,65,0.003,65,0.2,65,0.02,65,0.008,65,1,65,3.6,65,8.5,65
"10:30:00 16/02/1983",NA,NA,370,65,8,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,25,65
"10:30:00 28/11/1994",10,65,84,65,8.8,65,6.8,65,0.003,65,0.2,65,0.04,65,0.005,65,5,65,2,65,17.5,65
"10:30:00 30/08/1984",NA,NA,74,65,11.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,9,65
"10:35:00 01/05/1978",NA,NA,100,65,9.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,65,11,65
"10:35:00 04/09/1980",NA,NA,110,65,11,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,11.5,65
"10:45:00 04/07/1983",NA,NA,120,65,11.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,65,8,65
