"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"10:45:00 09/12/1997",15,65,210,65,NA,180,7.5,65,0.003,65,0.26,65,0.01,65,0.01,65,2,65,2.1,65,22,65
"10:45:00 26/10/2005",10,65,78,65,9.9,65,6.9,65,0.003,65,0.09,65,0.03,65,0.009,65,1,65,0.5,65,NA,NA
"10:45:00 28/06/1995",11,65,60,65,10.4,65,7.5,65,0.003,65,0.1,65,0.003,65,0.005,65,2,65,2.5,65,8,65
"10:50:00 01/08/1988",NA,NA,100,65,11.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,8,65
"10:50:00 02/05/1977",NA,NA,110,65,9.2,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,12.5,65
"10:50:00 02/06/1986",NA,NA,140,65,11.6,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,65,8.5,65
"10:50:00 04/07/1986",NA,NA,120,65,12.2,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,65,7,65
"10:50:00 11/12/2008",13,65,37,65,9,65,7.6,65,0.003,65,0.13,65,0.05,65,0.006,65,2,65,0.9,65,18.4,65
"10:55:00 11/11/1992",15,65,79,65,10.2,65,7.8,65,0.003,65,0.1,65,0.007,65,0.005,65,1,65,1.8,65,15,65
"10:55:00 18/10/1976",NA,NA,86,65,12,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,65,10,65
"10:55:00 26/11/2009",12,1,109.9,1,6.9,1,7.1,1,0.001,1,0.09,1,0.052,1,0.005,1,1,1,1.7,1,25.5,1
"11:00:00 01/06/1981",NA,NA,93,65,10.6,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,10.5,65
"11:00:00 04/04/1986",NA,NA,160,65,8.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,18,65
"11:00:00 06/11/1995",90,65,120,65,10.4,65,6.4,65,0.003,65,0.4,65,0.09,65,0.02,65,12,65,19,65,14,65
"11:00:00 09/07/1987",NA,NA,79,65,13.1,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,4.5,65
"11:00:00 10/03/2009",9,65,172,65,7.7,65,7.4,65,0.003,65,0.16,65,0.01,65,0.01,65,2,65,1,65,21.1,65
"11:00:00 14/04/1976",NA,NA,87,65,NA,180,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,17,65
"11:00:00 15/06/1990",NA,NA,100,65,11,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,65,8,65
"11:00:00 16/01/1984",NA,NA,140,65,7.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,21.5,65
"11:00:00 20/07/1998",16,65,85,65,11.6,65,7.4,65,0.003,65,0.1,65,0.15,65,0.005,65,2,65,1.9,65,5,65
"11:00:00 29/01/1996",16,65,69,65,8.6,65,7.1,65,0.003,65,0.1,65,0.05,65,0.009,65,2,65,1.4,65,21,65
"11:00:00 30/10/1989",NA,NA,95,65,10,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,17.5,65
"11:05:00 29/10/2009",12,1,69.4,1,8.8,1,7.2,1,0.002,1,0.17,1,0.002,1,0.005,1,1,1,0.7,1,20.2,1
"11:10:00 01/06/1978",NA,NA,92,65,10.9,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,65,11,65
"11:10:00 03/10/1977",NA,NA,91,65,9.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,14.5,65
"11:10:00 06/04/1987",NA,NA,NA,180,10,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,17.5,65
"11:10:00 07/08/1985",NA,NA,88,65,11.2,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,65
"11:15:00 01/11/1985",NA,NA,79,65,10.4,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,65,14.5,65
"11:15:00 02/10/1975",NA,NA,130,65,9.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,14,65
"11:15:00 15/06/1984",NA,NA,99,65,11.8,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,65,7,65
"11:15:00 23/07/1997",17,65,76,65,12,65,7.4,65,0.003,65,0.18,65,0.01,65,0.01,65,2,65,3,65,9,65
"11:30:00 08/09/1988",NA,NA,110,65,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,11.5,65
"11:30:00 10/02/1998",12,65,450,65,8.6,65,8,65,0.003,65,0.46,65,0.05,65,0.005,65,2,65,1.8,65,23.5,65
"11:30:00 19/03/2008",14,65,109,65,8.5,65,7.2,65,0.003,65,0.16,65,0.16,65,0.007,65,2,65,4.6,65,21.5,65
"11:30:00 23/12/2010",12,1,87,1,8.6,1,7.3,1,0.003,1,0.12,1,0.018,1,0.007,1,2,1,1.4,1,20,1
"11:30:00 27/08/1996",3,65,77,65,11.2,65,6.9,65,0.005,65,0.29,65,0.14,65,0.008,65,4,65,2.7,65,10,65
"11:30:00 28/01/2009",10,65,107,65,8.9,65,7,65,0.003,65,0.16,65,0.12,65,0.009,65,2,65,0.7,65,28.4,65
"11:30:00 29/08/2007",14,65,118,65,11.4,65,7.6,65,0.003,65,0.09,65,0.004,65,0.01,65,1,65,0.8,65,12.3,65
"11:35:00 13/09/1977",NA,NA,59,65,10.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,65,10,65
"11:40:00 11/08/1993",5,65,92,65,11.4,65,7.3,65,0.003,65,0.1,65,0.008,65,0.005,65,1,65,1.7,65,7.5,65
"11:40:00 15/03/1994",50,65,72,65,10.2,65,6.8,65,0.003,65,0.2,65,0.01,65,0.01,65,1,65,9,65,15,65
"11:45:00 16/02/1995",10,65,110,65,7.8,65,7.2,65,0.003,65,0.1,65,0.04,65,0.005,65,2,65,1.4,65,25,65
"11:45:00 26/10/1998",13,65,96,65,9.6,65,7.6,65,0.003,65,0.08,65,0.01,65,0.01,65,2,65,4,65,19.5,65
"11:50:00 03/04/1991",10,65,180,65,9.8,65,6.8,65,NA,NA,0.3,65,0.17,65,0.005,65,1,65,1,65,17.5,65
"12:00:00 13/03/1996",15,65,85,65,9,65,6.9,65,0.003,65,0.1,65,0.03,65,0.01,65,3,65,1.3,65,21.5,65
"12:00:00 14/12/2006",10,65,NA,NA,NA,NA,NA,NA,0.003,65,0.22,65,0.02,65,0.02,65,18,65,NA,NA,NA,NA
"12:00:00 25/05/2010",5,1,94.7,1,10.6,1,7.4,1,0.001,1,0.05,1,0.037,1,0.005,1,1,1,0.9,1,10.8,1
"12:00:00 25/06/1997",6,65,150,65,11.8,65,7.5,65,0.003,65,0.13,65,0.04,65,0.006,65,2,65,1.5,65,7,65
"12:00:00 27/05/1996",13,65,79,65,14,65,7.2,65,0.004,65,0.15,65,0.004,65,0.009,65,2,65,1.6,65,9.5,65
"12:00:00 27/11/1996",16,65,74,65,8.6,65,7,65,0.004,65,0.46,65,0.02,65,0.01,65,2,65,3.1,65,21.5,65
"12:00:00 28/01/1997",17,65,120,65,7.8,65,7,65,0.003,65,0.14,65,0.01,65,0.01,65,2,65,1.3,65,23,65
"12:10:00 19/09/1977",NA,NA,120,65,NA,180,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,65,11.5,65
"12:10:00 28/01/2010",10,1,144,1,8,1,7.8,1,0.003,1,0.16,1,0.014,1,0.005,1,2,1,1,1,26.8,1
"12:15:00 12/01/1998",15,65,330,65,8.8,65,7.8,65,0.003,65,0.56,65,0.006,65,0.03,65,4,65,2.8,65,31.5,65
"12:15:00 17/04/2008",8,65,114,65,9.7,65,6.9,65,0.003,65,0.01,65,0.06,65,0.005,65,2,65,0.8,65,16.1,65
"12:15:00 25/06/1996",13,65,110,65,15,65,6.9,65,0.003,65,0.14,65,0.01,65,0.01,65,2,65,4,65,8,65
"12:20:00 08/05/2008",8,65,83,65,6.8,65,10.5,65,0.003,65,0.05,65,0.08,65,0.02,65,2,65,0.7,65,13.5,65
"12:20:00 12/01/1994",5,65,110,65,8.8,65,7.3,65,0.003,65,0.1,65,0.03,65,0.005,65,2,65,1.3,65,25.5,65
"12:20:00 26/10/1992",20,65,74,65,10.2,65,7.1,65,0.003,65,0.2,65,0.006,65,0.007,65,8,65,6,65,14.5,65
"12:25:00 06/11/2007",45,65,99,65,4.4,65,6.8,65,0.003,65,0.28,65,0.78,65,0.01,65,2,65,11.9,65,14.1,65
"12:25:00 13/09/2007",14,65,115,65,10.8,65,7.1,65,0.003,65,0.11,65,0.01,65,0.005,65,2,65,1.3,65,15.5,65
"12:30:00 15/02/2010",20,1,164,1,6.9,1,7.3,1,0.001,1,0.38,1,0.047,1,0.009,1,2,1,2,1,21.5,1
"12:30:00 16/01/1995",10,65,130,65,8.2,65,7.6,65,0.003,65,0.2,65,0.003,65,0.01,65,49,65,2.1,65,25,65
"12:30:00 16/04/2009",7,65,151,65,9.6,65,7.1,65,0.003,65,0.12,65,0.05,65,0.009,65,2,65,1.2,65,14.6,65
"12:30:00 18/04/1994",10,65,77,65,10.4,65,7.4,65,0.003,65,0.1,65,0.03,65,0.007,65,1,65,2.1,65,13.9,65
"12:30:00 19/10/1995",20,65,84,65,9.6,65,6.9,65,0.003,65,0.1,65,0.02,65,0.007,65,5,65,2.1,65,20,65
"12:30:00 23/10/1996",6,65,74,65,9.4,65,6.8,65,0.003,65,0.42,65,0.02,65,0.01,65,2,65,1.7,65,21,65
"12:30:00 25/03/1997",13,65,85,65,9.8,65,6.9,65,0.003,65,0.08,65,0.03,65,0.009,65,2,65,0.8,65,17.5,65
"12:40:00 23/03/2010",10,1,104.2,1,9.5,1,7,1,0.001,1,0.1,1,0.035,1,0.005,1,1,1,1.7,1,20.4,1
"12:40:00 26/09/1995",100,65,100,65,10.6,65,6.8,65,0.003,65,0.3,65,0.14,65,0.01,65,5,65,16,65,12.5,65
"12:45:00 05/03/1998",9,65,560,65,9.2,65,8.3,65,0.003,65,0.44,65,0.04,65,0.005,65,3,65,2.1,65,21.5,65
"12:45:00 08/10/1991",15,65,90,65,12.4,65,6.7,65,0.01,65,1,65,0.02,65,0.01,65,1,65,1.1,65,17,65
"12:45:00 10/04/1997",12,65,110,65,10.4,65,6.9,65,0.003,65,0.13,65,0.14,65,0.005,65,2,65,1.2,65,15,65
"12:45:00 16/01/2012",12,1,96,1,8.7,1,6.7,1,0.004,1,0.12,1,0.072,1,0.005,1,2,1,0.9,1,25.6,1
"12:45:00 26/09/1996",18,65,58,65,9.4,65,6.8,65,0.003,65,0.25,65,0.004,65,0.02,65,2,65,1.2,65,14,65
"12:50:00 14/08/1989",NA,NA,100,65,12,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,7,65
"12:52:00 11/10/2007",10,65,115,65,8.3,65,7.6,65,0.003,65,0.11,65,0.007,65,0.005,65,2,65,0.8,65,19.8,65
"13:00:00 01/05/2007",16,65,109,65,9,65,7.3,65,0.003,65,0.35,65,0.47,65,0.06,65,8,65,1.5,65,15.9,65
"13:00:00 03/08/1995",14,65,71,65,11.6,65,7.2,65,0.003,65,0.1,65,0.004,65,0.009,65,2,65,2.5,65,7,65
"13:00:00 09/06/1993",5,65,91,65,11.6,65,7.2,65,0.003,65,0.1,65,0.003,65,0.005,65,1,65,2.8,65,9,65
"13:00:00 12/05/1993",10,65,98,65,10.8,65,7.3,65,0.003,65,0.1,65,0.007,65,0.005,65,2,65,1.5,65,10.5,65
"13:00:00 12/12/1994",5,65,110,65,7.8,65,7.5,65,0.003,65,0.2,65,0.04,65,0.005,65,4,65,1.3,65,28,65
"13:00:00 14/07/1993",5,65,120,65,11.4,65,7.6,65,0.004,65,0.1,65,0.003,65,0.005,65,1,65,4,65,8,65
"13:00:00 14/12/1995",30,65,99,65,10,65,6.3,65,0.003,65,0.2,65,0.03,65,0.01,65,4,65,4.3,65,18,65
"13:00:00 22/12/2009",8,1,89.3,1,7.7,1,7,1,0.001,1,0.23,1,0.064,1,0.027,1,1,1,3.6,1,26.6,1
"13:00:00 23/04/1998",13,65,800,65,11,65,8.3,65,0.003,65,0.53,65,0.02,65,0.01,65,2,65,1.8,65,14.5,65
"13:00:00 25/08/1994",5,65,91,65,12,65,6.5,65,0.003,65,0.1,65,0.004,65,0.005,65,2,65,0.7,65,8.8,65
"13:05:00 04/08/1980",NA,NA,120,65,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,10,65
"13:05:00 13/10/1993",30,65,88,65,10.2,65,7,65,0.005,65,0.1,65,0.05,65,0.01,65,3,65,10.2,65,15,65
"13:05:00 22/02/1990",NA,NA,NA,180,8.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,23,65
"13:10:00 12/02/1991",15,65,120,65,7.4,65,6.7,65,NA,NA,0.3,65,0.09,65,0.005,65,1,65,1.5,65,25,65
"13:10:00 12/10/1994",5,65,99,65,9.8,65,7.2,65,0.003,65,0.1,65,0.003,65,0.006,65,1,65,2,65,15,65
"13:10:00 19/08/2010",16,1,90,1,11.1,1,7.4,1,0.003,1,0.11,1,0.052,1,0.005,1,2,1,1,1,10.8,1
"13:15:00 11/09/2008",6,65,NA,NA,NA,NA,NA,NA,0.003,65,0.06,65,0.09,65,0.005,65,2,65,NA,NA,NA,NA
"13:15:00 17/07/2007",20,65,116,65,12.6,65,6.5,65,0.003,65,0.11,65,0.35,65,0.005,65,1,65,3.1,65,7.7,65
"13:30:00 02/11/1976",NA,NA,99,65,7.6,65,5.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,65,18,65
"13:30:00 09/02/1994",15,65,88,65,8.7,65,7.4,65,0.003,65,0.2,65,0.14,65,0.005,65,1,65,1.5,65,26,65
"13:30:00 09/03/1990",NA,NA,90,65,9.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65,21.5,65
"13:30:00 13/10/2010",10,1,90,1,9,1,7.8,1,0.003,1,0.09,1,0.022,1,0.01,1,2,1,0.8,1,18.5,1
"13:30:00 15/04/1993",5,65,92,65,10.2,65,NA,180,0.003,65,0.1,65,0.01,65,0.005,65,1,65,2,65,15,65
"13:30:00 15/09/1998",10,65,84,65,10.8,65,7.5,65,0.003,65,0.09,65,0.006,65,0.006,65,2,65,1.3,65,13,65
"13:30:00 17/11/2008",12,65,NA,NA,NA,NA,NA,NA,0.003,65,0.18,65,0.18,65,0.008,65,2,65,NA,NA,NA,NA
"13:30:00 22/04/1996",13,65,76,65,10.7,65,7.5,65,0.005,65,0.06,65,0.01,65,0.01,65,2,65,1.7,65,12.5,65
"13:30:00 23/02/2011",12,1,82,1,8.4,1,7.1,1,0.003,1,0.14,1,0.033,1,0.021,1,2,1,1.5,1,23.1,1
"13:30:00 23/02/2012",14,1,93,1,8.5,1,7.3,1,0.01,1,0.11,1,0.066,1,0.005,1,2,1,0.6,1,22.9,1
"13:30:00 24/05/1995",2,65,130,65,12,65,7.1,65,NA,NA,0.1,65,0.006,65,0.005,65,2,65,2.5,65,8.2,65
"13:30:00 25/08/1998",22,65,100,65,11.4,65,7.6,65,0.003,65,0.12,65,0.02,65,0.005,65,2,65,1.6,65,10,65
"13:30:00 26/04/2012",8,1,96,1,9.6,1,7.5,1,0.003,1,0.09,1,0.017,1,0.005,1,2,1,1.5,1,15.9,1
"13:30:00 26/10/2011",12,1,83,1,9.4,1,7.1,1,0.003,1,0.11,1,0.038,1,0.005,1,2,1,1.3,1,18.8,1
"13:30:00 28/03/2011",16,1,73,1,8.5,1,7.5,1,0.003,1,0.26,1,0.011,1,0.026,1,2,1,1.3,1,19.1,1
"13:33:00 17/11/2008",NA,NA,132,65,9.3,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,25.1,65
"13:35:00 20/06/1988",NA,NA,39,65,12,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,7.5,65
"13:40:00 11/09/2008",NA,NA,77,65,10.4,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,13.2,65
"13:40:00 13/08/2008",NA,NA,79,65,9.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,65,10.6,65
"13:42:00 31/07/1989",NA,NA,88,65,12.1,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,8.5,65
"13:45:00 01/08/1975",NA,NA,29,65,9.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,65
"13:45:00 27/03/1995",5,65,120,65,10.1,65,7.2,65,0.003,65,0.1,65,0.19,65,0.01,65,2,65,6,65,15,65
"13:45:00 28/09/1993",30,65,89,65,10,65,NA,180,0.003,65,0.2,65,0.14,65,0.005,65,13,65,6.5,65,15.5,65
"13:50:00 09/06/1998",80,65,100,65,10.4,65,7.4,65,0.003,65,0.61,65,0.71,65,0.02,65,4,65,6.2,65,11.5,65
"14:00:00 14/01/1983",NA,NA,210,65,NA,180,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,65,17.5,65
"14:00:00 14/06/1994",5,65,71,65,11.4,65,7.4,65,0.003,65,0.1,65,0.006,65,0.005,65,1,65,1.1,65,9,65
"14:00:00 15/09/2010",8,1,73,1,9.3,1,7.6,1,0.003,1,0.09,1,0.004,1,0.037,1,2,1,0.6,1,14.6,1
"14:00:00 17/06/2010",5,1,76,1,11.7,1,7.4,1,0.008,1,0.06,1,0.046,1,0.005,1,1,1,0.4,1,10,1
"14:00:00 20/07/1990",NA,NA,110,65,11.8,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,8,65
"14:00:00 23/07/1996",4,65,100,65,12,65,6.8,65,0.003,65,0.13,65,0.003,65,0.006,65,2,65,0.9,65,8,65
"14:00:00 24/05/2011",8,1,81,1,10.4,1,7.7,1,0.003,1,0.11,1,0.006,1,0.005,1,2,1,1.5,1,10.7,1
"14:00:00 26/07/2011",30,1,96,1,10.2,1,7.1,1,0.003,1,0.18,1,0.44,1,0.009,1,2,1,5.8,1,8.8,1
"14:05:00 05/01/1976",NA,NA,140,65,NA,180,9.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,23,65
"14:10:00 06/12/2007",14,65,106,65,8.4,65,8.1,65,0.003,65,0.04,65,0.02,65,0.005,65,2,65,0.6,65,25.6,65
"14:10:00 14/05/2009",6,65,188,65,9.9,65,6.2,65,0.003,65,0.12,65,0.04,65,0.01,65,2,65,0.6,65,12.2,65
"14:15:00 26/08/1975",NA,NA,57,65,10.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9.5,65
"14:15:00 27/01/2011",11,1,92,1,7.1,1,7.4,1,0.003,1,0.16,1,0.1,1,0.007,1,2,1,1.6,1,27.1,1
"14:15:00 28/04/2011",12,1,73,1,10.6,1,7.5,1,0.003,1,0.08,1,0.012,1,0.005,1,2,1,0.6,1,14.2,1
"14:17:00 06/02/1996",15,65,92,65,9.2,65,7.3,65,0.003,65,0.1,65,0.06,65,0.01,65,2,65,8.8,65,19,65
"14:20:00 07/01/2008",18,65,115,65,8,65,7.3,65,0.003,65,0.06,65,0.04,65,0.01,65,2,65,2.1,65,27.1,65
"14:20:00 12/04/1990",NA,NA,100,65,8.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,20,65
"14:20:00 25/08/2009",5,1,122.5,1,9.2,1,7.1,1,0.004,1,0.05,1,0.015,1,0.005,1,2,1,1.1,1,11.1,1
"14:20:00 27/06/2011",12,1,108,1,10.4,1,7.5,1,0.003,1,0.08,1,0.044,1,0.005,1,2,1,1.6,1,8.3,1
"14:20:00 30/04/1984",NA,NA,92,65,NA,180,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,65,13,65
"14:25:00 01/12/1975",NA,NA,160,65,6.6,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,26,65
"14:30:00 01/09/1975",NA,NA,110,65,9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,11,65
"14:30:00 10/05/1994",5,65,100,65,10.4,65,6.8,65,0.003,65,0.1,65,0.01,65,0.005,65,1,65,1.2,65,11.5,65
"14:30:00 11/03/1993",10,65,86,65,9,65,7.5,65,0.003,65,0.1,65,0.04,65,0.005,65,1,65,1.5,65,19,65
"14:30:00 13/07/1992",15,65,96,65,11.2,65,8,65,0.003,65,0.1,65,0.04,65,0.005,65,4,65,1.2,65,9,65
"14:30:00 13/09/1994",5,65,88,65,11,65,6.7,65,0.003,65,0.1,65,0.008,65,0.005,65,1,65,1.2,65,11,65
"14:30:00 14/07/1994",5,65,98,65,11.8,65,7.1,65,NA,NA,0.1,65,0.009,65,0.005,65,1,65,2.7,65,6.5,65
"14:30:00 14/09/2011",8,1,102,1,9.2,1,7.4,1,0.003,1,0.09,1,0.027,1,0.005,1,2,1,1.1,1,12.9,1
"14:30:00 25/06/2009",4,65,186,65,9.9,65,8.2,65,0.003,65,0.27,65,0.02,65,0.006,65,2,65,0.7,65,7,65
"14:30:00 27/07/2010",6,1,80,1,11.1,1,7.4,1,0.003,1,0.07,1,0.004,1,0.005,1,2,1,0.5,1,8.8,1
"14:30:00 29/10/1990",30,65,78,65,9,65,6.9,65,0.003,65,0.6,65,0.005,65,0.01,65,2,65,3.2,65,18,65
"14:40:00 01/10/1981",NA,NA,86,65,9.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,17.5,65
"14:45:00 09/12/1992",70,65,86,65,6.4,65,7.5,65,0.003,65,0.3,65,0.05,65,0.02,65,16,65,23,65,17,65
"14:50:00 01/04/1976",NA,NA,82,65,NA,180,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,19.5,65
"14:50:00 16/05/1989",NA,NA,75,65,10,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,13.5,65
"15:00:00 02/03/1979",NA,NA,150,65,8.6,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,25,65
"15:00:00 25/08/2011",12,1,111,1,11.4,1,7.4,1,0.005,1,0.11,1,0.24,1,0.11,1,2,1,1.7,1,10.9,1
"15:00:00 27/08/1997",5,65,66,65,10.4,65,7.5,65,0.003,65,0.07,65,0.007,65,0.005,65,2,65,1.1,65,10.5,65
"15:00:00 29/07/1975",NA,NA,100,65,9,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,10.5,65
"15:10:00 19/06/2008",3,65,86,65,7.8,65,10.4,65,0.003,65,0.06,65,0.07,65,0.005,65,2,65,0.5,65,11,65
"15:10:00 29/03/1978",NA,NA,73,65,10.2,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,65,16,65
"15:15:00 27/04/2010",5,1,85.9,1,9.9,1,7.8,1,0.002,1,0.08,1,0.024,1,0.016,1,1,1,0.6,1,14.7,1
"15:20:00 07/10/1977",NA,NA,94,65,9.4,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,17.5,65
"15:25:00 20/10/1976",NA,NA,64,65,11.2,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,65,12,65
"15:30:00 01/10/1976",NA,NA,81,65,10.2,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,65,14,65
"15:30:00 02/02/1976",NA,NA,130,65,6.8,65,4.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,25,65
"15:30:00 10/09/2009",5,1,115.3,1,10.4,1,7.4,1,0.002,1,0.06,1,0.042,1,0.005,1,1,1,2.4,1,13.5,1
"15:30:00 13/05/1997",9,65,130,65,10.6,65,7.6,65,0.003,65,0.17,65,0.01,65,0.01,65,2,65,0.6,65,13,65
"15:30:00 14/10/1997",7,65,100,65,10,65,7.6,65,0.006,65,0.15,65,0.02,65,0.01,65,2,65,1.4,65,18.5,65
"15:30:00 24/09/1997",6,65,73,65,10.6,65,7.3,65,0.003,65,0.1,65,0.02,65,0.01,65,2,65,1.2,65,14,65
"16:00:00 17/03/1989",NA,NA,79,65,8.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,65,19,65
"16:05:00 10/01/1977",NA,NA,99,65,7.7,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,27.5,65
"16:10:00 03/04/2007",10,65,615,65,8.2,65,7.1,65,0.003,65,0.32,65,0.03,65,0.08,65,3,65,1.5,65,18.8,65
"16:30:00 01/03/1977",NA,NA,110,65,NA,180,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,65,20,65
"16:40:00 02/11/1981",NA,NA,78,65,8.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,65,22,65
