"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"10:30:00 09/11/1987",NA,NA,58,65,10.8,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,12.5,65
"10:30:00 13/10/1977",NA,NA,61,65,6.9,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,14,65
"10:30:00 15/10/1998",80,65,61,65,10.2,65,6.9,65,0.009,65,0.33,65,0.3,65,0.04,65,8,65,12,65,11.6,65
"10:30:00 19/06/1997",50,65,80,65,12.9,65,6.6,65,0.007,65,0.36,65,0.36,65,0.03,65,18,65,5.8,65,6.8,65
"10:30:00 22/03/1982",NA,NA,68,65,8.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,65,16,65
"10:30:00 22/05/1997",60,65,82,65,10.9,65,7,65,0.009,65,0.34,65,0.37,65,0.04,65,12,65,5.2,65,10.1,65
"10:30:00 25/09/1996",50,65,84,65,10.8,65,6.4,65,0.003,65,0.31,65,0.51,65,0.03,65,18,65,7.6,65,8.7,65
"10:35:00 04/07/1984",NA,NA,85,65,11,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,65,6,65
"10:35:00 14/11/1996",50,65,83,65,10.7,65,7.1,65,0.006,65,0.33,65,0.4,65,0.03,65,15,65,6.3,65,12,65
"10:35:00 19/01/1978",NA,NA,61,65,9.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,15,65
"10:40:00 06/11/1985",NA,NA,61,65,9.6,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,65,13.5,65
"10:40:00 07/01/1986",NA,NA,65,65,8.9,65,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,14.3,65
"10:40:00 13/01/1981",NA,NA,65,65,9,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,65,15,65
"10:40:00 15/05/1996",55,65,70,65,10.7,65,6.6,65,0.005,65,0.34,65,0.44,65,0.03,65,12,65,6.4,65,9.5,65
"10:40:00 18/07/1985",NA,NA,45,65,12,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,65,4.5,65
"10:45:00 08/09/1987",NA,NA,66,65,11.4,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,8,65
"10:45:00 12/03/1997",48,65,130,65,10,65,7,65,0.01,65,0.32,65,0.33,65,0.04,65,18,65,7.3,65,15.5,65
"10:45:00 22/09/1997",45,65,65,65,11.5,65,6.7,65,0.007,65,0.33,65,0.37,65,0.03,65,15,65,8.3,65,8.8,65
"10:45:00 23/08/1977",NA,NA,57,65,9.6,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,7.5,65
"10:45:00 24/06/1983",NA,NA,73,65,12.5,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,65,6.5,65
"10:45:00 28/10/1982",NA,NA,66,65,9.8,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,12.5,65
"10:47:00 22/07/1983",NA,NA,84,65,11.1,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,65,6.8,65
"10:53:00 11/01/1979",NA,NA,59,65,8.5,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,65,15.8,65
"10:55:00 05/08/1983",NA,NA,71,65,13,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,4.2,65
"10:55:00 09/06/1982",NA,NA,65,65,12.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,5.8,65
"10:55:00 09/12/1983",NA,NA,69,65,10.4,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,10.4,65
"10:55:00 17/07/1980",NA,NA,60,65,11.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,65,7,65
"11:00:00 02/02/1984",NA,NA,68,65,9.6,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,11.4,65
"11:00:00 04/03/1987",NA,NA,68,65,9.1,65,6.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,13,65
"11:00:00 11/11/1983",NA,NA,62,65,10.3,65,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,65,8,65
"11:00:00 12/05/1980",NA,NA,66,65,10.2,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,65,11,65
"11:00:00 14/03/1978",NA,NA,71,65,8.6,65,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,65,17.5,65
"11:00:00 15/07/1982",NA,NA,64,65,12.2,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,65,6.5,65
"11:01:00 05/05/1992",50,65,55,65,10.4,65,6.8,65,0.01,65,0.4,65,0.3,65,0.04,65,11,65,4.7,65,12,65
"11:05:00 14/12/1978",NA,NA,62,65,9.4,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,12.2,65
"11:10:00 06/05/1983",NA,NA,110,65,11.2,65,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,65,8.5,65
"11:10:00 09/12/1981",NA,NA,51,65,NA,180,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,65,12.5,65
"11:10:00 11/10/1978",NA,NA,59,65,NA,180,7.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,65,12,65
"11:10:00 19/09/1977",NA,NA,59,65,9.4,65,7.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,8.5,65
"11:15:00 07/08/1985",NA,NA,76,65,11.7,65,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65,8.7,65
"11:15:00 22/07/1996",75,65,180,65,9.8,65,6.8,65,0.003,65,0.43,65,0.49,65,0.03,65,20,65,9.3,65,8.5,65
"11:15:00 23/03/1981",NA,NA,580,65,9.8,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,65,12.5,65
"11:20:00 07/06/1988",NA,NA,56,65,10.8,65,5.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,9.5,65
"11:20:00 15/07/1981",NA,NA,79,65,11.5,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,65,7,65
"11:20:00 17/04/1978",NA,NA,64,65,9.2,65,7.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,65,12,65
"11:20:00 26/05/1977",NA,NA,100,65,8.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,65,8,65
"11:20:00 26/05/1998",110,65,57,65,9.6,65,7,65,0.005,65,0.8,65,0.31,65,0.04,65,19,65,4.8,65,9.2,65
"11:20:00 28/10/1983",NA,NA,63,65,11.3,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,9.8,65
"11:22:00 28/03/1980",NA,NA,69,65,10.1,65,6.3,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,65,12.2,65
"11:25:00 06/04/1987",NA,NA,62,65,9.5,65,6.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,14,65
"11:25:00 08/03/1994",40,65,58,65,10.4,65,6.9,65,0.01,65,0.4,65,0.37,65,0.03,65,16,65,6.4,65,13.5,65
"11:25:00 21/03/1977",NA,NA,94,65,8,65,6.6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,12,65
"11:25:00 26/03/1979",NA,NA,62,65,10.1,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,12.5,65
"11:25:00 26/09/1979",NA,NA,65,65,7.7,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9.8,65
"11:30:00 04/04/1984",NA,NA,73,65,10.8,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,65,10,65
"11:30:00 04/04/1985",NA,NA,78,65,9.5,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,65,13,65
"11:30:00 05/04/1982",NA,NA,67,65,NA,180,7.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,65,8.5,65
"11:30:00 05/10/1981",NA,NA,58,65,10.1,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,11,65
"11:30:00 06/11/1980",NA,NA,57,65,9.8,65,5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,9.8,65
"11:30:00 18/07/1978",NA,NA,66,65,NA,180,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,65,7.5,65
"11:30:00 25/08/1997",90,65,105,65,11,65,7.1,65,0.003,65,0.84,65,0.34,65,0.08,65,35,65,10,65,6.3,65
"11:34:00 11/06/1980",NA,NA,58,65,11.6,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,65,8,65
"11:35:00 07/05/1981",NA,NA,64,65,10,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,65,8.6,65
"11:35:00 10/09/1985",NA,NA,77,65,9,65,6.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,65,8.7,65
"11:35:00 17/02/1998",100,65,62,65,10.2,65,6.7,65,0.009,65,0.61,65,0.24,65,0.05,65,32,65,14,65,13.2,65
"11:35:00 31/05/1979",NA,NA,63,65,10.3,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,65,9.5,65
"11:39:00 15/03/1995",60,65,66,65,10.6,65,6.4,65,0.01,65,0.3,65,1.1,65,0.06,65,27,65,1.7,65,13,65
"11:40:00 11/04/1996",90,65,58,65,9.2,65,6.7,65,0.009,65,0.45,65,0.34,65,0.06,65,31,65,19,65,11,65
"11:40:00 13/11/1978",NA,NA,46,65,9.2,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,65,10.8,65
"11:40:00 25/03/1998",65,65,64,65,10.4,65,7,65,0.01,65,0.47,65,0.28,65,0.04,65,10,65,3.4,65,12.5,65
"11:45:00 15/08/1978",NA,NA,61,65,NA,180,7.4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,65,8,65
"11:45:00 15/11/1979",NA,NA,63,65,9.4,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,65,13.5,65
"11:45:00 16/06/1978",NA,NA,65,65,9.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,65,9,65
"11:45:00 17/05/1978",NA,NA,72,65,12.2,65,7.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,65,8.5,65
"11:50:00 02/07/1979",NA,NA,62,65,11.4,65,6.7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,65,7.2,65
"11:50:00 06/03/1985",NA,NA,75,65,9.2,65,5.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,65,12,65
"11:50:00 12/12/1977",NA,NA,63,65,9.8,65,6.8,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,14.5,65
"11:50:00 20/04/1977",NA,NA,82,65,8.9,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,65,12,65
"11:50:00 21/02/1978",NA,NA,65,65,8.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,65,16,65
"11:55:00 27/02/1997",55,65,70,65,9.4,65,7,65,0.01,65,0.33,65,0.32,65,0.04,65,19,65,6.2,65,16.3,65
"12:00:00 03/10/1995",50,65,94,65,9.2,65,6.4,65,0.01,65,0.5,65,0.42,65,0.06,65,43,65,15.5,65,10.5,65
"12:00:00 19/12/1979",NA,NA,60,65,8.1,65,7,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,65,12,65
"12:00:00 20/02/1979",NA,NA,66,65,9.7,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,65,14.9,65
