"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"08:45:00 24/01/2006",60,65,349,65,6.2,65,7.2,65,0.008,65,0.45,65,0.05,65,0.05,65,15,65,22,65,NA,NA
"08:50:00 22/02/2007",40,65,644,65,6.7,65,6.7,65,0.003,65,0.39,65,0.12,65,0.01,65,17,65,NA,NA,24.2,65
"08:55:00 05/11/2008",43,65,482,65,10,65,7.4,65,0.003,65,0.62,65,0.19,65,0.09,65,26,65,28.4,65,15,65
"08:55:00 17/08/2006",35,65,669,65,9.7,65,7.4,65,0.01,65,0.35,65,0.68,65,0.02,65,11,65,18,65,11.2,65
"09:00:00 06/03/2014",30,1,457,1,8.3,1,6.9,1,0.003,1,0.54,1,0.55,1,0.059,1,56,1,46,1,19.5,1
"09:00:00 06/09/2017",90,1,590,1,10.4,1,7.1,1,0.028,1,0.71,1,0.4,1,0.086,1,28,1,59,1,8,1
"09:00:00 07/02/2018",40,1,825,1,7.1,1,7.6,1,0.011,1,0.42,1,0.19,1,0.053,1,36,1,34,1,23.5,1
"09:00:00 09/02/2011",80,1,810,1,7.7,1,7.3,1,0.03,1,0.88,1,0.76,1,0.14,1,79,1,82,1,17.5,1
"09:14:00 14/02/2006",NA,NA,352,65,8.3,65,6.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,65,18.1,65
"09:15:00 02/08/2016",48,1,572,1,10.7,1,7.4,1,0.025,1,0.46,1,0.95,1,0.066,1,20,1,35,1,10,1
"09:15:00 06/02/2013",50,1,405,1,7.8,1,7,1,0.011,1,0.45,1,0.026,1,0.013,1,110,1,80,1,23,1
"09:15:00 11/08/2004",35,65,370,65,11.4,65,6.9,65,0.01,65,0.58,65,1.1,65,0.05,65,18,65,30,65,10,65
"09:20:00 04/11/2015",30,1,412,1,8.9,1,7.1,1,0.012,1,0.4,1,0.31,1,0.066,1,44,1,49,1,17.5,1
"09:20:00 08/03/2017",35,1,586,1,8.1,1,6.9,1,0.004,1,0.47,1,0.28,1,0.034,1,21,1,32,1,19.5,1
"09:20:00 09/01/2013",56,1,400,1,8,1,7.1,1,0.009,1,0.64,1,0.083,1,0.12,1,94,1,65,1,21,1
"09:25:00 12/10/2005",70,65,426,65,11.5,65,7.2,65,0.01,65,0.75,65,1,65,0.09,65,29,65,47,65,NA,NA
"09:25:00 18/05/2006",50,65,383,65,10.1,65,6.7,65,0.003,65,0.47,65,0.04,65,0.03,65,10,65,20,65,12,65
"09:30:00 02/11/2011",50,1,282,1,9.8,1,7.2,1,0.019,1,0.76,1,1,1,0.14,1,72,1,89,1,14.5,1
"09:30:00 03/10/2012",100,1,322,1,7.6,1,7.1,1,0.016,1,1.2,1,0.78,1,0.17,1,33,1,75,1,16,1
"09:30:00 04/10/2017",40,1,630,1,10.2,1,7.3,1,0.02,1,0.42,1,0.5,1,0.064,1,27,1,33,1,14,1
"09:30:00 05/06/2012",180,1,190,1,8.7,1,7,1,0.014,1,2.8,1,1.4,1,0.67,1,570,1,762,1,10.5,1
"09:30:00 05/06/2018",28,1,540,1,10.6,1,7.4,1,0.008,1,0.4,1,0.35,1,0.022,1,13,1,16,1,10,1
"09:30:00 06/09/2018",40,1,400,1,10.4,1,7.4,1,0.012,1,0.32,1,0.88,1,0.06,1,18,1,24,1,9.5,1
"09:30:00 08/01/2014",35,1,365,1,9.3,1,7.2,1,0.003,1,0.44,1,0.43,1,0.054,1,34,1,47,1,17.5,1
"09:30:00 08/03/2016",30,1,651,1,7.6,1,6.9,1,0.003,1,0.36,1,0.28,1,0.03,1,30,1,40,1,22.5,1
"09:30:00 12/11/2014",40,1,NA,NA,NA,NA,NA,NA,0.006,1,0.57,1,0.34,1,0.083,1,62,1,NA,NA,NA,NA
"09:30:00 14/06/2006",30,65,484,65,11.2,65,7.3,65,0.02,65,0.29,65,0.39,65,0.03,65,7,65,11,65,7.9,65
"09:30:00 24/10/2006",30,65,NA,NA,9.6,65,7.2,65,0.009,65,0.23,65,0.23,65,0.05,65,12,65,22,65,14.3,65
"09:30:00 25/07/2006",30,65,480,65,11,65,7.3,65,0.02,65,0.45,65,1.1,65,0.04,65,15,65,20,65,8.2,65
"09:30:00 26/04/2006",50,65,264,65,9.6,65,6.6,65,0.004,65,0.58,65,1,65,0.04,65,10,65,20,65,11.7,65
"09:34:00 16/06/2005",35,65,627,65,8.3,65,7.1,65,0.01,65,0.38,65,0.28,65,0.04,65,6,65,10,65,NA,NA
"09:35:00 09/06/2004",35,65,450,65,9.5,65,7.4,65,0.003,65,0.37,65,0.38,65,0.02,65,8,65,12,65,8.3,65
"09:37:00 15/09/2005",60,65,388,65,9.9,65,7,65,0.006,65,0.83,65,1.1,65,0.1,65,32,65,48,65,NA,NA
"09:40:00 03/04/2013",35,1,425,1,8.7,1,7.1,1,0.003,1,0.63,1,0.28,1,0.082,1,52,1,64,1,15,1
"09:40:00 04/03/2009",20,65,773,65,8.1,65,6.9,65,0.003,65,0.52,65,0.21,65,0.03,65,20,65,21,65,18,65
"09:40:00 05/02/2014",40,1,448,1,8.3,1,7,1,0.003,1,0.54,1,0.53,1,0.054,1,42,1,47,1,20,1
"09:40:00 14/07/2004",30,65,310,65,10.7,65,6.3,65,0.003,65,0.48,65,1.1,65,0.05,65,18,65,22,65,8.9,65
"09:45:00 12/05/2004",30,65,530,65,9.8,65,7.1,65,0.003,65,0.59,65,0.42,65,0.03,65,16,65,19,65,12.5,65
"09:45:00 15/09/2004",100,65,370,65,8.2,65,6.6,65,0.02,65,1.1,65,1.3,65,0.11,65,21,65,47,65,11.7,65
"09:50:00 02/05/2012",45,1,425,1,9.4,1,7.1,1,0.015,1,0.55,1,0.69,1,0.094,1,32,1,46,1,12,1
"09:50:00 04/02/2015",30,1,407,1,8.2,1,7.2,1,0.003,1,0.58,1,0.015,1,0.078,1,58,1,50,1,20,1
"09:50:00 06/01/2016",48,1,485,1,7.6,1,7.2,1,0.012,1,0.56,1,0.038,1,0.087,1,51,1,59,1,20,1
"09:50:00 14/07/2005",50,65,608,65,NA,180,7.5,65,0.03,65,0.59,65,1.3,65,0.08,65,13,65,25,65,NA,NA
"09:51:00 09/08/2005",40,65,594,65,10.3,65,7.9,65,0.02,65,0.44,65,0.49,65,0.07,65,14,65,20,65,NA,NA
"09:55:00 07/02/2017",30,1,570,1,8.1,1,7.3,1,0.009,1,0.42,1,0.3,1,0.053,1,57,1,47,1,20.5,1
"10:00:00 02/02/2021",35,1,582,1,8.54,1,7.33,1,0.006,1,0.34,1,0.29,1,0.047,1,23,1,33,1,19.5,1
"10:00:00 04/02/2009",25,65,352,65,7.7,65,7,65,0.003,65,0.56,65,0.15,65,0.04,65,30,65,25,65,22.5,65
"10:00:00 04/12/2013",35,1,378,1,8.4,1,7.6,1,0.008,1,0.54,1,0.36,1,0.087,1,60,1,69,1,20,1
"10:00:00 07/10/2020",40,1,384,1,9.63,1,7.53,1,0.01,1,0.3,1,0.73,1,0.079,1,38,1,53,1,14,1
"10:00:00 08/08/2013",60,1,430,1,8.9,1,7.3,1,0.017,1,0.91,1,0.71,1,0.13,1,67,1,76,1,10,1
"10:00:00 08/10/2014",40,1,380,1,10,1,7,1,0.008,1,0.56,1,0.46,1,0.091,1,82,1,67,1,14.5,1
"10:00:00 10/07/2018",80,1,452,1,10,1,7.3,1,0.023,1,0.43,1,1.8,1,0.093,1,56,1,70,1,9.5,1
"10:00:00 13/12/2011",60,1,313,1,9.2,1,7.3,1,0.026,1,0.79,1,0.53,1,0.15,1,87,1,91,1,16,1
"10:00:00 15/03/2006",40,65,412,65,7.5,65,7.5,65,0.01,65,0.48,65,0.23,65,0.03,65,17,65,29,65,NA,NA
"10:00:00 19/05/2005",25,65,350,65,10.3,65,7,65,0.005,65,0.29,65,0.07,65,0.02,65,5,65,8.4,65,NA,NA
"10:05:00 03/02/2010",20,1,846.2,1,6.9,1,6.7,1,0.004,1,0.45,1,0.216,1,0.058,1,29,1,29,1,24,1
"10:10:00 07/08/2018",28,1,715,1,10.8,1,8,1,0.019,1,0.25,1,0.56,1,0.046,1,16,1,25,1,9,1
"10:15:00 05/07/2012",60,1,470,1,10.4,1,7.4,1,0.023,1,0.61,1,0.87,1,0.082,1,14,1,41,1,9.5,1
"10:15:00 06/03/2013",45,1,457,1,8.1,1,7.1,1,0.004,1,0.72,1,0.25,1,0.076,1,59,1,56,1,22,1
"10:15:00 07/03/2019",36,1,465,1,7.17,1,7.28,1,0.003,1,0.44,1,0.025,1,0.054,1,30,1,45,1,19.4,1
"10:15:00 07/04/2009",22,65,740,65,8.9,65,6.9,65,0.003,65,0.41,65,0.23,65,0.02,65,17,65,14.5,65,16.5,65
"10:15:00 08/12/2010",50,1,665,1,7.3,1,7.5,1,0.028,1,0.74,1,0.71,1,0.11,1,66,1,87,1,22,1
"10:20:00 04/02/2019",35,1,483,1,6.58,1,7.49,1,0.004,1,0.62,1,0.003,1,0.087,1,42,1,51,1,25.7,1
"10:20:00 04/06/2009",20,65,499,65,8.5,65,7.2,65,0.003,65,0.31,65,0.27,65,0.03,65,12,65,16.4,65,12.5,65
"10:20:00 07/01/2021",60,1,292,1,8.01,1,7.27,1,0.014,1,0.45,1,0.49,1,0.084,1,70,1,73,1,18.7,1
"10:20:00 07/03/2018",32,1,796,1,8,1,7.6,1,0.006,1,0.38,1,0.24,1,0.044,1,23,1,35,1,19.5,1
"10:20:00 07/12/2016",40,1,447,1,8.4,1,7.3,1,0.011,1,0.44,1,0.27,1,0.05,1,48,1,47,1,19.5,1
"10:20:00 08/05/2018",32,1,592,1,9.2,1,7.3,1,0.004,1,0.35,1,0.27,1,0.025,1,18,1,29,1,14,1
"10:30:00 04/02/2020",50,1,337,1,8,1,7.21,1,0.01,1,0.47,1,0.056,1,0.036,1,29,1,31,1,18.5,1
"10:30:00 04/04/2012",45,1,590,1,8.5,1,7.5,1,0.029,1,0.48,1,0.22,1,0.084,1,42,1,46,1,18,1
"10:30:00 04/07/2017",36,1,805,1,12,1,7.3,1,0.033,1,0.36,1,0.21,1,0.049,1,8,1,12.8,1,6,1
"10:30:00 04/10/2016",48,1,484,1,9.6,1,7.3,1,0.018,1,0.38,1,0.48,1,0.056,1,37,1,35,1,13.5,1
"10:30:00 04/11/2020",50,1,361,1,8.4,1,7.35,1,0.011,1,0.45,1,0.75,1,0.098,1,47,1,55,1,18,1
"10:30:00 05/04/2016",32,1,603,1,9.1,1,7,1,0.003,1,0.32,1,0.27,1,0.03,1,29,1,32,1,16.5,1
"10:30:00 05/08/2014",NA,180,345,1,11.8,1,7.1,1,0.014,1,0.7,1,1.2,1,0.092,1,31,1,55,1,8.5,1
"10:30:00 05/12/2012",50,1,325,1,8.1,1,7.1,1,0.013,1,0.7,1,0.39,1,0.15,1,84,1,120,1,14.5,1
"10:30:00 06/05/2015",30,1,682,1,11.2,1,7.5,1,0.003,1,0.52,1,0.27,1,0.065,1,53,1,37,1,12,1
"10:30:00 06/06/2013",32,1,374,1,9.6,1,7,1,0.003,1,0.53,1,0.93,1,0.054,1,24,1,35,1,11.5,1
"10:30:00 06/11/2007",70,65,383,65,8,65,6.7,65,0.003,65,1.1,65,11,65,0.14,65,66,65,174,65,14.5,65
"10:30:00 07/11/2012",35,1,300,1,8.3,1,7.4,1,0.012,1,0.58,1,0.75,1,0.11,1,66,1,75,1,17,1
"10:30:00 08/08/2012",88,1,348,1,10.5,1,7.1,1,0.021,1,1.2,1,0.72,1,0.2,1,88,1,142,1,9,1
"10:30:00 24/10/2018",40,1,709,1,9.2,1,7.8,1,0.011,1,0.4,1,0.22,1,0.062,1,34,1,36,1,15.5,1
"10:40:00 07/01/2015",40,1,388,1,7.4,1,7.2,1,0.007,1,0.56,1,0.019,1,0.076,1,70,1,53,1,25.5,1
"10:40:00 07/10/2008",35,65,346,65,10.9,65,7.3,65,0.003,65,0.52,65,0.32,65,0.07,65,17,65,24,65,12,65
"10:45:00 03/03/2010",32,1,466.9,1,7.1,1,7.2,1,0.004,1,0.34,1,0.011,1,0.046,1,34,1,55,1,17.5,1
"10:45:00 03/09/2008",35,65,546,65,9.9,65,7.2,65,0.01,65,0.48,65,0.61,65,0.08,65,21,65,26.3,65,11,65
"10:45:00 04/03/2015",35,1,566,1,9,1,7.3,1,0.003,1,0.47,1,0.25,1,0.042,1,49,1,45,1,20.5,1
"10:45:00 04/07/2007",35,65,357,65,8,65,7.1,65,0.02,65,0.91,65,3.4,65,0.07,65,17,65,67,65,10,65
"10:45:00 07/10/2010",36,1,710,1,9,1,7.3,1,0.003,1,0.51,1,0.45,1,0.086,1,53,1,74,1,14.5,1
"10:45:00 10/12/2018",45,1,658,1,8.1,1,7.65,1,0.009,1,0.5,1,0.37,1,0.054,1,35,1,32,1,21,1
"10:50:00 03/07/2008",20,65,440,65,10.2,65,6.9,65,0.02,65,0.43,65,0.58,65,0.05,65,38,65,48,65,9.3,65
"10:50:00 03/08/2017",36,1,710,1,11.2,1,7.3,1,0.024,1,0.32,1,0.76,1,0.049,1,16,1,20,1,8.5,1
"10:50:00 04/06/2014",35,1,425,1,10.1,1,7.2,1,0.003,1,0.49,1,0.52,1,0.047,1,42,1,43,1,14,1
"10:50:00 04/08/2020",30,1,427,1,10.93,1,7.39,1,0.009,1,0.25,1,1.1,1,0.049,1,19,1,28,1,8.7,1
"10:50:00 06/03/2007",50,65,303,65,6.8,65,6.6,65,0.004,65,0.82,65,0.4,65,0.07,65,16,65,22.8,65,18.9,65
"10:50:00 07/04/2010",32,1,385.2,1,7.3,1,7.1,1,0.004,1,0.25,1,0.045,1,0.023,1,34,1,76,1,17.5,1
"10:50:00 07/10/2015",24,1,473,1,8.9,1,7.1,1,0.003,1,0.24,1,0.41,1,0.032,1,28,1,28,1,16.5,1
"10:50:00 09/11/2017",32,1,570,1,9.2,1,7.6,1,0.014,1,0.41,1,0.3,1,0.051,1,26,1,30,1,16.5,1
"10:52:00 12/04/2017",32,1,518,1,10.4,1,6.6,1,0.026,1,0.38,1,0.22,1,0.028,1,25,1,32.3,1,17.4,1
"11:00:00 02/01/2020",40,1,520,1,7.7,1,7.2,1,0.003,1,0.36,1,0.37,1,0.04,1,51,1,45,1,23.3,1
"11:00:00 05/04/2011",50,1,690,1,8.6,1,7.4,1,0.028,1,0.56,1,0.57,1,0.11,1,54,1,67,1,15,1
"11:00:00 05/08/2009",50,1,322.4,1,9.8,1,7.6,1,0.014,1,0.22,1,0.738,1,0.037,1,18,1,23,1,10,1
"11:00:00 05/09/2012",55,1,467,1,9.4,1,7.5,1,0.021,1,0.8,1,0.79,1,0.12,1,53,1,68,1,13,1
"11:00:00 05/10/2011",56,1,425,1,9,1,7.2,1,0.026,1,0.87,1,1.1,1,0.16,1,78,1,91,1,13,1
"11:00:00 06/01/2009",40,65,433,65,7.6,65,7.3,65,0.005,65,0.46,65,0.07,65,0.08,65,36,65,33,65,19.8,65
"11:00:00 07/02/2012",60,1,358,1,7.8,1,7.8,1,0.011,1,0.6,1,0.14,1,0.1,1,47,1,61,1,20.5,1
"11:00:00 07/07/2020",60,1,339,1,10.51,1,7.31,1,0.015,1,0.78,1,1.5,1,0.11,1,43,1,63,1,10.3,1
"11:00:00 08/04/2015",35,1,540,1,10.5,1,7.2,1,0.003,1,0.47,1,0.28,1,0.043,1,32,1,46,1,16,1
"11:00:00 08/09/2015",32,1,540,1,10.9,1,7.3,1,0.013,1,0.42,1,0.64,1,0.067,1,27,1,33,1,11,1
"11:00:00 09/12/2019",36,1,582,1,8.65,1,7.51,1,0.01,1,0.629,1,0.44,1,0.06,1,51,1,66,1,19.2,1
"11:00:00 11/04/2018",10,1,609,1,8.1,1,7.3,1,0.005,1,0.42,1,0.25,1,0.042,1,33,1,34,1,19,1
"11:00:00 13/10/2004",50,65,520,65,9.5,65,7.1,65,0.01,65,0.69,65,0.85,65,0.07,65,29,65,34,65,16.9,65
"11:10:00 03/01/2018",40,1,662,1,7.6,1,7.5,1,0.018,1,0.52,1,0.24,1,0.072,1,46,1,44,1,21.5,1
"11:10:00 03/08/2011",35,1,590,1,10.2,1,7.4,1,0.031,1,0.47,1,0.99,1,0.11,1,70,1,86,1,11,1
"11:10:00 06/05/2008",25,65,562,65,8.9,65,6.9,65,0.006,65,0.43,65,0.2,65,0.04,65,24,65,23.6,65,12.7,65
"11:10:00 07/09/2011",35,1,640,1,10.7,1,7.5,1,0.028,1,0.5,1,0.68,1,0.11,1,46,1,61,1,11.5,1
"11:10:00 07/10/2009",40,1,687.6,1,8.3,1,7.6,1,0.133,1,0.44,1,0.652,1,0.222,1,24,1,45,1,13,1
"11:10:00 08/12/2015",32,1,598,1,8.8,1,6.9,1,0.003,1,0.44,1,0.41,1,0.064,1,42,1,61,1,21,1
"11:10:00 14/11/2018",20,1,742,1,8.2,1,7.83,1,0.023,1,0.54,1,0.34,1,0.067,1,45,1,40,1,18.3,1
"11:15:00 06/01/2010",30,1,583.4,1,7.1,1,7.1,1,0.013,1,0.18,1,0.401,1,0.052,1,32,1,26,1,22,1
"11:20:00 01/05/2019",32,1,1029,1,8.91,1,7.97,1,0.022,1,0.37,1,0.015,1,0.055,1,37,1,43,1,15.6,1
"11:20:00 06/11/2013",40,1,276,1,9,1,7.4,1,0.005,1,0.4,1,0.57,1,0.074,1,31,1,67,1,15.5,1
"11:20:00 08/09/2016",48,1,610,1,10,1,7.3,1,0.016,1,0.48,1,0.45,1,0.071,1,31,1,35,1,14,1
"11:20:00 08/09/2020",36,1,423,1,10.29,1,7.47,1,0.006,1,0.23,1,0.78,1,0.046,1,26,1,35,1,13.1,1
"11:20:00 09/06/2016",40,1,732,1,9.6,1,7.3,1,0.017,1,0.41,1,0.46,1,0.054,1,26,1,28,1,12.5,1
"11:25:00 01/12/2020",40,1,460,1,8,1,7.57,1,0.01,1,0.38,1,0.24,1,0.08,1,48,1,55,1,20.2,1
"11:25:00 08/09/2010",100,1,490,1,8,1,7.2,1,0.02,1,1.1,1,0.14,1,0.25,1,120,1,185,1,11,1
"11:30:00 02/04/2014",25,1,440,1,8.3,1,7.4,1,0.003,1,0.51,1,0.48,1,0.087,1,47,1,55,1,21,1
"11:30:00 02/07/2019",30,1,802,1,11.13,1,7.95,1,0.012,1,0.32,1,0.36,1,0.039,1,22,1,21,1,8.6,1
"11:30:00 02/12/2008",32,65,473,65,8.6,65,7.2,65,0.003,65,0.45,65,0.38,65,0.05,65,24,65,22.5,65,18,65
"11:30:00 03/05/2016",25,1,565,1,8.9,1,7.1,1,0.008,1,0.34,1,0.22,1,0.039,1,24,1,28,1,14,1
"11:30:00 04/04/2007",30,65,407,65,7.4,65,7.1,65,0.003,65,0.38,65,0.06,65,0.1,65,16,65,19.8,65,16.7,65
"11:30:00 04/06/2019",36,1,682,1,10.27,1,7.63,1,0.015,1,0.39,1,1.3,1,0.05,1,19,1,27,1,10.3,1
"11:30:00 08/06/2011",60,1,610,1,10.5,1,7.7,1,0.037,1,0.95,1,0.76,1,0.16,1,78,1,119,1,8.5,1
"11:40:00 04/05/2011",45,1,690,1,9.1,1,7.5,1,0.034,1,0.64,1,0.64,1,0.13,1,52,1,62,1,13.5,1
"11:45:00 05/01/2011",56,1,730,1,7.5,1,7.6,1,0.013,1,0.55,1,0.12,1,0.099,1,64,1,70,1,21,1
"11:45:00 08/10/2019",35,1,643,1,9.33,1,7.56,1,0.011,1,0.41,1,0.46,1,0.068,1,34,1,48,1,15.2,1
"11:50:00 04/01/2012",60,1,372,1,7,1,7,1,0.017,1,0.6,1,0.28,1,0.12,1,68,1,85,1,24,1
"11:50:00 07/07/2010",30,1,1095,1,9.9,1,7.9,1,0.042,1,0.41,1,0.46,1,0.095,1,23,1,29,1,9,1
"11:50:00 09/11/2016",56,1,480,1,9.5,1,7.2,1,0.011,1,0.34,1,0.34,1,0.051,1,52,1,34,1,16.5,1
"12:00:00 02/05/2013",32,1,455,1,10.3,1,6.9,1,0.014,1,0.51,1,0.33,1,0.037,1,24,1,31,1,13,1
"12:00:00 02/06/2020",36,1,506,1,10.83,1,7.57,1,0.008,1,0.51,1,0.55,1,0.044,1,12,1,40,1,10.3,1
"12:00:00 02/12/2014",40,1,472,1,8.1,1,7.1,1,0.003,1,0.4,1,0.41,1,0.056,1,44,1,47,1,22.5,1
"12:00:00 06/04/2020",40,1,422,1,9.14,1,7.29,1,0.012,1,0.67,1,0.092,1,0.087,1,74,1,65,1,14,1
"12:00:00 06/07/2011",100,1,570,1,10.1,1,7.5,1,0.051,1,1.5,1,0.8,1,0.26,1,130,1,150,1,9,1
"12:00:00 11/05/2017",40,1,737,1,10.2,1,7.3,1,0.014,1,0.38,1,0.28,1,0.036,1,19,1,42,1,12,1
"12:05:00 08/06/2017",36,1,665,1,11.1,1,7.3,1,0.021,1,0.44,1,0.4,1,0.055,1,24,1,24,1,9.5,1
"12:10:00 01/07/2013",50,1,556,1,5,1,6.7,1,0.014,1,0.72,1,0.53,1,0.079,1,12,1,21,1,12,1
"12:10:00 03/01/2019",36,1,602,1,7.73,1,7.29,1,0.003,1,0.42,1,0.44,1,0.08,1,36,1,32,1,24.1,1
"12:10:00 03/02/2016",40,1,405,1,7.8,1,7.2,1,0.011,1,0.41,1,0.06,1,0.044,1,37,1,52,1,22,1
"12:10:00 06/05/2014",30,1,432,1,10.1,1,7.1,1,0.003,1,0.35,1,0.43,1,0.037,1,54,1,27,1,13,1
"12:10:00 07/07/2015",35,1,552,1,11.2,1,7.4,1,0.011,1,0.3,1,0.68,1,0.054,1,28,1,34,1,9.5,1
"12:15:00 02/09/2009",45,1,354.9,1,9.9,1,6.9,1,0.013,1,0.42,1,0.927,1,0.074,1,24,1,55,1,11,1
"12:20:00 04/08/2015",64,1,513,1,11.8,1,7.1,1,0.018,1,0.73,1,0.78,1,0.11,1,50,1,67,1,8,1
"12:20:00 11/07/2016",56,1,515,1,10.3,1,7,1,0.025,1,0.63,1,2.1,1,0.12,1,34,1,49,1,11,1
"12:30:00 02/03/2020",35,1,625,1,8.4,1,7.4,1,0.01,1,0.53,1,0.32,1,0.062,1,42,1,48,1,19.2,1
"12:30:00 02/06/2015",35,1,755,1,12.1,1,7.6,1,0.025,1,0.44,1,0.29,1,0.084,1,16,1,22,1,9.5,1
"12:30:00 04/11/2009",70,1,744.5,1,7.2,1,7.4,1,0.031,1,0.27,1,0.245,1,0.07,1,49,1,45,1,18,1
"12:30:00 05/06/2008",25,65,462,65,8.9,65,7.1,65,0.003,65,0.34,65,0.36,65,0.02,65,11,65,25.9,65,11.8,65
"12:30:00 06/11/2019",45,1,587,1,9.03,1,7.57,1,0.012,1,0.5,1,0.41,1,0.089,1,44,1,49,1,17.2,1
"12:40:00 01/04/2019",35,1,987,1,9.13,1,7.95,1,0.008,1,0.43,1,0.16,1,0.018,1,26,1,35,1,16.5,1
"12:40:00 07/06/2010",32,1,615,1,10.2,1,7.1,1,0.028,1,0.25,1,0.509,1,0.119,1,55,1,68,1,11.5,1
"12:45:00 04/03/2008",30,65,425,65,8.9,65,7.1,65,0.003,65,0.43,65,0.23,65,0.04,65,28,65,30.1,65,19.5,65
"12:55:00 13/07/2009",25,1,458.7,1,10.1,1,7.5,1,0.011,1,0.1,1,0.708,1,0.029,1,13,1,16.5,1,9.4,1
"13:00:00 03/11/2010",45,1,630,1,9.3,1,7.4,1,0.041,1,0.79,1,0.26,1,0.15,1,66,1,81,1,14.5,1
"13:00:00 10/09/2013",45,1,495,1,10.1,1,7.6,1,0.021,1,0.67,1,0.57,1,0.12,1,41,1,93,1,13.5,1
"13:05:00 05/08/2019",30,1,664,1,11.09,1,7.65,1,0.009,1,0.3,1,0.5,1,0.032,1,15,1,28,1,10.7,1
"13:10:00 05/05/2010",20,1,595,1,9,1,7,1,0.017,1,0.37,1,0.229,1,0.05,1,135,1,115,1,14,1
"13:10:00 11/10/2007",45,65,458,65,10.6,65,6.8,65,0.01,65,0.59,65,0.84,65,0.07,65,20,65,29,65,15.5,65
"13:15:00 04/12/2007",45,65,546,65,7.7,65,7.2,65,0.003,65,0.6,65,0.38,65,0.02,65,20,65,46.7,65,22.5,65
"13:15:00 05/05/2020",80,1,296,1,7.94,1,6.8,1,0.045,1,0.76,1,1.4,1,0.14,1,23,1,47,1,13,1
"13:30:00 03/01/2008",60,65,316,65,6.4,65,7.3,65,0.008,65,0.49,65,0.09,65,0.05,65,22,65,27.4,65,23,65
