"Date","AmmoniaasN","AmmoniaasN_Qual","ArsenicasAs","ArsenicasAs_Qual","CadmiumasCd","CadmiumasCd_Qual","ChromiumasCr","ChromiumasCr_Qual","Colour","Colour_Qual","Conductivity","Conductivity_Qual","CopperasCu","CopperasCu_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","LeadasPb","LeadasPb_Qual","MercuryasHg","MercuryasHg_Qual","NickelasNi","NickelasNi_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual","ZincasZn","ZincasZn_Qual"
"10:40:00 19/02/2013",NA,NA,0.001,1,2e-04,1,0.001,1,56,1,58,1,0.001,1,9.4,1,6.9,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.001,1,0.047,1,0.014,1,2,1,3.6,1,20,1,0.004,1
"10:40:00 20/07/2017",NA,NA,0.001,1,2e-04,1,0.004,1,24,1,48,1,0.003,1,12.1,1,6.5,1,0.004,1,0.94,1,0.002,1,1e-04,1,0.002,1,0.075,1,0.095,1,87,1,55,1,6.5,1,0.023,1
"10:45:00 19/03/2009",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,48,65,0.001,65,9.5,65,6.8,65,0.003,65,0.22,65,0.001,65,1e-04,65,0.001,65,0.008,65,0.02,65,2,65,3.3,65,14.5,65,0.002,65
"10:45:00 21/03/2012",NA,NA,0.001,1,2e-04,1,0.001,1,42,1,50,1,0.001,1,10,1,6.6,1,0.003,1,0.19,1,0.001,1,1e-04,1,0.001,1,0.084,1,0.01,1,6,1,7.1,1,14.5,1,0.006,1
"10:50:00 18/07/2013",NA,NA,0.001,1,2e-04,1,0.001,1,26,1,54,1,0.001,1,12.1,1,6.7,1,0.003,1,0.09,1,0.001,1,1e-04,1,0.001,1,0.072,1,0.012,1,2,1,2.4,1,8,1,0.005,1
"10:50:00 19/08/2009",NA,NA,0.001,1,1e-04,1,0.001,1,40,1,53.9,1,0.001,1,12.1,1,6.7,1,0.006,1,0.09,1,0.001,1,1e-04,1,0.001,1,0.005,1,0.005,1,1,1,2.5,1,7.6,1,0.002,1
"10:50:00 21/04/2015",NA,NA,0.001,1,2e-04,1,0.001,1,NA,180,40,1,0.001,1,12.2,1,6.6,1,0.003,1,0.24,1,0.001,1,1e-04,1,0.001,1,0.059,1,0.015,1,2,1,6.5,1,8,1,0.005,1
"10:50:00 21/08/2013",NA,NA,0.001,1,2e-04,1,0.002,1,65,1,63,1,0.003,1,11.8,1,6.8,1,0.003,1,0.3,1,0.001,1,1e-04,1,0.002,1,0.086,1,0.016,1,3,1,10.7,1,7,1,0.014,1
"10:50:00 25/08/2008",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,87,65,0.001,65,11.4,65,6.6,65,0.003,65,0.16,65,0.001,65,1e-04,65,0.001,65,0.14,65,0.007,65,2,65,7.3,65,6.5,65,0.002,65
"10:55:00 28/11/2006",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,38,65,0.02,65,9.5,65,6.4,65,0.003,65,0.19,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.007,65,4,65,3.9,65,17.7,65,0.004,65
"11:00:00 14/01/2009",NA,NA,0.001,65,2e-04,65,0.001,65,26,65,40,65,0.001,65,9.1,65,7,65,0.003,65,0.19,65,0.001,65,1e-04,65,0.001,65,0.003,65,0.007,65,2,65,5,65,20,65,0.003,65
"11:00:00 14/09/2006",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,42,65,0.001,65,12.7,65,6.3,65,0.003,65,0.08,65,0.001,65,1e-04,65,0.001,65,0.04,65,0.008,65,2,65,3.2,65,8.7,65,0.005,65
"11:00:00 15/08/2012",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,61,1,0.001,1,11.3,1,6.8,1,0.003,1,0.12,1,0.001,1,1e-04,1,0.001,1,0.16,1,0.008,1,4,1,7.7,1,6,1,0.001,1
"11:00:00 20/01/2016",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,47,1,0.001,1,9.6,1,6.9,1,0.007,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.026,1,0.009,1,2,1,3,1,20.5,1,0.002,1
"11:00:00 21/02/2005",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,78,65,0.002,65,NA,NA,6.8,65,0.003,65,0.13,65,0.001,65,2e-04,65,0.001,65,0.06,65,0.007,65,2,65,4,65,15.4,65,0.002,65
"11:00:00 22/05/2013",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,41,1,0.001,1,11,1,6.8,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.066,1,0.014,1,8,1,5.4,1,7.5,1,0.008,1
"11:00:00 22/07/2014",NA,NA,0.001,1,2e-04,1,0.002,1,40,1,54,1,0.001,1,12.4,1,6.8,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.002,1,0.15,1,0.008,1,4,1,5.5,1,5.5,1,0.005,1
"11:00:00 25/08/2003",NA,NA,0.001,65,2e-04,65,0.002,65,55,65,51,65,0.002,65,11.4,65,7.6,65,0.003,65,0.39,65,0.001,65,1e-04,65,0.002,65,0.08,65,0.03,65,24,65,NA,NA,7.3,65,0.02,65
"11:05:00 15/06/2016",NA,NA,0.002,1,2e-04,1,0.001,1,40,1,39,1,0.001,1,13.5,1,6.5,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.079,1,0.018,1,NA,NA,2.8,1,5,1,0.003,1
"11:10:00 17/11/2003",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,41,65,0.003,65,11.3,65,7.4,65,0.003,65,0.14,65,0.001,65,1e-04,65,0.001,65,0.04,65,0.009,65,1,65,NA,NA,15.2,65,0.002,65
"11:15:00 21/07/2010",NA,NA,0.001,1,2e-04,1,0.001,1,20,1,45,1,0.002,1,12.2,1,6.6,1,0.003,1,0.11,1,0.001,1,1e-04,1,0.001,1,0.046,1,0.005,1,2,1,3.1,1,6,1,0.008,1
"11:20:00 16/07/2019",NA,NA,0.001,1,2e-04,1,0.002,1,40,1,68,1,0.001,1,11.71,1,6.71,1,0.003,1,0.42,1,0.001,1,1e-04,1,0.001,1,0.39,1,0.043,1,20,1,16.9,1,8,1,0.004,1
"11:20:00 22/03/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,48,65,0.002,65,9.9,65,6.8,65,0.003,65,0.14,65,0.001,65,2e-04,65,0.001,65,0.01,65,0.008,65,1,65,1.4,65,14.3,65,0.003,65
"11:30:00 10/12/2008",NA,NA,0.001,65,2e-04,65,0.002,65,33,65,37,65,0.001,65,9.4,65,6.9,65,0.003,65,0.12,65,0.001,65,1e-04,65,0.001,65,0.02,65,0.01,65,3,65,3.7,65,13.3,65,0.002,65
"11:30:00 16/05/2012",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,39,1,0.001,1,11.7,1,6.9,1,0.003,1,0.22,1,0.001,1,1e-04,1,0.001,1,0.041,1,0.015,1,9,1,11,1,9,1,0.004,1
"11:30:00 17/04/2013",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,59,1,0.001,1,10.5,1,6.6,1,0.003,1,0.16,1,0.001,1,1e-04,1,0.001,1,0.06,1,0.01,1,4,1,3.9,1,13,1,0.002,1
"11:30:00 21/05/2009",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,39,65,0.003,65,12.1,65,6.9,65,0.003,65,0.17,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.005,65,3,65,2.3,65,7.5,65,0.005,65
"11:30:00 25/02/2014",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,48,1,0.001,1,9,1,6.7,1,0.003,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.023,1,0.01,1,2,1,3.8,1,18,1,0.015,1
"11:35:00 07/05/2008",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,43,65,0.001,65,11.7,65,7.2,65,0.003,65,0.13,65,0.001,65,1e-04,65,0.002,65,0.007,65,0.005,65,2,65,1.7,65,10.4,65,0.003,65
"11:40:00 14/06/2006",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,44,65,0.003,65,13.1,65,6.6,65,0.003,65,0.11,65,0.001,65,1e-04,65,0.001,65,0.04,65,0.005,65,2,65,2.2,65,6.8,65,0.006,65
"11:40:00 18/01/2012",NA,NA,0.001,1,2e-04,1,0.001,1,30,1,49,1,0.001,1,9.7,1,7,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.051,1,0.006,1,4,1,5.4,1,19,1,0.002,1
"11:40:00 18/09/2008",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,35,65,0.001,65,12.3,65,6.9,65,0.003,65,0.11,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.007,65,2,65,4,65,7.5,65,0.001,65
"11:45:00 09/08/2005",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,40,65,0.001,65,11.7,65,7.3,65,0.003,65,0.13,65,0.001,65,1e-04,65,0.001,65,0.05,65,0.009,65,2,65,2.8,65,NA,NA,0.002,65
"11:45:00 16/10/2008",NA,NA,0.001,65,2e-04,65,0.001,65,26,65,48,65,0.001,65,11.2,65,6.7,65,0.003,65,0.11,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.01,65,2,65,2.7,65,11,65,0.006,65
"11:45:00 19/09/2007",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,37,65,0.002,65,12.6,65,6,65,0.003,65,0.18,65,0.001,65,1e-04,65,0.001,65,0.03,65,0.02,65,5,65,8.7,65,7.6,65,0.006,65
"11:45:00 22/09/2003",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,35,65,0.004,65,11.1,65,6.8,65,0.003,65,0.2,65,0.001,65,1e-04,65,0.001,65,0.03,65,0.01,65,8,65,NA,NA,8.8,65,0.008,65
"11:45:00 27/01/2004",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,55,65,0.009,65,9.6,65,7.6,65,0.004,65,0.18,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.01,65,2,65,2.2,65,17.8,65,0.003,65
"11:46:00 08/08/2007",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,37,65,0.002,65,12.9,65,7,65,0.003,65,0.09,65,0.001,65,1e-04,65,0.001,65,0.03,65,0.02,65,4,65,5.2,65,7.6,65,0.01,65
"11:50:00 15/06/2011",NA,NA,0.001,1,2e-04,1,0.001,1,30,1,57,1,0.001,1,11.3,1,7,1,0.003,1,0.09,1,0.001,1,1e-04,1,0.002,1,0.097,1,0.007,1,4,1,6,1,7,1,0.003,1
"11:50:00 18/07/2012",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,51,1,0.001,1,11.6,1,7,1,0.003,1,0.12,1,0.001,1,1e-04,1,0.001,1,0.11,1,0.008,1,3,1,4.6,1,7.5,1,0.002,1
"11:55:00 14/09/2005",NA,NA,0.001,65,2e-04,65,0.002,65,100,65,49,65,0.004,65,11,65,7.1,65,0.003,65,0.3,65,0.001,65,1e-04,65,0.001,65,0.23,65,0.02,65,8,65,11,65,NA,NA,0.002,65
"12:00:00 19/04/2012",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,53,1,0.001,1,10.5,1,7,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.068,1,0.006,1,2,1,2.7,1,14,1,0.002,1
"12:00:00 25/07/2006",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,45,65,0.001,65,12.7,65,6.7,65,0.003,65,0.14,65,0.001,65,1e-04,65,0.001,65,0.06,65,0.005,65,3,65,2.7,65,7.2,65,0.003,65
"12:00:00 28/09/2016",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,44,1,0.001,1,11.7,1,6.6,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.093,1,0.011,1,NA,NA,4.8,1,9.5,1,0.002,1
"12:05:00 22/07/2008",NA,NA,0.001,65,2e-04,65,0.001,65,32,65,41,65,0.001,65,10.9,65,7.6,65,0.003,65,0.24,65,0.001,65,1e-04,65,0.001,65,0.03,65,0.02,65,14,65,13.6,65,7,65,0.01,65
"12:10:00 15/08/2006",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,44,65,0.001,65,12.6,65,6.5,65,0.003,65,0.14,65,0.001,65,1e-04,65,0.001,65,0.05,65,0.005,65,2,65,2.6,65,7.2,65,0.009,65
"12:10:00 17/11/2015",NA,NA,0.001,1,2e-04,1,0.001,1,28,1,50,1,0.001,1,8.9,1,6.8,1,0.003,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.046,1,0.009,1,2,1,3.4,1,17.5,1,0.001,1
"12:10:00 19/08/2019",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,50,1,0.001,1,12,1,7.07,1,0.003,1,0.21,1,0.001,1,1e-04,1,0.001,1,0.13,1,0.02,1,11,1,7.3,1,6.7,1,0.003,1
"12:10:00 23/02/2004",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,48,65,0.006,65,9.5,65,5.7,65,0.003,65,0.17,65,0.001,65,2e-04,65,0.001,65,0.02,65,0.01,65,1,65,2,65,17.2,65,0.004,65
"12:15:00 16/03/2011",NA,NA,0.001,1,2e-04,1,0.001,1,64,1,46,1,0.001,1,9,1,6.7,1,0.003,1,0.26,1,0.001,1,1e-04,1,0.001,1,0.027,1,0.013,1,4,1,5.3,1,16,1,0.005,1
"12:15:00 22/03/2016",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,40,1,0.001,1,9.6,1,6.5,1,0.003,1,0.19,1,0.001,1,1e-04,1,0.001,1,0.049,1,0.01,1,NA,NA,6,1,13.7,1,0.001,1
"12:15:00 22/06/2017",NA,NA,0.001,1,2e-04,1,0.001,1,28,1,48.1,1,0.001,1,12.5,1,6.4,1,0.009,1,0.09,1,0.001,1,1e-04,1,0.001,1,0.074,1,0.006,1,2,1,3.5,1,7.4,1,0.003,1
"12:20:00 16/02/2016",NA,NA,0.001,1,2e-04,1,0.001,1,36,1,48,1,0.001,1,9,1,6.7,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.021,1,0.01,1,3,1,3.3,1,18,1,0.006,1
"12:20:00 20/11/2014",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,52,1,0.001,1,10,1,6.7,1,0.003,1,0.15,1,0.001,1,1e-04,1,0.001,1,0.056,1,0.009,1,5,1,9.3,1,16,1,0.002,1
"12:20:00 27/11/2013",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,43,1,0.002,1,9.8,1,6.9,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.043,1,0.012,1,6,1,5.2,1,15,1,0.009,1
"12:25:00 17/03/2015",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,49,1,0.001,1,9.6,1,6.9,1,0.003,1,0.19,1,0.001,1,1e-04,1,0.001,1,0.039,1,0.008,1,3,1,4.6,1,16,1,0.005,1
"12:25:00 18/02/2009",NA,NA,0.001,65,2e-04,65,0.001,65,32,65,55,65,0.001,65,8.9,65,7,65,0.003,65,0.17,65,0.001,65,1e-04,65,0.001,65,0.003,65,0.01,65,2,65,3.9,65,19.5,65,0.004,65
"12:30:00 13/03/2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,65,NA,NA,9.1,65,6.9,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,65,18,65,NA,NA
"12:30:00 14/03/2007",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,NA,NA,0.001,65,NA,NA,NA,NA,0.003,65,0.09,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.01,65,1,65,NA,NA,NA,NA,0.002,65
"12:30:00 16/12/2014",NA,NA,0.001,1,2e-04,1,0.001,1,45,1,56,1,0.001,1,9.3,1,6.7,1,0.003,1,0.18,1,0.001,1,1e-04,1,0.001,1,0.093,1,0.009,1,4,1,7.1,1,20,1,0.01,1
"12:30:00 17/02/2015",NA,NA,0.001,1,2e-04,1,0.001,1,80,1,54,1,0.002,1,9.4,1,6.6,1,0.003,1,0.31,1,0.001,1,1e-04,1,0.001,1,0.076,1,0.013,1,4,1,6.1,1,18,1,0.028,1
"12:35:00 14/02/2006",NA,NA,0.001,65,2e-04,65,0.001,65,60,65,48,65,0.001,65,8.8,65,6.7,65,0.003,65,0.19,65,0.001,65,1e-04,65,0.001,65,0.009,65,0.01,65,1,65,2.7,65,17.5,65,0.007,65
"12:40:00 23/08/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,42,65,0.002,65,11.6,65,6.6,65,0.003,65,0.12,65,0.001,65,2e-04,65,0.001,65,0.04,65,0.006,65,4,65,3,65,8.4,65,0.004,65
"12:45:00 11/04/2007",NA,NA,0.002,65,2e-04,65,0.001,65,35,65,42,65,0.002,65,9.8,65,6.5,65,0.01,65,0.34,65,0.002,65,2e-04,65,0.001,65,0.03,65,0.01,65,1,65,3.2,65,13.5,65,0.003,65
"12:45:00 11/10/2005",NA,NA,0.001,65,2e-04,65,0.001,65,55,65,34,65,0.001,65,11.7,65,7.2,65,0.003,65,0.16,65,0.001,65,1e-04,65,0.001,65,0.05,65,0.008,65,5,65,5.2,65,NA,NA,0.008,65
"12:45:00 24/10/2006",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,NA,NA,0.002,65,10.8,65,6.4,65,0.003,65,0.07,65,0.001,65,2e-04,65,0.001,65,0.01,65,0.01,65,1,65,2.3,65,14.1,65,0.005,65
"12:50:00 20/03/2014",NA,NA,0.001,1,2e-04,1,0.001,1,60,1,49,1,0.001,1,9.6,1,7.1,1,0.003,1,0.24,1,0.001,1,1e-04,1,0.001,1,0.027,1,0.011,1,2,1,3.3,1,16.5,1,0.013,1
"12:50:00 21/01/2015",NA,NA,0.002,1,2e-04,1,0.001,1,45,1,46,1,0.003,1,9.2,1,6.8,1,0.003,1,0.16,1,0.001,1,1e-04,1,0.001,1,0.022,1,0.014,1,2,1,4.3,1,19.5,1,0.01,1
"12:50:00 29/07/2009",NA,NA,0.001,1,1e-04,1,0.001,1,30,1,77,1,0.001,1,11.8,1,6.7,1,0.007,1,0.11,1,0.001,1,1e-04,1,0.001,1,0.02,1,0.005,1,1,1,2.4,1,8,1,0.009,1
"12:55:00 09/05/2006",NA,NA,0.001,65,2e-04,65,0.001,65,70,65,55,65,0.002,65,12.2,65,6.4,65,0.003,65,0.28,65,0.001,65,1e-04,65,0.001,65,0.2,65,0.01,65,4,65,5.1,65,10,65,0.007,65
"12:55:00 28/06/2004",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,41,65,0.002,65,12.5,65,7.1,65,0.003,65,0.24,65,0.001,65,1e-04,65,0.001,65,0.09,65,0.01,65,6,65,6.7,65,7.1,65,0.004,65
"13:00:00 10/11/2009",NA,NA,0.001,1,1e-04,1,0.001,1,30,1,41.3,1,0.001,1,9.5,1,7,1,0.001,1,0.12,1,0.001,1,1e-04,1,0.001,1,0.01,1,0.024,1,3,1,4.8,1,19.5,1,0.009,1
"13:00:00 12/07/2005",NA,NA,0.001,65,2e-04,65,0.001,65,60,65,56,65,0.03,65,11.5,65,7.3,65,0.003,65,0.36,65,0.001,65,1e-04,65,0.002,65,0.22,65,0.02,65,2,65,5,65,NA,NA,0.01,65
"13:00:00 12/12/2012",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,56,1,0.001,1,9.1,1,7,1,0.003,1,0.16,1,0.001,1,1e-04,1,0.001,1,0.059,1,0.01,1,2,1,4,1,19,1,0.002,1
"13:00:00 20/09/2004",NA,NA,0.001,65,2e-04,65,0.001,65,35,65,40,65,0.004,65,11.4,65,6.5,65,0.003,65,0.01,65,0.001,65,1e-04,65,0.001,65,0.05,65,0.005,65,4,65,3.4,65,8.9,65,0.009,65
"13:02:00 28/04/2008",NA,NA,0.001,65,2e-04,65,0.001,65,20,65,45,65,0.001,65,10.8,65,7.1,65,0.003,65,0.32,65,0.001,65,1e-04,65,0.001,65,0.008,65,0.005,65,2,65,2.2,65,10.1,65,0.004,65
"13:10:00 17/06/2014",NA,NA,0.001,1,2e-04,1,0.006,1,80,1,62,1,0.002,1,11.7,1,6.7,1,0.003,1,0.28,1,0.001,1,1e-04,1,0.003,1,0.082,1,0.022,1,9,1,25,1,10,1,0.009,1
"13:10:00 18/06/2013",NA,NA,0.001,1,2e-04,1,0.006,1,130,1,81,1,0.005,1,11.4,1,6.6,1,0.003,1,0.58,1,0.007,1,1e-04,1,0.004,1,0.4,1,0.036,1,32,1,34,1,9,1,0.048,1
"13:15:00 17/05/2016",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,43,1,0.001,1,10.5,1,6.6,1,0.007,1,0.11,1,0.001,1,1e-04,1,0.001,1,0.048,1,0.005,1,NA,NA,2.8,1,11.6,1,0.002,1
"13:15:00 18/05/2010",NA,NA,0.001,1,1e-04,1,0.001,1,40,1,35.5,1,0.001,1,11.9,1,6.9,1,0.002,1,0.08,1,0.001,1,1e-04,1,0.001,1,0.021,1,0.007,1,1,1,3.1,1,8,1,0.002,1
"13:15:00 20/06/2012",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,44,1,0.001,1,11.9,1,6.9,1,0.003,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.11,1,0.008,1,2,1,6.1,1,6.5,1,0.003,1
"13:15:00 23/09/2015",NA,NA,0.001,1,2e-04,1,0.001,1,48,1,36,1,0.002,1,12.4,1,7,1,0.009,1,0.16,1,0.001,1,1e-04,1,0.001,1,0.032,1,0.025,1,6,1,5.3,1,8.5,1,0.013,1
"13:20:00 08/12/2009",NA,NA,0.001,1,1e-04,1,0.001,1,35,1,38.6,1,0.001,1,9.5,1,7.2,1,0.002,1,0.08,1,0.001,1,1e-04,1,0.001,1,0.008,1,0.005,1,2,1,3.9,1,16,1,0.002,1
"13:25:00 10/10/2007",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,35,65,0.001,65,10.6,65,6.9,65,0.003,65,0.09,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.005,65,2,65,1.9,65,11.1,65,0.005,65
"13:25:00 17/02/2010",NA,NA,0.001,1,1e-04,1,0.001,1,85,1,37.8,1,0.001,1,9.3,1,6.9,1,0.001,1,0.2,1,0.001,1,1e-04,1,0.001,1,0.039,1,0.013,1,5,1,8.1,1,17,1,0.003,1
"13:25:00 17/05/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,44,65,0.001,65,11.8,65,7.2,65,0.003,65,0.29,65,0.001,65,1e-04,65,0.001,65,0.03,65,0.01,65,2,65,1.3,65,8.4,65,0.005,65
"13:30:00 16/10/2012",NA,NA,0.001,1,2e-04,1,0.004,1,40,1,49,1,0.001,1,10.8,1,6.7,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.11,1,0.01,1,4,1,7.3,1,10.5,1,0.01,1
"13:30:00 20/04/2011",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,45,1,0.001,1,10.7,1,7.2,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.072,1,0.005,1,2,1,4.4,1,12,1,0.002,1
"13:30:00 21/09/2011",NA,NA,0.001,1,2e-04,1,0.002,1,72,1,60,1,0.002,1,10.9,1,6.6,1,0.018,1,0.45,1,0.001,1,1e-04,1,0.001,1,0.18,1,0.034,1,14,1,29,1,10.5,1,0.006,1
"13:30:00 27/10/2015",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,51,1,0.001,1,10.5,1,6.5,1,0.003,1,0.17,1,0.001,1,1e-04,1,0.001,1,0.064,1,0.009,1,2,1,3,1,14,1,0.005,1
"13:30:00 29/07/2003",0.002,65,0.001,65,2e-04,65,0.001,65,55,65,97,65,0.001,65,12.2,65,7.2,65,0.003,65,0.19,65,0.001,65,1e-04,65,0.001,65,0.25,65,0.01,65,2,65,NA,NA,6,65,0.002,65
"13:35:00 15/05/2007",NA,NA,0.001,65,2e-04,65,0.001,65,32,65,43,65,0.001,65,9.8,65,7.2,65,0.003,65,0.04,65,0.001,65,1e-04,65,0.001,65,0.02,65,0.04,65,3,65,1.6,65,11.7,65,0.002,65
"13:40:00 16/02/2011",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,46,1,0.001,1,9.3,1,7.1,1,0.003,1,0.01,1,0.001,1,1e-04,1,0.001,1,0.023,1,0.005,1,3,1,5.6,1,18.5,1,0.004,1
"13:40:00 17/08/2011",NA,NA,0.001,1,2e-04,1,0.001,1,30,1,62,1,0.001,1,11.7,1,6.7,1,0.003,1,0.15,1,0.001,1,1e-04,1,0.001,1,0.24,1,0.009,1,5,1,9.6,1,8.5,1,0.005,1
"13:40:00 19/04/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,51,65,0.001,65,10.1,65,6.7,65,0.004,65,0.15,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.007,65,2,65,1.8,65,13.1,65,0.007,65
"13:40:00 21/11/2012",NA,NA,0.001,1,2e-04,1,0.001,1,32,1,58,1,0.001,1,10.8,1,NA,180,0.003,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.003,1,0.008,1,4,1,6.2,1,14,1,0.002,1
"13:55:00 26/07/2004",NA,NA,0.001,65,2e-04,65,0.001,65,25,65,48,65,0.002,65,12.1,65,6.8,65,0.003,65,0.1,65,0.001,65,1e-04,65,0.001,65,0.07,65,0.005,65,1,65,1.9,65,7.1,65,0.004,65
"14:00:00 12/11/2008",NA,NA,0.001,65,2e-04,65,0.003,65,35,65,38,65,0.001,65,8.4,65,7.1,65,0.003,65,0.17,65,0.001,65,1e-04,65,0.001,65,0.01,65,0.01,65,6,65,5.8,65,18.5,65,0.001,65
"14:00:00 17/09/2014",NA,NA,0.001,1,2e-04,1,0.001,1,35,1,49,1,0.001,1,11.4,1,6.8,1,0.003,1,0.13,1,0.001,1,1e-04,1,0.001,1,0.068,1,0.009,1,6,1,4.1,1,10,1,0.003,1
"14:00:00 22/08/2018",NA,NA,0.001,1,2e-04,1,0.001,1,40,1,60,1,0.001,1,11.3,1,6.7,1,0.006,1,0.14,1,0.001,1,1e-04,1,0.001,1,0.2,1,0.012,1,2,1,5.4,1,9,1,0.001,1
"14:00:00 26/04/2006",NA,NA,0.001,65,2e-04,65,0.001,65,45,65,35,65,0.002,65,11.3,65,6.7,65,0.003,65,0.16,65,0.001,65,1e-04,65,0.001,65,0.03,65,0.008,65,2,65,2.5,65,10.4,65,0.004,65
"14:00:00 26/06/2007",NA,NA,0.001,65,2e-04,65,0.001,65,30,65,35,65,0.001,65,12.7,65,7.3,65,0.003,65,0.12,65,0.001,65,1e-04,65,0.002,65,0.06,65,0.008,65,2,65,7.4,65,5.2,65,0.003,65
"14:05:00 10/07/2007",NA,NA,0.001,65,2e-04,65,0.001,65,70,65,58,65,0.002,65,11.5,65,6.3,65,0.04,65,0.27,65,0.001,65,1e-04,65,0.003,65,0.44,65,0.02,65,11,65,12.7,65,7.2,65,0.006,65
"14:20:00 18/10/2004",NA,NA,0.001,65,2e-04,65,0.001,65,40,65,42,65,0.007,65,9.5,65,7.2,65,0.003,65,0.16,65,0.001,65,1e-04,65,0.001,65,0.05,65,0.005,65,6,65,4.5,65,10.3,65,0.006,65
"14:30:00 15/04/2014",NA,NA,0.001,1,2e-04,1,0.001,1,50,1,48,1,0.002,1,10.5,1,6.8,1,0.003,1,0.33,1,0.001,1,1e-04,1,0.001,1,0.077,1,0.021,1,5,1,6.1,1,12.5,1,0.006,1
