"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"15:22:00 10/10/2017",40,1,324,1,10,1,7.1,1,0.025,1,0.81,1,0.95,1,0.089,1,20,1,24.4,1,15.5,1
"15:25:00 06/01/2021",60,1,320,1,8.2,1,7.36,1,0.039,1,0.39,1,0.9,1,0.13,1,13,1,23.1,1,18.9,1
"15:30:00 06/05/2013",30,1,320,1,11.2,1,7.4,1,0.015,1,0.45,1,0.96,1,0.073,1,10,1,18.2,1,11.1,1
"15:30:00 06/10/2015",40,1,350,1,8.6,1,7.3,1,0.022,1,0.5,1,1.4,1,0.078,1,12,1,18.2,1,19.7,1
"15:30:00 08/10/2014",60,1,296,1,10.1,1,7,1,0.02,1,1,1,1,1,0.12,1,36,1,57.8,1,14,1
"15:33:00 05/12/2017",56,1,318,1,8.8,1,7.2,1,0.026,1,0.48,1,1.5,1,0.1,1,44,1,47.3,1,17.4,1
"15:39:00 12/04/2016",25,1,325.5,1,9.1,1,7.4,1,0.007,1,0.81,1,0.98,1,0.061,1,15,1,21.2,1,17.3,1
"15:44:00 08/11/2017",48,1,334,1,9.4,1,6.8,1,0.027,1,0.66,1,1.6,1,0.094,1,16,1,22.4,1,16.8,1
"15:45:00 04/08/2020",30,1,303,1,10.7,1,7.2,1,0.015,1,0.71,1,1.1,1,0.18,1,58,1,55.6,1,7.8,1
"15:45:00 07/11/2018",70,1,275,1,9.2,1,7,1,0.023,1,1.3,1,1.4,1,0.2,1,52,1,62.4,1,15.3,1
"15:56:00 10/05/2017",25,1,405,1,9.7,1,7.4,1,0.018,1,0.61,1,2.3,1,0.093,1,18,1,23.5,1,12.7,1
"15:57:00 10/07/2018",40,1,401,1,10,1,6.9,1,0.018,1,0.73,1,4.1,1,0.14,1,39,1,40,1,10.7,1
"16:00:00 02/06/2009",NA,NA,365,65,9.8,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,65,11.4,65
"16:00:00 03/06/2009",27,65,NA,NA,NA,NA,NA,NA,0.01,65,0.55,65,0.98,65,0.07,65,11,65,NA,NA,NA,NA
"16:00:00 04/05/2020",60,1,302,1,9.2,1,6.1,1,0.018,1,0.92,1,1.8,1,0.099,1,31,1,37.8,1,13,1
"16:00:00 06/04/2020",70,1,338,1,8.8,1,6.9,1,0.1,1,1,1,1.1,1,0.2,1,36,1,46.2,1,13.8,1
"16:00:00 11/05/2016",30,1,287,1,8,1,6.6,1,0.017,1,0.57,1,1.2,1,0.13,1,48,1,57.5,1,12.6,1
"16:10:00 03/09/2019",40,1,329,1,10.18,1,7.05,1,0.013,1,1.3,1,1.5,1,0.073,1,17,1,21.8,1,14.2,1
"16:10:00 04/09/2018",32,1,376,1,11,1,7.5,1,0.01,1,0.52,1,1.5,1,0.059,1,16,1,21.6,1,11.5,1
"16:12:00 07/08/2018",28,1,328,1,9.7,1,7,1,0.011,1,0.6,1,1.6,1,0.07,1,20,1,23.8,1,9.4,1
"16:15:00 05/05/2010",37,1,214.7,1,8.5,1,7.2,1,0.016,1,0.52,1,0.374,1,0.014,1,24,1,44.6,1,12.4,1
"16:15:00 07/09/2020",40,1,285,1,10.14,1,7.08,1,0.007,1,0.38,1,1.4,1,0.083,1,16,1,25.1,1,13.9,1
"16:22:00 06/09/2016",40,1,337,1,9.6,1,7.4,1,0.016,1,0.48,1,1.3,1,0.062,1,18,1,20.5,1,13.8,1
"16:43:00 05/06/2018",20,1,365,1,10.3,1,6.9,1,0.012,1,0.52,1,1.2,1,0.054,1,25,1,28.3,1,10.8,1
