"Date","Colour","Colour_Qual","Conductivity","Conductivity_Qual","DissolvedOxygenppm","DissolvedOxygenppm_Qual","FieldpH","FieldpH_Qual","FilteredReactivePhosphorus","FilteredReactivePhosphorus_Qual","KjeldahlNitrogen","KjeldahlNitrogen_Qual","NitrateNitriteasN","NitrateNitriteasN_Qual","TotalPhosphorus","TotalPhosphorus_Qual","TotalSuspendedSolids","TotalSuspendedSolids_Qual","Turbidity","Turbidity_Qual","WaterTemperature","WaterTemperature_Qual"
"07:30:00 05/01/2012",60,1,285,1,7.6,1,7.3,1,0.027,1,0.72,1,0.65,1,0.1,1,13,1,26.7,1,15.8,1
"07:30:00 05/10/2011",50,1,330,1,8.5,1,7.1,1,0.043,1,0.96,1,1.6,1,0.16,1,26,1,43.1,1,11.8,1
"07:30:00 06/01/2010",50,1,312.6,1,7.1,1,6.6,1,0.017,1,0.45,1,0.553,1,0.092,1,21,1,27.8,1,17.7,1
"07:30:00 08/03/2012",80,1,348,1,8,1,7.4,1,0.045,1,0.9,1,0.9,1,0.16,1,30,1,43.3,1,15.7,1
"07:30:00 08/11/2011",56,1,342,1,7.8,1,7.3,1,0.024,1,0.9,1,1.1,1,0.13,1,42,1,55.3,1,18,1
"07:30:00 09/03/2011",72,1,372,1,7.6,1,7.1,1,0.014,1,0.78,1,0.98,1,0.1,1,16,1,26.6,1,17.7,1
"07:30:00 09/10/2012",45,1,297,1,9,1,7.3,1,0.012,1,0.62,1,1.4,1,0.08,1,17,1,26.4,1,10.5,1
"07:30:00 09/10/2013",55,1,271,1,9.2,1,7.3,1,0.013,1,0.59,1,1.4,1,0.092,1,14,1,30.1,1,12.1,1
"07:30:00 12/02/2014",50,1,350,1,5,1,7.1,1,0.012,1,0.74,1,0.51,1,0.12,1,34,1,37.8,1,18.6,1
"07:31:00 05/04/2018",30,1,347,1,6.6,1,7.21,1,0.023,1,0.68,1,2,1,0.14,1,32,1,33.3,1,14.7,1
"07:35:00 07/03/2018",32,1,413,1,6.5,1,7,1,0.016,1,0.01,1,1.9,1,0.12,1,31,1,39.6,1,16.4,1
"07:37:00 04/08/2016",40,1,330,1,10.2,1,6.8,1,0.035,1,0.56,1,2.7,1,0.076,1,17,1,27.1,1,9.1,1
"07:38:00 09/01/2008",50,65,444,65,5.3,65,7.3,65,0.02,65,1.1,65,1,65,0.11,65,20,65,27.1,65,19,65
"07:40:00 02/04/2009",50,65,387,65,6.4,65,6.9,65,0.01,65,1,65,0.65,65,0.13,65,29,65,37.7,65,16.5,65
"07:45:00 03/07/2013",30,1,337,1,10.3,1,7.2,1,0.009,1,0.56,1,1.3,1,0.061,1,14,1,20.2,1,9.8,1
"07:45:00 05/06/2013",25,1,333,1,10.1,1,7,1,0.011,1,0.65,1,1.9,1,0.078,1,21,1,29.1,1,10.9,1
"07:58:00 09/01/2018",48,1,430,1,6.4,1,7.4,1,0.022,1,0.67,1,1.8,1,0.11,1,22,1,26,1,19.4,1
"08:00:00 02/02/2011",60,1,342,1,6.9,1,7.2,1,0.004,1,0.81,1,0.63,1,0.099,1,17,1,28.6,1,20.6,1
"08:00:00 04/03/2020",50,1,388,1,8.3,1,7.3,1,0.061,1,0.79,1,1.2,1,0.14,1,24,1,23.5,1,16,1
"08:00:00 04/11/2009",65,1,295.6,1,7.4,1,7,1,0.025,1,0.37,1,0.73,1,0.08,1,16,1,27.5,1,15.5,1
"08:00:00 05/02/2020",50,1,317,1,7.98,1,6.91,1,0.041,1,0.68,1,0.83,1,0.1,1,23,1,23.7,1,15.2,1
"08:00:00 05/12/2012",80,1,291,1,8.4,1,7.2,1,0.036,1,1.6,1,1.2,1,0.27,1,66,1,96,1,12.9,1
"08:00:00 05/12/2013",70,1,261,1,8.6,1,7.3,1,0.03,1,0.96,1,0.77,1,0.14,1,30,1,44.7,1,14.8,1
"08:00:00 07/10/2010",70,1,283,1,8.4,1,7.3,1,0.03,1,1.7,1,0.81,1,0.25,1,78,1,95.5,1,11.2,1
"08:00:00 07/12/2011",60,1,339,1,8.1,1,7.2,1,0.045,1,0.77,1,1.4,1,0.13,1,23,1,34.3,1,13.8,1
"08:00:00 08/08/2013",55,1,292,1,9.3,1,7.4,1,0.021,1,1.3,1,1,1,0.18,1,59,1,78.1,1,8.8,1
"08:00:00 13/11/2013",45,1,242,1,8.9,1,7.2,1,0.01,1,0.57,1,0.73,1,0.097,1,25,1,36.4,1,12.1,1
"08:05:00 04/02/2021",40,1,376,1,7.54,1,7.32,1,0.027,1,0.58,1,0.65,1,0.12,1,23,1,25.2,1,16.6,1
"08:05:00 05/09/2012",40,1,216,1,10,1,7.2,1,0.008,1,0.76,1,1.5,1,0.1,1,32,1,33.9,1,12.2,1
"08:10:00 10/10/2018",35,1,289,1,8,1,7.2,1,0.006,1,0.61,1,0.87,1,0.094,1,34,1,36.7,1,13.9,1
"08:12:00 13/09/2017",56,1,337,1,9.1,1,6.7,1,0.026,1,1.4,1,1.6,1,0.16,1,30,1,36.2,1,11.4,1
"08:15:00 03/07/2014",40,1,295,1,9.9,1,6.9,1,0.012,1,0.83,1,5.8,1,0.091,1,28,1,42.2,1,9.3,1
"08:15:00 03/09/2009",30,1,308.1,1,9.7,1,7.2,1,0.012,1,0.19,1,1.29,1,0.048,1,10,1,21.4,1,10.2,1
"08:15:00 05/05/2009",23,65,560,65,8.6,65,6.4,65,0.003,65,0.51,65,1,65,0.06,65,14,65,20,65,8.9,65
"08:15:00 07/07/2009",30,1,350,1,8.9,1,6.7,1,0.001,1,1.65,1,0.594,1,0.058,1,16,1,23.3,1,8.1,1
"08:20:00 02/10/2019",50,1,301,1,9.6,1,6.94,1,0.006,1,0.64,1,1.5,1,0.062,1,24,1,23.9,1,12.2,1
"08:25:00 08/02/2018",48,1,429,1,5,1,7.5,1,0.021,1,0.82,1,1.6,1,0.13,1,35,1,43,1,21.5,1
"08:25:00 09/09/2010",40,1,342,1,8.7,1,6.8,1,0.015,1,0.84,1,2,1,0.095,1,19,1,32.7,1,11.4,1
"08:27:00 08/07/2015",25,1,372,1,10.2,1,7.4,1,0.007,1,0.32,1,0.83,1,0.058,1,6,1,16.6,1,8.6,1
"08:30:00 02/06/2011",45,1,316,1,9.2,1,7.1,1,0.01,1,0.92,1,1.5,1,0.1,1,25,1,29.7,1,8.6,1
"08:30:00 03/12/2008",52,65,319,65,8,65,7.4,65,0.006,65,0.84,65,0.91,65,0.11,65,21,65,43.2,65,15.1,65
"08:30:00 04/07/2012",60,1,270,1,8.4,1,7.2,1,0.016,1,1,1,1.7,1,0.12,1,24,1,44.7,1,9.2,1
"08:30:00 04/08/2011",35,1,352,1,9.4,1,7.2,1,0.007,1,0.66,1,1.7,1,0.076,1,20,1,27.5,1,10.1,1
"08:30:00 05/05/2011",40,1,325,1,8.9,1,7.2,1,0.005,1,0.7,1,0.85,1,0.098,1,25,1,42.1,1,11.3,1
"08:30:00 05/09/2013",50,1,286,1,9.8,1,7.1,1,0.013,1,0.61,1,1.4,1,0.081,1,23,1,30.9,1,15.3,1
"08:30:00 06/04/2011",40,1,335,1,7.3,1,7.2,1,0.007,1,0.64,1,0.79,1,0.059,1,9,1,20.2,1,13.1,1
"08:30:00 06/08/2009",40,1,382.9,1,9.4,1,7.8,1,0.011,1,0.4,1,0.924,1,0.009,1,18,1,23.3,1,9.7,1
"08:30:00 06/09/2011",35,1,377,1,8.8,1,7.4,1,0.009,1,0.83,1,1.8,1,0.092,1,20,1,23.4,1,12.3,1
"08:30:00 07/05/2014",30,1,295,1,9.5,1,7,1,0.008,1,0.41,1,0.73,1,0.04,1,10,1,18,1,9.9,1
"08:30:00 07/07/2011",80,1,319,1,9,1,7.1,1,0.027,1,1.7,1,0.97,1,0.26,1,100,1,133,1,6.2,1
"08:30:00 08/05/2012",52,1,294,1,9.3,1,7.1,1,0.015,1,0.88,1,1.3,1,0.11,1,30,1,37,1,11.2,1
"08:30:00 08/07/2010",25,1,365,1,9.3,1,7.2,1,0.006,1,0.71,1,1.4,1,0.046,1,10,1,13,1,8.4,1
"08:30:00 08/08/2012",44,1,305,1,9.3,1,7.4,1,0.015,1,0.75,1,1.4,1,0.098,1,30,1,41,1,9,1
"08:30:00 10/01/2017",56,1,357,1,7,1,7.4,1,0.019,1,0.75,1,2.5,1,0.078,1,14,1,24.3,1,18.9,1
"08:30:00 12/06/2014",35,1,330,1,10.1,1,7.2,1,0.02,1,0.62,1,1.3,1,0.073,1,8,1,17.5,1,8.3,1
"08:37:00 09/09/2015",50,1,289,1,9.5,1,7,1,0.012,1,0.8,1,1,1,0.08,1,36,1,44,1,9.7,1
"08:40:00 05/08/2010",45,1,336,1,9.6,1,7.2,1,0.022,1,1,1,2,1,0.12,1,40,1,47.4,1,8.8,1
"08:40:00 05/11/2008",56,65,295,65,8.9,65,7.3,65,0.007,65,0.74,65,0.62,65,0.08,65,12,65,19.7,65,12.7,65
"08:44:00 07/11/2019",60,1,328,1,8.8,1,6.9,1,0.014,1,0.99,1,0.88,1,0.11,1,31,1,34.5,1,13.5,1
"08:46:00 05/08/2015",64,1,329,1,10.7,1,7.5,1,0.078,1,1.8,1,1.4,1,0.34,1,130,1,160,1,8.1,1
"08:50:00 04/09/2014",40,1,331,1,10.4,1,7.1,1,0.012,1,0.67,1,1.3,1,0.063,1,12,1,22.6,1,9.3,1
"08:50:00 15/11/2007",50,65,359,65,8,65,7.1,65,0.007,65,1.1,65,1.2,65,0.12,65,15,65,29.8,65,16.1,65
"08:55:00 03/12/2020",50,1,301,1,8.76,1,7.18,1,0.013,1,0.39,1,0.99,1,0.076,1,15,1,22.2,1,14.6,1
"09:00:00 01/04/2008",35,65,300,65,6.6,65,6.8,65,0.01,65,0.74,65,1.4,65,0.16,65,26,65,39.2,65,12.9,65
"09:00:00 02/06/2020",40,1,333,1,9.8,1,7.09,1,0.013,1,0.54,1,1.4,1,0.077,1,19,1,22,1,10.3,1
"09:00:00 03/06/2010",47,1,381,1,8.9,1,7.4,1,0.183,1,0.56,1,0.895,1,0.304,1,11,1,16.4,1,9.9,1
"09:00:00 05/03/2008",35,65,441,65,5.7,65,7.7,65,0.03,65,0.92,65,1.6,65,0.16,65,43,65,46.9,65,16.9,65
"09:05:00 02/03/2009",40,65,452,65,5.3,65,7.4,65,0.01,65,1.2,65,0.37,65,0.16,65,34,65,67.8,65,15.5,65
"09:05:00 07/01/2009",38,65,365,65,8.6,65,7.4,65,0.006,65,0.88,65,0.56,65,0.09,65,20,65,29.8,65,18.4,65
"09:10:00 08/05/2019",32,1,355,1,9.4,1,6.8,1,0.01,1,1.2,1,1.4,1,0.1,1,25,1,26,1,12,1
"09:15:00 13/02/2008",40,65,376,65,6.5,65,7.2,65,0.01,65,0.93,65,1.3,65,0.14,65,28,65,36.3,65,16.1,65
"09:15:00 13/08/2014",40,1,306,1,10.2,1,6.9,1,0.012,1,0.6,1,1.5,1,0.053,1,11,1,20.8,1,9.5,1
"09:20:00 03/03/2010",30,1,379.6,1,7.2,1,7.3,1,0.017,1,0.81,1,0.792,1,0.096,1,20,1,34,1,15.4,1
"09:24:00 11/04/2007",35,65,400,65,9,65,7.8,65,0.01,65,0.49,65,1.5,65,0.04,65,15,65,21,65,13.7,65
"09:25:00 09/10/2007",35,65,367,65,9.5,65,6.9,65,0.02,65,0.76,65,1.4,65,0.21,65,15,65,23,65,11.3,65
"09:30:00 03/04/2014",30,1,325,1,8.5,1,7.5,1,0.023,1,0.62,1,0.69,1,0.22,1,28,1,34.1,1,17.7,1
"09:30:00 18/02/2015",50,1,405,1,7.6,1,7.4,1,0.01,1,1,1,0.97,1,0.11,1,25,1,26.8,1,19.1,1
"09:40:00 16/02/2009",50,65,344,65,5.2,65,6.7,65,0.01,65,1.1,65,0.25,65,0.15,65,35,65,65.3,65,18.3,65
"09:42:00 08/05/2007",40,65,315,65,8.1,65,7.2,65,0.008,65,0.77,65,1.3,65,0.09,65,29,65,35.1,65,14.8,65
"09:45:00 13/05/2007",NA,NA,307,65,9.8,65,7.2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,65,9.7,65
"09:45:00 13/06/2007",30,65,NA,NA,NA,NA,NA,NA,0.01,65,0.52,65,1.2,65,0.04,65,25,65,NA,NA,NA,NA
"09:50:00 04/06/2008",30,65,380,65,8.7,65,7.3,65,0.01,65,0.65,65,0.77,65,0.09,65,21,65,25,65,11.6,65
"09:50:00 05/05/2008",30,65,331,65,9.8,65,6.8,65,0.01,65,0.84,65,0.86,65,0.08,65,15,65,22.9,65,11.5,65
"09:54:00 07/03/2007",45,65,441,65,6.9,65,7.5,65,0.01,65,1,65,1.5,65,0.13,65,28,65,35.2,65,16.2,65
"09:55:00 02/07/2008",19,65,322,65,10,65,7.1,65,0.004,65,0.55,65,0.83,65,0.07,65,13,65,296,65,9.5,65
"10:00:00 04/04/2012",55,1,303,1,8.3,1,7.5,1,0.035,1,0.67,1,0.7,1,0.12,1,33,1,36.6,1,16,1
"10:00:00 07/08/2008",20,65,341,65,7.9,65,7,65,0.004,65,0.75,65,2.1,65,0.07,65,13,65,24.2,65,9.7,65
"10:10:00 14/01/2004",90,65,290,65,8.2,65,7.3,65,0.03,65,0.65,65,0.44,65,0.13,65,12,65,NA,NA,17.8,65
"10:15:00 04/02/2016",48,1,359,1,7,1,7.2,1,0.018,1,2.4,1,0.99,1,0.15,1,27,1,31.8,1,18.5,1
"10:15:00 05/09/2007",25,65,347,65,10.5,65,7,65,0.009,65,0.63,65,1.1,65,0.06,65,9,65,12.8,65,8.4,65
"10:20:00 08/09/2008",35,65,330,65,7.6,65,7,65,0.003,65,0.64,65,1.1,65,0.06,65,12,65,18.2,65,10.9,65
"10:35:00 06/01/2020",40,1,297,1,7.5,1,7.1,1,0.014,1,0.7,1,1.3,1,0.13,1,28,1,33.4,1,15.2,1
"10:40:00 03/12/2019",70,1,322,1,9,1,7,1,0.034,1,1.1,1,0.81,1,0.16,1,35,1,41.5,1,13.2,1
"10:50:00 07/06/2012",50,1,324,1,9.5,1,7.3,1,0.012,1,0.9,1,1.6,1,0.1,1,27,1,39.4,1,10.3,1
"10:50:00 07/10/2008",76,65,336,65,8.7,65,7.1,65,0.003,65,1.2,65,0.44,65,0.15,65,24,65,46.7,65,11.1,65
"10:57:00 09/06/2016",32,1,345,1,8.8,1,7.2,1,0.028,1,0.54,1,1.3,1,0.11,1,34,1,35.4,1,12.2,1
"10:58:00 12/05/2015",60,1,363,1,9.3,1,6.2,1,0.02,1,2.8,1,1.9,1,0.19,1,53,1,79.3,1,12.5,1
"11:00:00 01/08/2019",30,1,380,1,10.6,1,7.15,1,0.009,1,0.79,1,1.9,1,0.06,1,15,1,20.6,1,9.5,1
"11:00:00 10/03/2015",40,1,459,1,8.5,1,7.3,1,0.008,1,0.7,1,0.78,1,0.07,1,13,1,19.1,1,19,1
"11:20:00 09/08/2007",30,65,330,65,8.1,65,7.1,65,0.01,65,0.56,65,2.8,65,0.14,65,14,65,24.1,65,11,65
"11:27:00 09/06/2015",30,1,422,1,10.2,1,7.1,1,0.02,1,0.8,1,1.1,1,0.15,1,36,1,34.5,1,12.6,1
"11:30:00 19/12/2007",45,65,409,65,7.9,65,7.3,65,0.01,65,0.92,65,1.3,65,0.11,65,19,65,21.7,65,17.1,65
"11:40:00 18/07/2007",45,65,303,65,11.4,65,7.1,65,0.06,65,1.4,65,2.9,65,0.21,65,72,65,107,65,7,65
"11:43:00 10/07/2017",28,1,352,1,11.6,1,7.3,1,0.024,1,0.75,1,1.4,1,0.084,1,25,1,29.2,1,8.4,1
"12:05:00 06/04/2017",40,1,341,1,8.9,1,7.3,1,0.03,1,0.61,1,1.7,1,0.098,1,16,1,22.3,1,14.3,1
"12:20:00 08/04/2015",NA,180,427,1,9.6,1,6.8,1,0.034,1,0.88,1,0.5,1,0.12,1,22,1,38.2,1,15.4,1
"12:20:00 15/12/2004",70,65,290,65,9,65,7.1,65,0.02,65,0.72,65,0.6,65,0.11,65,19,65,32,65,17.2,65
"12:30:00 05/01/2005",50,65,230,65,NA,NA,6.3,65,0.08,65,0.61,65,0.6,65,0.21,65,19,65,33,65,17.4,65
"12:30:00 06/10/2009",45,1,297.4,1,8.7,1,6.9,1,0.026,1,0.48,1,0.92,1,0.112,1,11,1,24.9,1,12.6,1
"12:30:00 13/10/2020",72,1,290,1,9.2,1,6.9,1,0.011,1,0.95,1,1.4,1,0.11,1,30,1,41.9,1,15.7,1
"12:50:00 02/07/2019",25,1,369,1,10.63,1,7.27,1,0.008,1,0.91,1,1.4,1,0.052,1,15,1,17.5,1,8.8,1
"12:50:00 05/03/2019",40,1,441,1,5.92,1,7.4,1,0.006,1,0.9,1,1.5,1,0.11,1,31,1,57.4,1,20.1,1
"12:53:00 14/04/2005",40,65,323,65,8.1,65,7.2,65,0.01,65,0.59,65,0.75,65,0.08,65,13,65,18,65,NA,NA
"12:57:00 10/12/2003",120,65,280,65,7.9,65,7.2,65,0.01,65,0.81,65,0.72,65,0.09,65,16,65,NA,NA,22.5,65
"13:00:00 02/04/2019",40,1,315,1,8.9,1,7.17,1,0.008,1,0.61,1,1.7,1,0.075,1,14,1,25.9,1,14.5,1
"13:00:00 09/02/2005",70,65,310,65,7.6,65,6.6,65,0.01,65,1.2,65,0.91,65,0.15,65,42,65,59,65,17.1,65
"13:00:00 16/11/2005",60,65,281,65,8.8,65,6.9,65,0.12,65,1.1,65,1.5,65,0.23,65,24,65,51,65,NA,NA
"13:00:00 17/11/2004",70,65,270,65,10.2,65,7.2,65,0.008,65,0.95,65,1.1,65,0.1,65,32,65,43,65,19,65
"13:00:00 23/01/2007",45,65,265,65,7.6,65,7.2,65,0.01,65,0.45,65,0.94,65,0.05,65,24,65,37,65,21.6,65
"13:01:00 14/02/2006",50,65,354,65,7,65,10.1,65,0.01,65,0.6,65,0.52,65,0.08,65,16,65,21,65,18.4,65
"13:04:00 01/06/2017",40,1,349,1,10.5,1,7.3,1,0.043,1,0.66,1,1.6,1,0.15,1,30,1,38.6,1,10.2,1
"13:05:00 15/12/2005",60,65,322,65,7.1,65,7.2,65,0.33,65,0.97,65,2.1,65,0.58,65,16,65,27,65,NA,NA
"13:10:00 17/03/2005",45,65,320,65,10.1,65,7.6,65,0.01,65,0.59,65,0.62,65,0.08,65,8,65,10,65,16.5,65
"13:17:00 09/11/2015",40,1,302,1,9,1,6.9,1,0.034,1,0.64,1,1.4,1,0.12,1,23,1,34.8,1,17.7,1
"13:20:00 24/01/2006",40,65,383,65,7.4,65,7.4,65,0.01,65,0.81,65,0.69,65,0.09,65,15,65,31,65,NA,NA
"13:30:00 06/02/2019",40,1,470,1,5.64,1,7.16,1,0.008,1,1,1,1.1,1,0.11,1,32,1,41.3,1,21.6,1
"13:30:00 12/02/2004",55,65,250,65,9.8,65,6.7,65,0.04,65,0.81,65,0.53,65,0.13,65,18,65,27,65,21.3,65
"13:35:00 16/11/2006",35,65,NA,NA,9.9,65,7.1,65,0.02,65,0.87,65,0.81,65,0.12,65,28,65,47,65,13.3,65
"13:35:00 21/04/2010",48,1,344.5,1,7.5,1,7.3,1,0.001,1,0.52,1,0.911,1,0.099,1,27,1,24.4,1,19,1
"13:35:00 22/02/2007",45,65,419,65,5.6,65,7.3,65,0.02,65,0.78,65,0.56,65,0.05,65,35,65,NA,NA,25.2,65
"13:40:00 19/05/2005",30,65,329,65,9.5,65,7.1,65,0.01,65,0.46,65,1,65,0.05,65,5,65,11,65,NA,NA
"13:44:00 01/12/2015",32,1,351,1,9,1,7.5,1,0.022,1,0.6,1,2,1,0.089,1,14,1,24.6,1,19.5,1
"13:45:00 14/09/2006",35,65,368,65,11,65,7.2,65,0.004,65,0.46,65,0.81,65,0.04,65,8,65,17,65,12.8,65
"13:47:00 14/07/2005",30,65,334,65,10.2,65,7.1,65,0.006,65,0.64,65,0.85,65,0.09,65,28,65,39,65,NA,NA
"13:48:00 16/06/2005",35,65,101,65,9.2,65,7.1,65,0.01,65,0.57,65,0.91,65,0.08,65,12,65,20,65,NA,NA
"13:50:00 11/08/2004",40,65,330,65,11,65,6.7,65,0.01,65,1.1,65,1.5,65,0.11,65,43,65,55,65,10.4,65
"13:55:00 09/08/2005",45,65,330,65,10.1,65,7.1,65,0.003,65,0.75,65,1.1,65,0.07,65,23,65,33,65,NA,NA
"14:00:00 07/01/2019",36,1,346,1,8.9,1,7.5,1,0.008,1,0.61,1,1.6,1,0.078,1,14,1,20.8,1,20.6,1
"14:00:00 15/09/2005",40,65,319,65,9.2,65,6.9,65,0.003,65,0.97,65,1.1,65,0.12,65,28,65,46,65,NA,NA
"14:05:00 06/07/2016",60,1,287,1,9.7,1,7.1,1,0.044,1,1.3,1,3.2,1,0.28,1,140,1,208,1,11,1
"14:05:00 09/06/2004",25,65,340,65,8.6,65,7.1,65,0.008,65,0.55,65,0.84,65,0.06,65,12,65,17,65,9.4,65
"14:05:00 18/03/2004",50,65,320,65,8.9,65,6.9,65,0.01,65,0.79,65,0.52,65,0.11,65,24,65,32,65,17.1,65
"14:10:00 06/04/2004",35,65,310,65,7.5,65,7.2,65,0.02,65,0.79,65,0.66,65,0.11,65,26,65,18.2,65,19.4,65
"14:15:00 05/06/2019",48,1,382,1,10.3,1,7.07,1,0.01,1,1.1,1,2.5,1,0.08,1,22,1,25.2,1,9.8,1
"14:20:00 09/11/2016",60,1,338,1,9.3,1,7.6,1,0.018,1,0.45,1,1.2,1,0.052,1,19,1,19.9,1,16.1,1
"14:25:00 14/06/2006",30,65,345,65,11.9,65,7.2,65,0.01,65,0.64,65,1.2,65,0.07,65,12,65,17,65,9.1,65
"14:25:00 15/09/2004",50,65,290,65,10,65,6.4,65,0.01,65,0.87,65,1.9,65,0.1,65,45,65,59,65,12,65
"14:28:00 04/10/2016",120,1,350,1,9.3,1,7.1,1,0.062,1,1.7,1,0.94,1,0.32,1,170,1,145,1,12.9,1
"14:30:00 03/04/2013",35,1,271,1,9.5,1,7.2,1,0.02,1,0.61,1,0.6,1,0.11,1,20,1,32.2,1,15,1
"14:30:00 24/10/2006",35,65,NA,NA,10.4,65,7.4,65,0.01,65,0.69,65,1.1,65,0.09,65,20,65,38,65,18.2,65
"14:30:00 25/07/2006",35,65,367,65,10,65,7,65,0.02,65,0.9,65,1.2,65,0.11,65,28,65,40,65,10.4,65
"14:30:00 26/04/2006",35,65,327,65,10.1,65,6.8,65,0.01,65,0.6,65,0.85,65,0.06,65,14,65,18,65,13.5,65
"14:31:00 07/03/2017",35,1,391,1,9.6,1,7.4,1,0.02,1,0.58,1,3,1,0.074,1,12,1,22.2,1,19.8,1
"14:35:00 12/10/2005",56,65,289,65,12.9,65,6.8,65,0.006,65,0.91,65,1,65,0.1,65,36,65,45,65,NA,NA
"14:35:00 14/07/2004",35,65,360,65,10.7,65,6.5,65,0.006,65,0.82,65,1.7,65,0.07,65,20,65,NA,NA,9.8,65
"14:40:00 17/08/2006",35,65,360,65,10,65,7,65,0.01,65,0.59,65,0.92,65,0.05,65,33,65,30,65,12.1,65
"14:45:00 05/12/2018",60,1,344,1,8.9,1,7.4,1,0.015,1,0.7,1,1.2,1,0.091,1,28,1,32.3,1,18.1,1
"14:45:00 15/03/2005",NA,NA,414,65,8.5,65,7.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,65,NA,NA
"14:45:00 15/03/2006",55,65,NA,NA,NA,NA,NA,NA,0.03,65,0.63,65,0.7,65,0.06,65,17,65,NA,NA,NA,NA
"14:50:00 06/07/2020",50,1,311,1,9.9,1,7,1,0.018,1,1.1,1,1.3,1,0.2,1,41,1,57,1,10.5,1
"14:55:00 12/05/2004",30,65,340,65,10,65,7.3,65,0.003,65,0.59,65,0.88,65,0.07,65,14,65,19,65,11.9,65
"15:00:00 18/05/2006",45,65,318,65,11.6,65,7.1,65,0.02,65,0.51,65,0.99,65,0.07,65,16,65,24,65,13.1,65
"15:05:00 07/02/2017",40,1,335,1,8.5,1,7.5,1,0.023,1,0.38,1,1.2,1,0.087,1,16,1,23,1,20.3,1
"15:10:00 13/10/2004",50,65,300,65,8.7,65,7.2,65,0.03,65,0.72,65,1,65,0.1,65,28,65,37,65,16.9,65
"15:10:00 14/12/2006",45,65,449,65,9.2,65,7.6,65,0.003,65,0.4,65,0.34,65,0.02,65,26,65,42,65,19.1,65
"15:16:00 07/12/2016",48,1,300,1,10.3,1,7.5,1,0.019,1,0.48,1,0.85,1,0.057,1,13,1,18.9,1,20.1,1
"15:19:00 02/08/2017",32,1,356,1,11.6,1,7.3,1,0.016,1,0.67,1,1.5,1,0.054,1,13,1,18.7,1,9.1,1
"15:20:00 10/11/2020",50,1,307,1,8.8,1,7.3,1,0.018,1,0.45,1,1.1,1,0.12,1,15,1,28.1,1,20.2,1
"15:21:00 09/05/2018",32,1,390,1,11.4,1,7.2,1,0.028,1,0.38,1,2.7,1,0.12,1,14,1,19.9,1,12.3,1
